1059916863	20210824	202108	2021	2021.6411	EDU	SCHOOL						EDU													1	0874	087	08	2	10.0	10	1	10	1.85758513931888	3	Kanawha County, West Virginia, United States	US	USWV	WV039	38.3334	-81.5665	1550026	0								3	Kanawha County, West Virginia, United States	US	USWV		38.3334	-81.5665	1550026	20220824043000	https://www.herald-dispatch.com/news/putnam_news/west-virginia-court-to-hear-appeal-of-school-voucher-ruling/article_0d66001e-2b9f-5684-8871-9570ab9b531c.html
1059916864	20210824	202108	2021	2021.6411	IRNGOV	IRAN	IRN					GOV			TJK	TAJIKISTAN	TJK								0	042	042	04	1	1.9	2	1	2	-1.3595166163142	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20220824043000	https://www.nbcphiladelphia.com/news/business/money-report/irans-pivot-to-china-and-russia-means-a-nuclear-deal-would-now-look-very-different-professor-says/3343507/
1059916865	20220725	202207	2022	2022.5616	USA	UNITED STATES	USA								BUS	BUSINESS						BUS			1	017	017	01	1	0.0	2	1	2	-0.31446540880503	3	Hyde Park, New York, United States	US	USNY	NY027	41.7848	-73.9332	953559	3	Hyde Park, New York, United States	US	USNY		41.7848	-73.9332	953559	3	Hyde Park, New York, United States	US	USNY		41.7848	-73.9332	953559	20220824043000	https://www.lockportjournal.com/news/local_news/vandalized-bench-honoring-veterans-to-be-replaced-at-hyde-park/article_afe07e94-43de-5173-939b-fdc743e4621d.html
1059916866	20220725	202207	2022	2022.5616	USA	NIAGARA FALLS	USA								BUS	BUSINESS						BUS			1	017	017	01	1	0.0	8	1	8	-0.31446540880503	3	Niagara Falls, New York, United States	US	USNY	NY063	43.0945	-79.0567	970406	3	Hyde Park, New York, United States	US	USNY		41.7848	-73.9332	953559	3	Hyde Park, New York, United States	US	USNY		41.7848	-73.9332	953559	20220824043000	https://www.lockportjournal.com/news/local_news/vandalized-bench-honoring-veterans-to-be-replaced-at-hyde-park/article_afe07e94-43de-5173-939b-fdc743e4621d.html
1059916867	20220725	202207	2022	2022.5616	USA	NIAGARA FALLS	USA								BUS	BUSINESS						BUS			1	051	051	05	1	3.4	2	1	2	-0.31446540880503	3	Hyde Park, New York, United States	US	USNY	NY027	41.7848	-73.9332	953559	3	Hyde Park, New York, United States	US	USNY		41.7848	-73.9332	953559	3	Hyde Park, New York, United States	US	USNY		41.7848	-73.9332	953559	20220824043000	https://www.lockportjournal.com/news/local_news/vandalized-bench-honoring-veterans-to-be-replaced-at-hyde-park/article_afe07e94-43de-5173-939b-fdc743e4621d.html
1059916868	20220725	202207	2022	2022.5616	USA	NIAGARA FALLS	USA								BUS	BUSINESS						BUS			1	051	051	05	1	3.4	2	1	2	-0.31446540880503	3	Hyde Park, New York, United States	US	USNY	NY027	41.7848	-73.9332	953559	3	Niagara County, New York, United States	US	USNY		43.1667	-78.7664	974130	3	Hyde Park, New York, United States	US	USNY		41.7848	-73.9332	953559	20220824043000	https://www.lockportjournal.com/news/local_news/vandalized-bench-honoring-veterans-to-be-replaced-at-hyde-park/article_afe07e94-43de-5173-939b-fdc743e4621d.html
1059916869	20220725	202207	2022	2022.5616	USA	NIAGARA FALLS	USA								BUS	BUSINESS						BUS			1	051	051	05	1	3.4	6	1	6	-0.31446540880503	3	Niagara County, New York, United States	US	USNY	NY063	43.1667	-78.7664	974130	3	Niagara County, New York, United States	US	USNY		43.1667	-78.7664	974130	3	Niagara County, New York, United States	US	USNY		43.1667	-78.7664	974130	20220824043000	https://www.lockportjournal.com/news/local_news/vandalized-bench-honoring-veterans-to-be-replaced-at-hyde-park/article_afe07e94-43de-5173-939b-fdc743e4621d.html
1059916870	20220817	202208	2022	2022.6219											LEG	SENATE						LEG			0	130	130	13	3	-4.4	12	2	12	-3.19863556309211	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824043000	https://www.ctinsider.com/news/article/Primary-takeaways-DeSantis-rival-17394059.php
1059916871	20220817	202208	2022	2022.6219	COP	POLICE						COP			USA	UNITED STATES	USA								0	173	173	17	4	-5.0	2	1	2	-4.21303656597774	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20220824043000	https://www.necn.com/tag/scam/
1059916872	20220817	202208	2022	2022.6219	REL	SAINT									IRL	IRISH	IRL								1	051	051	05	1	3.4	10	1	10	2.86576168929111	3	El Centro, Puerto Rico, United States	US	USPR	PR047	18.348	-66.3241	1991257	3	El Centro, Puerto Rico, United States	US	USPR		18.348	-66.3241	1991257	3	El Centro, Puerto Rico, United States	US	USPR		18.348	-66.3241	1991257	20220824043000	https://www.gazettenet.com/Paper-City-Notes-Holyoke-St-Patrick-s-Parade-selects-grand-marshal-47713056
