1059968137	20210824	202108	2021	2021.6411											COP	POLICE						COP			0	190	190	19	4	-10.0	6	1	6	-7.35294117647059	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Walthamstow, Waltham Forest, United Kingdom	UK	UKO9	40114	51.6	-0.033333	-2610831	20220824121500	https://www.dailymail.co.uk/news/article-11141331/Detectives-offer-20-000-reward-killer-gunned-18-year-old-rave.html
1059968138	20210824	202108	2021	2021.6411	AFR	AFRICA	AFR								SYR	SYRIA	SYR								0	010	010	01	1	0.0	3	1	3	-3.39976553341149	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20220824121500	https://www.aljazeera.com/news/2022/8/24/why-does-us-still-forces-syria-explainer
1059968139	20210824	202108	2021	2021.6411	GBR	UNITED KINGDOM	GBR								COP	POLICE						COP			0	190	190	19	4	-10.0	2	1	2	-7.35294117647059	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Greenford, Ealing, United Kingdom	UK	UKD9	40110	51.5167	-0.333333	-2597649	4	Greenford, Ealing, United Kingdom	UK	UKD9	40110	51.5167	-0.333333	-2597649	20220824121500	https://www.dailymail.co.uk/news/article-11141331/Detectives-offer-20-000-reward-killer-gunned-18-year-old-rave.html
1059968140	20210824	202108	2021	2021.6411	GBR	UNITED KINGDOM	GBR								COP	POLICE						COP			0	190	190	19	4	-10.0	2	1	2	-7.35294117647059	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Walthamstow, Waltham Forest, United Kingdom	UK	UKO9	40114	51.6	-0.033333	-2610831	20220824121500	https://www.dailymail.co.uk/news/article-11141331/Detectives-offer-20-000-reward-killer-gunned-18-year-old-rave.html
1059968141	20210824	202108	2021	2021.6411	POL	POLAND	POL								REL	BELIEVER									1	010	010	01	1	0.0	5	1	5	-6.40495867768595	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20220824121500	https://notesfrompoland.com/2022/08/24/further-falls-in-religious-belief-and-practice-in-poland-finds-study/
1059968142	20210824	202108	2021	2021.6411	UKR	KYIV	UKR								RUS	RUSSIA	RUS								0	017	017	01	1	0.0	6	1	6	-5.31520395550062	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824121500	http://www.msn.com/en-us/news/world/on-its-independence-day-ukraine-wakes-up-to-sirens-and-attacks/ar-AA112AJC
1059968143	20210824	202108	2021	2021.6411	USA	ARKANSAS	USA																		1	020	020	02	1	3.0	6	1	6	3.71819960861057	3	Pine Bluff, Arkansas, United States	US	USAR	AR069	34.2284	-92.0032	78006	0								3	Pine Bluff, Arkansas, United States	US	USAR		34.2284	-92.0032	78006	20220824121500	https://www.arkansasonline.com/news/2022/aug/24/lack-of-funds-keeps-pb-fair-livestock-show-iffy/
1059968144	20210824	202108	2021	2021.6411	USAGOV	US OFFICIAL	USA					GOV			QATMED	AL JAZEERA	QAT					MED			0	013	013	01	1	0.4	8	1	8	-3.39976553341149	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20220824121500	https://www.aljazeera.com/news/2022/8/24/why-does-us-still-forces-syria-explainer
1059968145	20210824	202108	2021	2021.6411	USAGOV	US OFFICIAL	USA					GOV			QATMED	AL JAZEERA	QAT					MED			0	013	013	01	1	0.4	2	1	2	-3.39976553341149	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20220824121500	https://www.aljazeera.com/news/2022/8/24/why-does-us-still-forces-syria-explainer
1059968146	20220725	202207	2022	2022.5616											AUS	NEW SOUTH WALES	AUS								1	042	042	04	1	1.9	10	1	10	-0.386100386100388	0								4	Jindabyne, New South Wales, Australia	AS	AS02	5083	-36.4162	148.625	-1580234	4	Jindabyne, New South Wales, Australia	AS	AS02	5083	-36.4162	148.625	-1580234	20220824121500	https://www.tweaktown.com/news/88111/even-more-spacex-debris-has-been-found-after-crashing-on-peoples-land/
1059968147	20220725	202207	2022	2022.5616											BLZ	BELIZE	BLZ								0	036	036	03	1	4.0	2	1	2	-6.74763832658569	0								4	Belize City, Belize, Belize	BH	BH01	5855	17.4833	-88.1833	-1148788	4	Belize City, Belize, Belize	BH	BH01	5855	17.4833	-88.1833	-1148788	20220824121500	https://www.dailymail.co.uk/news/article-11139341/Canadian-socialite-Jasmine-Hartin-claims-corrupt-Belize-cops-plotted-kill-her.html
1059968148	20220725	202207	2022	2022.5616											COP	PRISON						COP			0	036	036	03	1	4.0	6	1	6	-6.74763832658569	0								4	Belize City, Belize, Belize	BH	BH01	5855	17.4833	-88.1833	-1148788	4	Belize City, Belize, Belize	BH	BH01	5855	17.4833	-88.1833	-1148788	20220824121500	https://www.dailymail.co.uk/news/article-11139341/Canadian-socialite-Jasmine-Hartin-claims-corrupt-Belize-cops-plotted-kill-her.html
