1059887015	20210824	202108	2021	2021.6411											MED	MEDIA						MED			0	112	112	11	3	-2.0	6	1	6	-7.30503455083909	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20220824000000	https://www.bendbulletin.com/ap/whistleblower-accuses-twitter-of-cybersecurity-negligence/article_5d1f1d5f-511f-521c-9532-3aad6c08a8ce.html
1059887016	20210824	202108	2021	2021.6411											MED	MEDIA						MED			0	112	112	11	3	-2.0	24	3	24	-7.06074102791091	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20220824000000	https://www.wral.com/former-twitter-security-chief-files-whistleblower-complaints/20428783/
1059887017	20210824	202108	2021	2021.6411	IGOUNOHLHWHO	WORLD HEALTH ORGANIZATION		UNO				IGO	HLH												0	020	020	02	1	3.0	10	1	10	-5.14563106796116	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	0								4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	20220824000000	https://www.dailymail.co.uk/health/article-11139197/Gay-bisexual-men-having-sex-worried-catching-monkeypox.html
1059887018	20210824	202108	2021	2021.6411	USA	DELAWARE	USA																		1	043	043	04	1	2.8	8	1	8	6.04982206405694	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20220824000000	https://blog.aarp.org/fighting-for-you/delaware-earns-retirement-savings-program
1059887019	20210824	202108	2021	2021.6411	USA	DELAWARE	USA																		1	043	043	04	1	2.8	2	1	2	6.04982206405694	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20220824000000	https://blog.aarp.org/fighting-for-you/delaware-earns-retirement-savings-program
1059887020	20220725	202207	2022	2022.5616											USA	UTAH	USA								0	173	173	17	4	-5.0	5	1	5	-4.3010752688172	0								3	Box Elder County, Utah, United States	US	USUT		41.5005	-112.876	1455966	3	Box Elder County, Utah, United States	US	USUT		41.5005	-112.876	1455966	20220824000000	https://www.ksl.com/article/50462576/dylan-rounds-parents-want-different-agency-to-take-over-case-of-their-missing-son
1059887021	20220725	202207	2022	2022.5616											USA	UTAH	USA								0	173	173	17	4	-5.0	1	1	1	-4.3010752688172	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20220824000000	https://www.ksl.com/article/50462576/dylan-rounds-parents-want-different-agency-to-take-over-case-of-their-missing-son
1059887022	20220725	202207	2022	2022.5616	GOVBUS	SECURITIES AND EXCHANGE COMMISSION						GOV	BUS												1	114	114	11	3	-2.0	28	4	28	-8.97524167801357	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824000000	https://www.wral.com/former-twitter-security-chief-files-whistleblower-complaints/20428783/
1059887023	20220725	202207	2022	2022.5616	GOVBUS	SECURITIES AND EXCHANGE COMMISSION						GOV	BUS												0	114	114	11	3	-2.0	12	2	12	-5.81081081081081	3	Brooklyn, Michigan, United States	US	USMI	MI075	42.1059	-84.2483	622035	0								3	Brooklyn, Michigan, United States	US	USMI	MI075	42.1059	-84.2483	622035	20220824000000	https://greensboro.com/news/national/2-men-convicted-in-plot-to-kidnap-michigan-gov-whitmer-more-than-100-classified-trump/article_090657a8-8980-5233-a8ae-46c0ee73632d.html
1059887024	20220725	202207	2022	2022.5616	USA	UNITED STATES	USA								GOVBUS	SECURITIES AND EXCHANGE COMMISSION						GOV	BUS		1	114	114	11	3	-2.0	12	4	12	-8.15717528022678	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824000000	https://www.wral.com/former-twitter-security-chief-files-whistleblower-complaints/20428783/
