1059944714	20210824	202108	2021	2021.6411	ERI	ERITREA	ERI								GBR	SHEFFIELD	GBR								1	015	015	01	1	0.0	2	1	2	-5.80720092915215	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	20220824091500	https://www.dailymail.co.uk/news/article-11140829/Jilted-knifeman-26-stabbed-friend-death-rejected-jailed-21-years.html
1059944715	20210824	202108	2021	2021.6411	ERI	ERITREA	ERI								GBR	SHEFFIELD	GBR								1	190	190	19	4	-10.0	2	1	2	-5.80720092915215	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	20220824091500	https://www.dailymail.co.uk/news/article-11140829/Jilted-knifeman-26-stabbed-friend-death-rejected-jailed-21-years.html
1059944716	20210824	202108	2021	2021.6411	GBR	BIRMINGHAM	GBR																		1	015	015	01	1	0.0	3	1	3	-5.80720092915215	4	West Midlands, United Kingdom (general), United Kingdom	UK	UK00	40136	52.5	-1.96667	-2611326	0								4	West Midlands, United Kingdom (general), United Kingdom	UK	UK00	40136	52.5	-1.96667	-2611326	20220824091500	https://www.dailymail.co.uk/news/article-11140829/Jilted-knifeman-26-stabbed-friend-death-rejected-jailed-21-years.html
1059944717	20210824	202108	2021	2021.6411	GBR	BIRMINGHAM	GBR																		1	190	190	19	4	-10.0	3	1	3	-5.80720092915215	1	Eritrea	ER	ER		15	39	ER	0								1	Eritrea	ER	ER		15	39	ER	20220824091500	https://www.dailymail.co.uk/news/article-11140829/Jilted-knifeman-26-stabbed-friend-death-rejected-jailed-21-years.html
1059944718	20210824	202108	2021	2021.6411	GBR	SHEFFIELD	GBR								ERI	ERITREA	ERI								1	173	173	17	4	-5.0	2	1	2	-5.80720092915215	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	20220824091500	https://www.dailymail.co.uk/news/article-11140829/Jilted-knifeman-26-stabbed-friend-death-rejected-jailed-21-years.html
1059944719	20210824	202108	2021	2021.6411	GBRGOV	UNITED KINGDOM	GBR					GOV			GBR	UNITED KINGDOM	GBR								0	112	112	11	3	-2.0	5	1	5	-2.7355623100304	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20220824091500	https://www.christian.org.uk/news/challenges-to-transgender-ideology-unwelcome-at-ni-human-rights-quango/
1059944720	20210824	202108	2021	2021.6411	MED	PUBLISHER						MED			dal	DALIT			dal						0	060	060	06	2	6.0	1	1	1	2.02156334231806	4	Gurgaon, Haryana, India	IN	IN10	17657	28.4667	77.0333	-2096897	4	Gurgaon, Haryana, India	IN	IN10	17657	28.4667	77.0333	-2096897	4	Gurgaon, Haryana, India	IN	IN10	17657	28.4667	77.0333	-2096897	20220824091500	https://www.printweek.in/News/poetry-publishers-at-gurugram-lit-fest-56533
1059944721	20210824	202108	2021	2021.6411	MED	PUBLISHER						MED			dal	DALIT			dal						0	060	060	06	2	6.0	4	1	4	2.02156334231806	1	Bangladesh	BG	BG		24	90	BG	4	Gurgaon, Haryana, India	IN	IN10	17657	28.4667	77.0333	-2096897	1	Bangladesh	BG	BG		24	90	BG	20220824091500	https://www.printweek.in/News/poetry-publishers-at-gurugram-lit-fest-56533
1059944722	20210824	202108	2021	2021.6411	MED	PUBLISHER						MED			idg	INDIGENOUS			idg						0	060	060	06	2	6.0	1	1	1	2.02156334231806	4	Gurgaon, Haryana, India	IN	IN10	17657	28.4667	77.0333	-2096897	4	Gurgaon, Haryana, India	IN	IN10	17657	28.4667	77.0333	-2096897	4	Gurgaon, Haryana, India	IN	IN10	17657	28.4667	77.0333	-2096897	20220824091500	https://www.printweek.in/News/poetry-publishers-at-gurugram-lit-fest-56533
1059944723	20210824	202108	2021	2021.6411	MED	PUBLISHER						MED			idg	INDIGENOUS			idg						0	060	060	06	2	6.0	4	1	4	2.02156334231806	1	Bangladesh	BG	BG		24	90	BG	4	Gurgaon, Haryana, India	IN	IN10	17657	28.4667	77.0333	-2096897	1	Bangladesh	BG	BG		24	90	BG	20220824091500	https://www.printweek.in/News/poetry-publishers-at-gurugram-lit-fest-56533
1059944724	20210824	202108	2021	2021.6411	dal	DALIT			dal						MED	PUBLISHER						MED			0	060	060	06	2	6.0	1	1	1	2.02156334231806	4	Gurgaon, Haryana, India	IN	IN10	17657	28.4667	77.0333	-2096897	4	Gurgaon, Haryana, India	IN	IN10	17657	28.4667	77.0333	-2096897	4	Gurgaon, Haryana, India	IN	IN10	17657	28.4667	77.0333	-2096897	20220824091500	https://www.printweek.in/News/poetry-publishers-at-gurugram-lit-fest-56533
1059944725	20210824	202108	2021	2021.6411	dal	DALIT			dal						MED	PUBLISHER						MED			0	060	060	06	2	6.0	4	1	4	2.02156334231806	4	Gurgaon, Haryana, India	IN	IN10	17657	28.4667	77.0333	-2096897	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20220824091500	https://www.printweek.in/News/poetry-publishers-at-gurugram-lit-fest-56533
1059944726	20210824	202108	2021	2021.6411	idg	INDIGENOUS			idg						MED	PUBLISHER						MED			0	060	060	06	2	6.0	5	1	5	2.02156334231806	4	Gurgaon, Haryana, India	IN	IN10	17657	28.4667	77.0333	-2096897	4	Gurgaon, Haryana, India	IN	IN10	17657	28.4667	77.0333	-2096897	4	Gurgaon, Haryana, India	IN	IN10	17657	28.4667	77.0333	-2096897	20220824091500	https://www.printweek.in/News/poetry-publishers-at-gurugram-lit-fest-56533
1059944727	20220725	202207	2022	2022.5616	UGAGOV	UGANDA	UGA					GOV			RUS	RUSSIAN	RUS								1	020	020	02	1	3.0	1	1	1	0.119760479041916	4	Aswa, Pader, Uganda	UG	UG92	18585	2.96667	32.6	-1726271	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220824091500	https://www.theeastafrican.co.ke/tea/science-health/african-countries-pushing-for-nuclear-energy-3924712
1059944728	20220725	202207	2022	2022.5616	UGAGOV	UGANDA	UGA					GOV			RUS	RUSSIAN	RUS								1	020	020	02	1	3.0	1	1	1	0.119760479041916	1	China	CH	CH		35	105	CH	4	Aswa, Pader, Uganda	UG	UG92	18585	2.96667	32.6	-1726271	4	Aswa, Pader, Uganda	UG	UG92	18585	2.96667	32.6	-1726271	20220824091500	https://www.theeastafrican.co.ke/tea/science-health/african-countries-pushing-for-nuclear-energy-3924712
1059944729	20220725	202207	2022	2022.5616	UGAGOV	UGANDA	UGA					GOV			RUSGOV	RUSSIA	RUS					GOV			1	020	020	02	1	3.0	2	1	2	0.119760479041916	4	Aswa, Pader, Uganda	UG	UG92	18585	2.96667	32.6	-1726271	1	Russia	RS	RS		60	100	RS	4	Aswa, Pader, Uganda	UG	UG92	18585	2.96667	32.6	-1726271	20220824091500	https://www.theeastafrican.co.ke/tea/science-health/african-countries-pushing-for-nuclear-energy-3924712
1059944730	20220725	202207	2022	2022.5616	UGAGOV	UGANDA	UGA					GOV			RUSGOV	RUSSIAN	RUS					GOV			1	020	020	02	1	3.0	4	1	4	0.119760479041916	4	Aswa, Pader, Uganda	UG	UG92	18585	2.96667	32.6	-1726271	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220824091500	https://www.theeastafrican.co.ke/tea/science-health/african-countries-pushing-for-nuclear-energy-3924712
1059944731	20220817	202208	2022	2022.6219	GOV	PRIME MINISTER						GOV			ETHGOV	ETHIOPIA	ETH					GOV			1	120	120	12	3	-4.0	16	2	16	-6.8824775672981	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	20220824091500	https://apnews.com/article/africa-social-media-kenya-ethiopia-35f32d3db3aa5d568abf23b7e616a5c4
1059944732	20220817	202208	2022	2022.6219	GOV	PRIME MINISTER						GOV			MED	JOURNALIST						MED			1	010	010	01	1	0.0	20	2	20	-6.88247756729811	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	20220824091500	https://apnews.com/article/africa-social-media-kenya-ethiopia-35f32d3db3aa5d568abf23b7e616a5c4
1059944733	20220817	202208	2022	2022.6219	GOV	PRIME MINISTER						GOV			MED	JOURNALIST						MED			1	120	120	12	3	-4.0	4	2	4	-6.88247756729811	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	20220824091500	https://apnews.com/article/africa-social-media-kenya-ethiopia-35f32d3db3aa5d568abf23b7e616a5c4
1059944734	20220817	202208	2022	2022.6219	IRL	IRISH	IRL																		1	172	172	17	4	-5.0	2	1	2	0.17825311942959	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	20220824091500	https://www.pressherald.com/2022/08/24/the-wrap-new-latin-american-bar-and-restaurant-opens-in-old-port/
