1059990621	20210824	202108	2021	2021.6411	ETH	ETHIOPIA	ETH								USAGOV	JOE BIDEN	USA					GOV			0	043	043	04	1	2.8	10	1	10	-4.8582995951417	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	20220824150000	https://www.nhregister.com/news/article/Tigray-forces-allege-large-scale-Ethiopia-17394410.php
1059990622	20210824	202108	2021	2021.6411	IGOUNO	UNITED NATIONS		UNO				IGO													0	180	180	18	4	-9.0	5	1	5	-7.16612377850163	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	0								4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	20220824150000	https://www.washingtonpost.com/world/2022/08/24/ethiopia-fighting-tplf-war-tigray/
1059990623	20210824	202108	2021	2021.6411	MNCKOR	SAMSUNG	KOR					MNC			MNCUSAMED	GOOGLE	USA					MNC	MED		1	111	111	11	3	-2.0	10	1	10	-1.50602409638555	0								0								0								20220824150000	https://www.techgoondu.com/2022/08/24/should-flagship-phones-be-losing-features-bundled-gear-when-midrange-models-do-not/
1059990624	20210824	202108	2021	2021.6411	USACOP	UNITED STATES	USA					COP			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	-10.7648725212465	3	Greene County, Arkansas, United States	US	USAR	AR055	36.1167	-90.5501	66857	3	Baxter County, Arkansas, United States	US	USAR		36.3334	-92.3668	69895	3	Greene County, Arkansas, United States	US	USAR		36.1167	-90.5501	66857	20220824150000	https://www.ktlo.com/2022/08/24/guilty-plea-brings-prison-sentence/
1059990625	20210824	202108	2021	2021.6411	USACOP	UNITED STATES	USA					COP			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	-10.7648725212465	3	Gassville, Arkansas, United States	US	USAR	AR005	36.2831	-92.494	77002	3	Paragould, Arkansas, United States	US	USAR	AR055	36.0584	-90.4973	77948	3	Gassville, Arkansas, United States	US	USAR	AR005	36.2831	-92.494	77002	20220824150000	https://www.ktlo.com/2022/08/24/guilty-plea-brings-prison-sentence/
1059990626	20210824	202108	2021	2021.6411	USACOP	UNITED STATES	USA					COP			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	-10.7648725212465	3	Paragould, Arkansas, United States	US	USAR	AR055	36.0584	-90.4973	77948	3	Paragould, Arkansas, United States	US	USAR	AR055	36.0584	-90.4973	77948	3	Paragould, Arkansas, United States	US	USAR	AR055	36.0584	-90.4973	77948	20220824150000	https://www.ktlo.com/2022/08/24/guilty-plea-brings-prison-sentence/
1059990627	20210824	202108	2021	2021.6411	USAGOV	JOE BIDEN	USA					GOV			ETH	ETHIOPIA	ETH								0	042	042	04	1	1.9	10	1	10	-4.8582995951417	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	20220824150000	https://www.nhregister.com/news/article/Tigray-forces-allege-large-scale-Ethiopia-17394410.php
1059990628	20220725	202207	2022	2022.5616											JPNGOV	JAPANESE	JPN					GOV			1	186	186	18	4	-10.0	3	1	3	-7.29483282674772	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20220824150000	https://sputniknews.com/20220824/japanese-police-reportedly-request-indictment-of-man-who-sent-death-threats-to-prime-minister-1099942008.html
1059990629	20220725	202207	2022	2022.5616	EDU	SCHOOL						EDU			JUD	ATTORNEY						JUD			0	040	040	04	1	1.0	6	1	6	-0.606394707828	3	Flagler School, Florida, United States	US	USFL	FL086	25.7715	-80.2798	282548	3	Flagler School, Florida, United States	US	USFL		25.7715	-80.2798	282548	3	Flagler School, Florida, United States	US	USFL		25.7715	-80.2798	282548	20220824150000	https://flaglerlive.com/144805/shapiro-invocations/
1059990630	20220725	202207	2022	2022.5616	EDU	SCHOOL						EDU			JUD	ATTORNEY						JUD			0	040	040	04	1	1.0	2	1	2	-0.606394707828	3	Flagler Beach, Florida, United States	US	USFL	FL035	29.475	-81.127	307132	3	Flagler Beach, Florida, United States	US	USFL		29.475	-81.127	307132	3	Flagler Beach, Florida, United States	US	USFL		29.475	-81.127	307132	20220824150000	https://flaglerlive.com/144805/shapiro-invocations/
