1059932249	20220824	202208	2022	2022.6411	DEU	GERMAN	DEU								CHN	ZHANJIANG	CHN								0	051	051	05	1	3.4	8	1	8	-2.89093298291721	4	Ludwigshafen, Rheinland-Pfalz, Germany	GM	GM08	16554	49.4811	8.43528	-1821461	4	Ludwigshafen, Rheinland-Pfalz, Germany	GM	GM08	16554	49.4811	8.43528	-1821461	4	Ludwigshafen, Rheinland-Pfalz, Germany	GM	GM08	16554	49.4811	8.43528	-1821461	20220824071500	http://en.people.cn/n3/2022/0824/c90000-10138983.html
1059932250	20220824	202208	2022	2022.6411	DEU	GERMANY	DEU								ERI	ERITREAN	ERI								1	051	051	05	1	3.4	3	1	3	0.45454545454545	4	Viernheim, Hessen, Germany	GM	GM05	16541	49.5417	8.57861	-1879731	4	Asmara, Ma'akel, Eritrea	ER	ER05	15888	15.3333	38.9333	-604780	4	Viernheim, Hessen, Germany	GM	GM05	16541	49.5417	8.57861	-1879731	20220824071500	https://venturesafrica.com/apostories/eritrea-contribution-to-augment-martyrs-trust-fund/
1059932251	20220824	202208	2022	2022.6411	DEU	GERMANY	DEU								ERI	ERITREAN	ERI								1	070	070	07	2	7.0	3	1	3	0.45454545454545	4	Viernheim, Hessen, Germany	GM	GM05	16541	49.5417	8.57861	-1879731	4	Asmara, Ma'akel, Eritrea	ER	ER05	15888	15.3333	38.9333	-604780	4	Viernheim, Hessen, Germany	GM	GM05	16541	49.5417	8.57861	-1879731	20220824071500	https://venturesafrica.com/apostories/eritrea-contribution-to-augment-martyrs-trust-fund/
1059932252	20220824	202208	2022	2022.6411	DEU	GERMAN	DEU								JUD	PROSECUTOR						JUD			0	090	090	09	2	-2.0	2	1	2	-3.38441890166028	1	Germany	GM	GM		51.5	10.5	GM	1	Zambia	ZA	ZA		-15	30	ZA	1	Zambia	ZA	ZA		-15	30	ZA	20220824071500	https://www.foxnews.com/us/un-diplomat-dodges-nyc-rape-charges-thanks-immunity-history-controversial-policy
1059932253	20220824	202208	2022	2022.6411	DEU	GERMAN	DEU								JUD	PROSECUTOR						JUD			0	120	120	12	3	-4.0	5	1	5	-3.38441890166028	1	Germany	GM	GM		51.5	10.5	GM	1	Zambia	ZA	ZA		-15	30	ZA	1	Germany	GM	GM		51.5	10.5	GM	20220824071500	https://www.foxnews.com/us/un-diplomat-dodges-nyc-rape-charges-thanks-immunity-history-controversial-policy
1059932254	20220824	202208	2022	2022.6411	DEU	GERMAN	DEU								JUD	PROSECUTOR						JUD			0	160	160	16	4	-4.0	1	1	1	-3.38441890166028	1	Germany	GM	GM		51.5	10.5	GM	1	Zambia	ZA	ZA		-15	30	ZA	1	Germany	GM	GM		51.5	10.5	GM	20220824071500	https://www.foxnews.com/us/un-diplomat-dodges-nyc-rape-charges-thanks-immunity-history-controversial-policy
1059932255	20220824	202208	2022	2022.6411	DEU	GERMAN	DEU								JUD	PROSECUTOR						JUD			0	160	160	16	4	-4.0	1	1	1	-3.38441890166028	1	Germany	GM	GM		51.5	10.5	GM	1	Zambia	ZA	ZA		-15	30	ZA	1	Zambia	ZA	ZA		-15	30	ZA	20220824071500	https://www.foxnews.com/us/un-diplomat-dodges-nyc-rape-charges-thanks-immunity-history-controversial-policy
1059932256	20220824	202208	2022	2022.6411	DEU	GERMAN	DEU								MED	WEBSITE						MED			0	051	051	05	1	3.4	1	1	1	-2.89093298291721	4	Chen Jia, Anhui, China	CH	CH01	13144	31.5166	118.395	10520099	4	Ludwigshafen, Rheinland-Pfalz, Germany	GM	GM08	16554	49.4811	8.43528	-1821461	4	Ludwigshafen, Rheinland-Pfalz, Germany	GM	GM08	16554	49.4811	8.43528	-1821461	20220824071500	http://en.people.cn/n3/2022/0824/c90000-10138983.html
1059932257	20220824	202208	2022	2022.6411	DEU	FRANKFURT	DEU								USA	AMERICAN	USA								1	050	050	05	1	3.5	5	1	5	2.89017341040463	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824071500	http://tradearabia.com/news/IND_399898.html
1059932258	20220824	202208	2022	2022.6411	DEUGOV	GERMAN	DEU					GOV			BUS	BUSINESS						BUS			1	1711	171	17	4	-9.2	4	1	4	-4.43262411347518	1	Germany	GM	GM		51.5	10.5	GM	4	Jesolo, Veneto, Italy	IT	IT20	18418	45.5394	12.6494	-119123	4	Jesolo, Veneto, Italy	IT	IT20	18418	45.5394	12.6494	-119123	20220824071500	https://www.israelnationalnews.com/news/358661
1059932259	20220824	202208	2022	2022.6411	DEUGOV	GERMANY	DEU					GOV			DEU	GERMANY	DEU								0	112	112	11	3	-2.0	4	1	4	-3.38441890166028	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220824071500	https://www.foxnews.com/us/un-diplomat-dodges-nyc-rape-charges-thanks-immunity-history-controversial-policy
1059932260	20220824	202208	2022	2022.6411	DEUGOV	GERMANY	DEU					GOV			DEU	GERMAN	DEU								0	180	180	18	4	-9.0	4	1	4	-3.38441890166028	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220824071500	https://www.foxnews.com/us/un-diplomat-dodges-nyc-rape-charges-thanks-immunity-history-controversial-policy
1059932261	20220824	202208	2022	2022.6411	DEUGOV	GERMAN	DEU					GOV			JUD	PROSECUTOR						JUD			0	090	090	09	2	-2.0	3	1	3	-3.38441890166028	1	Germany	GM	GM		51.5	10.5	GM	1	Zambia	ZA	ZA		-15	30	ZA	1	Zambia	ZA	ZA		-15	30	ZA	20220824071500	https://www.foxnews.com/us/un-diplomat-dodges-nyc-rape-charges-thanks-immunity-history-controversial-policy
1059932262	20220824	202208	2022	2022.6411	DEUGOV	GERMAN	DEU					GOV			JUD	PROSECUTOR						JUD			0	160	160	16	4	-4.0	3	1	3	-3.38441890166028	1	Germany	GM	GM		51.5	10.5	GM	1	Zambia	ZA	ZA		-15	30	ZA	1	Germany	GM	GM		51.5	10.5	GM	20220824071500	https://www.foxnews.com/us/un-diplomat-dodges-nyc-rape-charges-thanks-immunity-history-controversial-policy
1059932263	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU													0	010	010	01	1	0.0	2	1	2	-6.98113207547169	3	Clay County, Florida, United States	US	USFL	FL019	29.9997	-81.8332	295726	0								3	Clay County, Florida, United States	US	USFL		29.9997	-81.8332	295726	20220824071500	https://www.parentherald.com/articles/108105/20220819/florida-teacher-caught-punching-preschool-student-head-more-once.htm
1059932264	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU													0	010	010	01	1	0.0	2	1	2	-6.98113207547169	3	Kindercare Learning Center, Florida, United States	US	USFL	FL033	30.5199	-87.2144	300689	0								3	Kindercare Learning Center, Florida, United States	US	USFL		30.5199	-87.2144	300689	20220824071500	https://www.parentherald.com/articles/108105/20220819/florida-teacher-caught-punching-preschool-student-head-more-once.htm
1059932265	20220824	202208	2022	2022.6411	EDU	PROFESSOR						EDU													0	010	010	01	1	0.0	4	1	4	-3.38441890166028	3	United Nations Headquarters, New York, United States	US	USNY	NY061	40.7495	-73.9679	968243	0								3	United Nations Headquarters, New York, United States	US	USNY		40.7495	-73.9679	968243	20220824071500	https://www.foxnews.com/us/un-diplomat-dodges-nyc-rape-charges-thanks-immunity-history-controversial-policy
1059932266	20220824	202208	2022	2022.6411	EDU	PROFESSOR						EDU													0	010	010	01	1	0.0	6	1	6	-3.38441890166028	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824071500	https://www.foxnews.com/us/un-diplomat-dodges-nyc-rape-charges-thanks-immunity-history-controversial-policy
1059932267	20220824	202208	2022	2022.6411	EDU	COLLEGE						EDU													1	020	020	02	1	3.0	10	1	10	-0.446428571428571	1	Canada	CA	CA		60	-96	CA	0								1	Canada	CA	CA		60	-96	CA	20220824071500	https://www.business-standard.com/article/current-affairs/canada-visa-processing-delay-may-force-15-of-students-to-defer-admission-122082400442_1.html
1059932268	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU													0	028	028	02	1	4.0	2	1	2	4.81081081081081	3	Smethport, North Carolina, United States	US	USNC	NC009	36.4265	-81.5018	994926	0								3	Smethport, North Carolina, United States	US	USNC	NC009	36.4265	-81.5018	994926	20220824071500	https://www.ashepostandtimes.com/community/faith-notes/article_18827d42-1e48-11ed-af16-671021d0c81a.html
1059932269	20220824	202208	2022	2022.6411	EDU	STUDENT						EDU													0	030	030	03	1	4.0	6	1	6	3.20641282565131	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20220824071500	https://www.greenfieldreporter.com/2022/08/24/kids-need-help-too-new-program-offers-free-mental-health-counseling-for-kids/
1059932270	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU													0	036	036	03	1	4.0	2	1	2	4.81081081081081	3	Mount Olive Baptist Church, North Carolina, United States	US	USNC	NC119	35.3782	-80.9267	990474	0								3	Mount Olive Baptist Church, North Carolina, United States	US	USNC		35.3782	-80.9267	990474	20220824071500	https://www.ashepostandtimes.com/community/faith-notes/article_18827d42-1e48-11ed-af16-671021d0c81a.html
1059932271	20220824	202208	2022	2022.6411	EDU	STUDENT						EDU													1	040	040	04	1	1.0	10	1	10	-1.23456790123457	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	0								3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	20220824071500	https://www.10tv.com/article/news/local/its-not-going-to-feel-anything-like-a-first-day-columbus-parents-prepare-kids-for-online-learning-first-day-of-school-wednesday/530-90eff6d1-8dac-4475-966c-3f2c1bd43ce4
1059932272	20220824	202208	2022	2022.6411	EDU	STUDENT						EDU													1	042	042	04	1	1.9	20	1	10	-1.23456790123457	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	0								3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	20220824071500	https://www.10tv.com/article/news/local/its-not-going-to-feel-anything-like-a-first-day-columbus-parents-prepare-kids-for-online-learning-first-day-of-school-wednesday/530-90eff6d1-8dac-4475-966c-3f2c1bd43ce4
1059932273	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU													0	051	051	05	1	3.4	2	1	2	-3.77855887521968	4	Visayas, Philippines (general), Philippines	RP	RP00	24253	11	123.5	-2459959	0								4	Visayas, Philippines (general), Philippines	RP	RP00	24253	11	123.5	-2459959	20220824071500	https://businessmirror.com.ph/2022/08/24/lgus-medical-societies-private-sector-unite-in-fight-to-diminish-cervical-cancer-in-phl/
1059932274	20220824	202208	2022	2022.6411	EDU	ECONOMIST						EDU			BGD	BANGLADESH	BGD								1	130	130	13	3	-4.4	10	1	10	-2.20729366602687	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20220824071500	https://www.inventiva.co.in/trends/why-bangladesh-is-not-in-a-crisis/
1059932275	20220824	202208	2022	2022.6411	EDU	STUDENT						EDU			BUS	ENTREPRENEUR						BUS			0	036	036	03	1	4.0	3	1	3	0.90909090909091	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20220824071500	https://news.webindia123.com/news/Articles/World/20220824/3976211.html
1059932276	20220824	202208	2022	2022.6411	EDU	UNIVERSITY						EDU			CHN	CHINA	CHN								1	0311	031	03	1	5.2	6	1	6	3.03867403314917	4	Tianjin, Tianjin, China	CH	CH28	13279	39.1422	117.177	-1928564	4	Tianjin, Tianjin, China	CH	CH28	13279	39.1422	117.177	-1928564	4	Tianjin, Tianjin, China	CH	CH28	13279	39.1422	117.177	-1928564	20220824071500	http://en.ce.cn/Insight/202208/24/t20220824_38053951.shtml
1059932277	20220824	202208	2022	2022.6411	EDU	UNIVERSITY						EDU			CHN	CHINA	CHN								1	0311	031	03	1	5.2	2	1	2	3.03867403314917	4	Tianjin, Tianjin, China	CH	CH28	13279	39.1422	117.177	-1928564	4	Tianjin, Tianjin, China	CH	CH28	13279	39.1422	117.177	-1928564	4	Multan, Punjab, Pakistan	PK	PK04	23670	30.1956	71.4753	-2769709	20220824071500	http://en.ce.cn/Insight/202208/24/t20220824_38053951.shtml
1059932278	20220824	202208	2022	2022.6411	EDU	STUDENT						EDU			CHN	CHINA	CHN								1	042	042	04	1	1.9	40	8	40	-5.24017467248908	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	20220824071500	https://www.penarthtimes.co.uk/news/national/20733180.china-widens-visa-availability-pandemic-concerns-ease/
1059932279	20220824	202208	2022	2022.6411	EDU	STUDENT						EDU			CHNEDU	CHINA	CHN					EDU			1	020	020	02	1	3.0	40	8	40	-5.24017467248908	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	20220824071500	https://www.penarthtimes.co.uk/news/national/20733180.china-widens-visa-availability-pandemic-concerns-ease/
1059932280	20220824	202208	2022	2022.6411	EDU	STUDENT						EDU			GOV	ADMINISTRATION						GOV			0	190	190	19	4	-10.0	5	1	5	-0.41928721174004	0								0								0								20220824071500	https://www.usforacle.com/2022/08/24/third-post-consolidation-sg-cabinet-set-despite-delays/
1059932281	20220824	202208	2022	2022.6411	EDU	UNIVERSITY						EDU			PAK	PAKISTAN	PAK								1	057	057	05	1	8.0	8	1	8	3.03867403314917	4	Tianjin, Tianjin, China	CH	CH28	13279	39.1422	117.177	-1928564	4	Tianjin, Tianjin, China	CH	CH28	13279	39.1422	117.177	-1928564	4	Tianjin, Tianjin, China	CH	CH28	13279	39.1422	117.177	-1928564	20220824071500	http://en.ce.cn/Insight/202208/24/t20220824_38053951.shtml
1059932282	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								0	028	028	02	1	4.0	4	1	4	4.81081081081081	3	Smethport, North Carolina, United States	US	USNC	NC009	36.4265	-81.5018	994926	3	Smethport, North Carolina, United States	US	USNC	NC009	36.4265	-81.5018	994926	3	Smethport, North Carolina, United States	US	USNC	NC009	36.4265	-81.5018	994926	20220824071500	https://www.ashepostandtimes.com/community/faith-notes/article_18827d42-1e48-11ed-af16-671021d0c81a.html
1059932283	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								0	036	036	03	1	4.0	8	1	8	4.81081081081081	3	Mount Olive Baptist Church, North Carolina, United States	US	USNC	NC119	35.3782	-80.9267	990474	3	Mount Olive Baptist Church, North Carolina, United States	US	USNC		35.3782	-80.9267	990474	3	Mount Olive Baptist Church, North Carolina, United States	US	USNC		35.3782	-80.9267	990474	20220824071500	https://www.ashepostandtimes.com/community/faith-notes/article_18827d42-1e48-11ed-af16-671021d0c81a.html
1059932284	20220824	202208	2022	2022.6411	EGY	NILE	EGY																		0	013	013	01	1	0.4	10	1	10	-2.10157618213661	4	Fort Portal, Kabarole, Uganda	UG	UG79	18585	0.693889	30.2664	-1727821	0								4	Fort Portal, Kabarole, Uganda	UG	UG79	18585	0.693889	30.2664	-1727821	20220824071500	https://venturesafrica.com/apostories/minister-expert-disagree-over-west-nile-power-crisis/
1059932285	20220824	202208	2022	2022.6411	ELI	ACTOR						ELI													1	051	051	05	1	3.4	10	1	10	1.87667560321716	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20220824071500	https://www.dnaindia.com/bollywood/report-liger-star-vijay-deverakonda-reveals-what-he-wants-to-steal-from-pathaan-actor-shah-rukh-khan-2979044
1059932286	20220824	202208	2022	2022.6411	ELI	RETIRED						ELI													1	173	173	17	4	-5.0	10	1	10	-4.63917525773195	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	0								4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20220824071500	https://www.thehindu.com/news/cities/mumbai/bilkis-case-remission-does-not-mean-they-are-not-guilty-why-felicitate-them-asks-former-judge/article65802275.ece
1059932287	20220824	202208	2022	2022.6411	ELI	RETIRED						ELI													1	190	190	19	4	-10.0	10	1	10	-4.63917525773195	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	0								4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20220824071500	https://www.thehindu.com/news/cities/mumbai/bilkis-case-remission-does-not-mean-they-are-not-guilty-why-felicitate-them-asks-former-judge/article65802275.ece
1059932288	20220824	202208	2022	2022.6411	ERI	ERITREAN	ERI								DEU	GERMANY	DEU								1	070	070	07	2	7.0	7	1	7	0.45454545454545	4	Asmara, Ma'akel, Eritrea	ER	ER05	15888	15.3333	38.9333	-604780	4	Viernheim, Hessen, Germany	GM	GM05	16541	49.5417	8.57861	-1879731	4	Viernheim, Hessen, Germany	GM	GM05	16541	49.5417	8.57861	-1879731	20220824071500	https://venturesafrica.com/apostories/eritrea-contribution-to-augment-martyrs-trust-fund/
1059932289	20220824	202208	2022	2022.6411	ERICVL	ERITREA	ERI					CVL			DEU	GERMANY	DEU								1	071	071	07	2	7.4	2	1	2	0.45454545454545	4	Viernheim, Hessen, Germany	GM	GM05	16541	49.5417	8.57861	-1879731	4	Asmara, Ma'akel, Eritrea	ER	ER05	15888	15.3333	38.9333	-604780	4	Asmara, Ma'akel, Eritrea	ER	ER05	15888	15.3333	38.9333	-604780	20220824071500	https://venturesafrica.com/apostories/eritrea-contribution-to-augment-martyrs-trust-fund/
1059932290	20220824	202208	2022	2022.6411	EST	ESTONIA	EST								UKR	UKRAINIAN	UKR								0	192	192	19	4	-9.5	2	1	2	-3.78006872852233	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824071500	https://menafn.com/1104745925/Russian-Philosopher-Turns-Grief-Over-Daughters-Assassination-Into-Call-For-Victory-In-Ukraine
1059932291	20220824	202208	2022	2022.6411	EST	ESTONIA	EST								UKR	UKRAINIAN	UKR								0	192	192	19	4	-9.5	8	1	8	-3.78006872852233	1	Estonia	EN	EN		59	26	EN	1	Ukraine	UP	UP		49	32	UP	1	Estonia	EN	EN		59	26	EN	20220824071500	https://menafn.com/1104745925/Russian-Philosopher-Turns-Grief-Over-Daughters-Assassination-Into-Call-For-Victory-In-Ukraine
1059932292	20220824	202208	2022	2022.6411	EUR	EUROPEAN	EUR																		1	013	013	01	1	0.4	5	1	5	-0.36630036630036	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220824071500	https://www.lse.co.uk/news/london-pre-open-stocks-to-fall-on-weak-us-asian-cues-07qxnu4p4vva568.html
1059932293	20220824	202208	2022	2022.6411	EUR	EUROPEAN	EUR								DEU	GERMAN	DEU								0	012	012	01	1	-0.4	1	1	1	-6.17597292724196	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	1	Germany	GM	GM		51.5	10.5	GM	20220824071500	http://www.msn.com/en-us/news/world/russias-war-in-ukraine-hasnt-gone-to-plan-but-putinism-is-alive-and-well/ar-AA111S8K
1059932294	20220824	202208	2022	2022.6411	EUR	EUROPEAN	EUR								DEU	GERMAN	DEU								0	012	012	01	1	-0.4	1	1	1	-6.17597292724196	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	1	Germany	GM	GM		51.5	10.5	GM	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	20220824071500	http://www.msn.com/en-us/news/world/russias-war-in-ukraine-hasnt-gone-to-plan-but-putinism-is-alive-and-well/ar-AA111S8K
1059932295	20220824	202208	2022	2022.6411	EUR	EUROPEAN	EUR								DEUGOV	GERMANY	DEU					GOV			0	012	012	01	1	-0.4	1	1	1	-6.17597292724196	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	1	Germany	GM	GM		51.5	10.5	GM	20220824071500	http://www.msn.com/en-us/news/world/russias-war-in-ukraine-hasnt-gone-to-plan-but-putinism-is-alive-and-well/ar-AA111S8K
1059932296	20220824	202208	2022	2022.6411	EUR	EUROPEAN	EUR								DEUGOV	GERMANY	DEU					GOV			0	012	012	01	1	-0.4	1	1	1	-6.17597292724196	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	1	Germany	GM	GM		51.5	10.5	GM	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	20220824071500	http://www.msn.com/en-us/news/world/russias-war-in-ukraine-hasnt-gone-to-plan-but-putinism-is-alive-and-well/ar-AA111S8K
