1060039448	20210824	202108	2021	2021.6411											AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	7	1	7	1.76405733186328	0								4	Toorak, Queensland, Australia	AS	AS04	154654	-27.4333	153.05	-1605283	4	Toorak, Queensland, Australia	AS	AS04	154654	-27.4333	153.05	-1605283	20220824211500	https://www.theroar.com.au/2022/08/25/memsie-stakes-2022-group-1-preview-and-tips/
1060039449	20210824	202108	2021	2021.6411											AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	1	1	1	1.76405733186328	0								4	Golden Eagle, Western Australia, Australia	AS	AS08	5570	-29.0629	117.186	11455954	4	Toorak, Queensland, Australia	AS	AS04	154654	-27.4333	153.05	-1605283	20220824211500	https://www.theroar.com.au/2022/08/25/memsie-stakes-2022-group-1-preview-and-tips/
1060039450	20210824	202108	2021	2021.6411											VNM	VIETNAM	VNM								1	042	042	04	1	1.9	4	1	4	3.05131761442441	0								4	Halong, Qu?ng Ninh, Vietnam, Republic Of	VM	VM30	74193	20.9511	107.08	-3715715	4	Halong, Qu?ng Ninh, Vietnam, Republic Of	VM	VM30	74193	20.9511	107.08	-3715715	20220824211500	https://www.sandiegouniontribune.com/pomerado-news/news/story/2022-08-24/business-chamber-organizes-trips-to-vietnam-greece-for-2023
1060039451	20210824	202108	2021	2021.6411											VNM	VIETNAM	VNM								1	042	042	04	1	1.9	2	1	2	3.05131761442441	0								4	Halong, Qu?ng Ninh, Vietnam, Republic Of	VM	VM30	74193	20.9511	107.08	-3715715	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20220824211500	https://www.sandiegouniontribune.com/pomerado-news/news/story/2022-08-24/business-chamber-organizes-trips-to-vietnam-greece-for-2023
1060039452	20210824	202108	2021	2021.6411	AUS	AUSTRALIA	AUS																		1	010	010	01	1	0.0	8	1	8	1.76405733186328	4	Doncaster, Victoria, Australia	AS	AS07	5393	-37.7833	145.133	-1570220	0								4	Doncaster, Victoria, Australia	AS	AS07	5393	-37.7833	145.133	-1570220	20220824211500	https://www.theroar.com.au/2022/08/25/memsie-stakes-2022-group-1-preview-and-tips/
1060039453	20210824	202108	2021	2021.6411	AUS	AUSTRALIA	AUS																		1	042	042	04	1	1.9	7	1	7	1.76405733186328	4	Toorak, Queensland, Australia	AS	AS04	154654	-27.4333	153.05	-1605283	0								4	Toorak, Queensland, Australia	AS	AS04	154654	-27.4333	153.05	-1605283	20220824211500	https://www.theroar.com.au/2022/08/25/memsie-stakes-2022-group-1-preview-and-tips/
1060039454	20210824	202108	2021	2021.6411	AUS	AUSTRALIA	AUS																		1	042	042	04	1	1.9	1	1	1	1.76405733186328	4	Golden Eagle, Western Australia, Australia	AS	AS08	5570	-29.0629	117.186	11455954	0								4	Toorak, Queensland, Australia	AS	AS04	154654	-27.4333	153.05	-1605283	20220824211500	https://www.theroar.com.au/2022/08/25/memsie-stakes-2022-group-1-preview-and-tips/
1060039455	20210824	202108	2021	2021.6411	BRA	BRAZIL	BRA								BUS	TOP EXECUTIVE						BUS			1	010	010	01	1	0.0	10	1	10	3.125	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20220824211500	https://seekingalpha.com/news/3876341-arcelormittal-sees-brazil-steel-demand-doubling-within-a-decade
1060039456	20210824	202108	2021	2021.6411	EDU	STUDENT						EDU			USA	CLEVELAND	USA								1	115	115	11	3	-2.0	8	1	8	-2.78884462151395	3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	20220824211500	https://www.foxnews.com/us/ohio-cleveland-state-university-scan
1060039457	20210824	202108	2021	2021.6411	GOV	AUTHORITIES						GOV													1	012	012	01	1	-0.4	5	1	5	-4.0983606557377	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	0								4	Onchon, P'yongan-namdo, North Korea	KN	KN15	39669	38.8811	125.227	-181459	20220824211500	https://www.rfa.org/english/news/korea/salt_shortage-08242022160054.html
