1059952997	20220823	202208	2022	2022.6384	AFR	AFRICA	AFR																		1	084	084	08	2	7.0	4	1	4	2.21729490022173	4	Sussex, Limpopo, South Africa	SF	SF09	6322	-23.4951	27.2675	-1288462	0								4	Sussex, Limpopo, South Africa	SF	SF09	6322	-23.4951	27.2675	-1288462	20220824101500	https://www.thesun.co.uk/fabulous/19600196/meghan-markle-appealed-fans-share-motto/
1059952998	20220823	202208	2022	2022.6384	ZAFELI	NELSON MANDELA	ZAF					ELI			MUS	MAURITIUS	MUS								1	173	173	17	4	-5.0	6	1	6	-2.56880733944954	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220824101500	https://allafrica.com/stories/202208240245.html
1059952999	20220823	202208	2022	2022.6384	ZAFELI	NELSON MANDELA	ZAF					ELI			MUS	MAURITIUS	MUS								1	173	173	17	4	-5.0	2	1	2	-2.56880733944954	4	Pointe Aux Sables, Black River, Mauritius	MP	MP12	40197	-20.1656	57.4511	9154987	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220824101500	https://allafrica.com/stories/202208240245.html
1059953000	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								1	061	061	06	2	6.4	10	1	10	-1.74418604651162	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20220824101500	https://www.foodformzansi.co.za/trade-wars-farmers-in-namibia-botswana-rejoice/
1059953001	20220824	202208	2022	2022.6411											AGR	FARMER						AGR			0	100	100	10	3	-5.0	10	1	10	-1.74418604651162	0								1	Botswana	BC	BC		-22	24	BC	1	Botswana	BC	BC		-22	24	BC	20220824101500	https://www.foodformzansi.co.za/trade-wars-farmers-in-namibia-botswana-rejoice/
1059953002	20220824	202208	2022	2022.6411											AUS	AUSTRALIA	AUS								0	052	052	05	1	3.5	4	1	4	1.59151193633953	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20220824101500	https://english.aawsat.com/home/article/3834021/djokovic-missing-us-open-over-covid-vaccine-status-would-be-%E2%80%98-joke%E2%80%99-says
1059953003	20220824	202208	2022	2022.6411											BGR	BULGARIA	BGR								1	0841	084	08	2	7.0	7	1	4	-6.42201834862385	0								4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20220824101500	https://www.novinite.com/articles/216424/Bulgaria:+The+Court+Officially+Declared+Ex-PM+Borissov
1059953004	20220824	202208	2022	2022.6411											BLZ	BELIZE	BLZ								1	190	190	19	4	-10.0	1	1	1	-4.23825887743414	0								1	Guatemala	GT	GT		15.5	-90.25	GT	1	Guatemala	GT	GT		15.5	-90.25	GT	20220824101500	https://www.esquire.com/uk/culture/a40843809/how-john-mcafee-faked-a-heart-attack-to-escape-from-guatemala/
1059953005	20220824	202208	2022	2022.6411											BUS	INVESTOR						BUS			1	060	060	06	2	6.0	2	1	2	-0.39370078740158	0								3	Asbury Park, New Jersey, United States	US	USNJ		40.2204	-74.0121	874396	3	Asbury Park, New Jersey, United States	US	USNJ		40.2204	-74.0121	874396	20220824101500	https://www.courierpostonline.com/story/news/local/how-we-live/2022/08/24/nj-real-estate-housing-market-prices-newark-trenton-camden-asbury-park/65388456007/
1059953006	20220824	202208	2022	2022.6411											BUS	INVESTOR						BUS			1	060	060	06	2	6.0	8	1	8	-0.39370078740158	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20220824101500	https://www.courierpostonline.com/story/news/local/how-we-live/2022/08/24/nj-real-estate-housing-market-prices-newark-trenton-camden-asbury-park/65388456007/
1059953007	20220824	202208	2022	2022.6411											CHE	SWITZERLAND	CHE								1	042	042	04	1	1.9	10	1	10	-1.85185185185185	0								1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20220824101500	https://www.959kissfm.com/2022/08/22/bts-rm-and-jung-kook-set-to-release-photography-books/
1059953008	20220824	202208	2022	2022.6411											CHRPRO210	LUTHERAN				CHR	PRO				0	042	042	04	1	1.9	2	1	2	2.47252747252748	0								3	Good Shepherd Lutheran Church, New York, United States	US	USNY		40.7253	-73.5092	2074339	3	Good Shepherd Lutheran Church, New York, United States	US	USNY		40.7253	-73.5092	2074339	20220824101500	http://www.commonsnews.org/site/site05/story.php?articleno=36066
1059953009	20220824	202208	2022	2022.6411											CHRPRO210	LUTHERAN				CHR	PRO				0	042	042	04	1	1.9	1	1	1	2.47252747252748	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20220824101500	http://www.commonsnews.org/site/site05/story.php?articleno=36066
1059953010	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	020	020	02	1	3.0	6	1	6	-5.44554455445545	0								4	Bohri, Balochistan, Pakistan	PK	PK02	23621	29.8462	69.1667	6117431	4	Bohri, Balochistan, Pakistan	PK	PK02	23621	29.8462	69.1667	6117431	20220824101500	https://tribune.com.pk/story/2372854/fashion-institute-student-commits-suicide
1059953011	20220824	202208	2022	2022.6411											COP	POLICE						COP			0	080	080	08	2	5.0	6	1	6	-10.5395232120452	0								4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20220824101500	https://www.ibtimes.com/fatal-stabbings-highlight-violence-against-women-egypt-3605267
1059953012	20220824	202208	2022	2022.6411											COP	SECURITY FORCE						COP			0	130	130	13	3	-4.4	10	1	10	-8.00711743772242	0								1	Ethiopia	ET	ET		8	38	ET	1	Ethiopia	ET	ET		8	38	ET	20220824101500	https://allafrica.com/stories/202208240084.html
1059953013	20220824	202208	2022	2022.6411											COP	POLICE						COP			0	180	180	18	4	-9.0	6	1	6	-10.5395232120452	0								4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20220824101500	https://www.ibtimes.com/fatal-stabbings-highlight-violence-against-women-egypt-3605267
1059953014	20220824	202208	2022	2022.6411											COP	DEPUTY						COP			0	193	193	19	4	-10.0	2	1	2	-5.75221238938054	0								4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	20220824101500	https://menafn.com/1104747111/Defiant-Ukraine-Marks-Independence-Day-Six-Months-After-Invasion
1059953015	20220824	202208	2022	2022.6411											CVL	VILLAGE						CVL			1	016	016	01	1	-2.0	2	1	2	-6.38766519823788	0								4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	20220824101500	https://www.standardmedia.co.ke/western/article/2001453939/grghgg
1059953016	20220824	202208	2022	2022.6411											CVL	VILLAGE						CVL			1	040	040	04	1	1.0	2	1	2	-6.38766519823788	0								4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	20220824101500	https://www.standardmedia.co.ke/western/article/2001453939/grghgg
1059953017	20220824	202208	2022	2022.6411											CVL	PROPERTY OWNER						CVL			1	046	046	04	1	7.0	5	1	5	0.26954177897574	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20220824101500	https://www.thestar.com.my/news/nation/2022/08/24/leasehold-properties-in-negri-can-now-convert-to-freehold-says-mb
1059953018	20220824	202208	2022	2022.6411											CVL	VILLAGE						CVL			1	173	173	17	4	-5.0	1	1	1	0.46948356807512	0								3	Brattleboro, Vermont, United States	US	USVT	VT025	42.8509	-72.5579	1456556	3	Brattleboro, Vermont, United States	US	USVT	VT025	42.8509	-72.5579	1456556	20220824101500	http://www.commonsnews.org/site/site05/story.php?articleno=36045
1059953019	20220824	202208	2022	2022.6411											DEU	GERMANY	DEU								1	020	020	02	1	3.0	1	1	1	-6.79501698754246	0								3	Jefferson County, Kentucky, United States	US	USKY		38.1834	-85.65	516902	3	Jefferson County, Kentucky, United States	US	USKY		38.1834	-85.65	516902	20220824101500	https://www.foxnews.com/media/kentucky-district-official-adolf-hitler-defense-pornography-book-challenged-by-mom
1059953020	20220824	202208	2022	2022.6411											DNKGRL	GREENLAND	DNK								1	043	043	04	1	2.8	10	1	10	3.63036303630363	0								4	Nuuk, Vestgrød, Greenland	GL	GL03	25042	64.1833	-51.75	-2084615	4	Nuuk, Vestgrød, Greenland	GL	GL03	25042	64.1833	-51.75	-2084615	20220824101500	https://royalcentral.co.uk/europe/crown-princess-mary-begins-trip-to-greenland-179795/
1059953021	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			1	020	020	02	1	3.0	8	1	8	-6.79501698754246	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20220824101500	https://www.foxnews.com/media/kentucky-district-official-adolf-hitler-defense-pornography-book-challenged-by-mom
1059953022	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			1	020	020	02	1	3.0	2	1	2	-6.79501698754246	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220824101500	https://www.foxnews.com/media/kentucky-district-official-adolf-hitler-defense-pornography-book-challenged-by-mom
1059953023	20220824	202208	2022	2022.6411											EDU	STUDENT						EDU			1	040	040	04	1	1.0	10	1	10	-1.14102873702005	0								4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	20220824101500	https://news.yahoo.com/rogers-high-student-discusses-school-090025162.html
1059953024	20220824	202208	2022	2022.6411											EGY	EGYPT	EGY								1	046	046	04	1	7.0	4	1	4	2.41286863270778	0								4	Sharm El Sheikh, Janub Sina', Egypt	EG	EG26	66041	27.8518	34.305	-302053	4	Sharm El Sheikh, Janub Sina', Egypt	EG	EG26	66041	27.8518	34.305	-302053	20220824101500	https://www.businessgreen.com/news/4055225/cop27-prince-wales-convene-sustainable-business-summit
1059953025	20220824	202208	2022	2022.6411											EGY	EGYPT	EGY								1	046	046	04	1	7.0	4	1	4	2.41286863270778	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824101500	https://www.businessgreen.com/news/4055225/cop27-prince-wales-convene-sustainable-business-summit
1059953026	20220824	202208	2022	2022.6411											EGY	EGYPTIAN	EGY								0	0841	084	08	2	7.0	1	1	1	0.13501350135014	0								4	Pyramids Of Giza, Al Jizah, Egypt	EG	EG08	65350	29.9833	31.1333	-296343	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20220824101500	https://www.lorientlejour.com/article/1309337/aliya-ogdie-hassen-the-elusive-mother-of-arabs.html
1059953027	20220824	202208	2022	2022.6411											EGY	EGYPTIAN	EGY								0	0841	084	08	2	7.0	1	1	1	0.13501350135014	0								4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20220824101500	https://www.lorientlejour.com/article/1309337/aliya-ogdie-hassen-the-elusive-mother-of-arabs.html
1059953028	20220824	202208	2022	2022.6411											EGY	EGYPT	EGY								0	173	173	17	4	-5.0	2	1	2	-10.5395232120452	0								4	Mansoura, Ad Daqahliyah, Egypt	EG	EG01	61666	31.0364	31.3807	-290560	4	Mansoura, Ad Daqahliyah, Egypt	EG	EG01	61666	31.0364	31.3807	-290560	20220824101500	https://www.ibtimes.com/fatal-stabbings-highlight-violence-against-women-egypt-3605267
1059953029	20220824	202208	2022	2022.6411											EGY	EGYPT	EGY								0	173	173	17	4	-5.0	2	1	2	-10.5395232120452	0								4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Mansoura, Ad Daqahliyah, Egypt	EG	EG01	61666	31.0364	31.3807	-290560	20220824101500	https://www.ibtimes.com/fatal-stabbings-highlight-violence-against-women-egypt-3605267
1059953030	20220824	202208	2022	2022.6411											EGY	EGYPT	EGY								0	190	190	19	4	-10.0	4	1	4	-10.5395232120452	0								4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20220824101500	https://www.ibtimes.com/fatal-stabbings-highlight-violence-against-women-egypt-3605267
1059953031	20220824	202208	2022	2022.6411											GOV	MINIST						GOV			1	040	040	04	1	1.0	10	1	10	-3.93120393120393	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20220824101500	https://parliament.gov.to/~parliam1/media-centre/latest-news/latest-news-in-english/970-the-65th-commonwealth-parliamentary-conference-cpc
1059953032	20220824	202208	2022	2022.6411											GOV	GOVERNMENT						GOV			0	050	050	05	1	3.5	4	1	4	-4.81171548117155	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220824101500	https://www.9news.com.au/national/proposal-to-widen-m7-means-sydney-motorists-pay-tolls-until-2053/658818c5-8329-4135-8578-3bad113b9add
1059953033	20220824	202208	2022	2022.6411											GOV	GOVERNMENT						GOV			0	050	050	05	1	3.5	6	1	6	-4.81171548117155	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220824101500	https://www.9news.com.au/national/proposal-to-widen-m7-means-sydney-motorists-pay-tolls-until-2053/658818c5-8329-4135-8578-3bad113b9add
1059953034	20220824	202208	2022	2022.6411											GOV	CABINET						GOV			0	0874	087	08	2	10.0	5	1	5	-1.29310344827586	0								1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20220824101500	https://www.dutchnews.nl/news/2022/08/coalition-papers-over-differences-over-nitrogen-in-inconclusive-debate/
1059953035	20220824	202208	2022	2022.6411											GOV	GOVERNMENT						GOV			1	100	100	10	3	-5.0	2	1	2	-7.94979079497908	0								1	Italy	IT	IT		42.833333	12.833333	IT	4	Lima, Lima, Peru	PE	PE15	91841	-12.05	-77.05	-352647	20220824101500	https://www.tellerreport.com/news/2022-08-24-peru-sues-spain-s-repsol-over-oil-spill.SJGEpEQys.html
1059953036	20220824	202208	2022	2022.6411											GOV	GOVERNMENT						GOV			1	100	100	10	3	-5.0	8	1	8	-7.94979079497908	0								1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20220824101500	https://www.tellerreport.com/news/2022-08-24-peru-sues-spain-s-repsol-over-oil-spill.SJGEpEQys.html
1059953037	20220824	202208	2022	2022.6411											GOV	GOVERNMENT						GOV			1	112	112	11	3	-2.0	6	1	6	-8.3732057416268	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20220824101500	https://english.almayadeen.net/news/technology/twitter-whistleblower-reveals-companys-extreme-security-liab
1059953038	20220824	202208	2022	2022.6411											GOV	GOVERNMENT						GOV			1	173	173	17	4	-5.0	2	1	2	-3.53982300884956	0								4	Gurage, Oromiya, Ethiopia	ET	ET51	47692	9.66667	38.7833	-612608	4	Gurage, Oromiya, Ethiopia	ET	ET51	47692	9.66667	38.7833	-612608	20220824101500	https://allafrica.com/stories/202208240091.html
1059953039	20220824	202208	2022	2022.6411											HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	8	1	7	-10.2272727272728	0								4	Gujranwala, Punjab, Pakistan	PK	PK04	40360	32.15	74.1833	-2761741	4	Gujranwala, Punjab, Pakistan	PK	PK04	40360	32.15	74.1833	-2761741	20220824101500	https://tribune.com.pk/story/2372851/wife-killed-husband-surya-in-second-attempt
1059953040	20220824	202208	2022	2022.6411											HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	6	1	6	-10.2272727272728	0								4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20220824101500	https://tribune.com.pk/story/2372851/wife-killed-husband-surya-in-second-attempt
1059953041	20220824	202208	2022	2022.6411											HLH	HEALTH PROFESSIONAL						HLH			0	139	139	13	3	-7.0	10	1	10	2.55851932498639	0								4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20220824101500	https://newsinfo.inquirer.net/1652623/p296-3-b-health-budget-for-2023-higher-but-still-not-enough
1059953042	20220824	202208	2022	2022.6411											IND	NEW DELHI	IND								1	020	020	02	1	3.0	1	1	1	-0.70588235294118	0								4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	20220824101500	https://timesofindia.indiatimes.com/city/delhi/aap-claims-bjp-offered-rs-20-crore-each-to-4-mlas-to-switch-sides/articleshow/93750434.cms
1059953043	20220824	202208	2022	2022.6411											IRL	DUBLIN	IRL								1	042	042	04	1	1.9	10	1	10	1.91826522101751	0								4	Rathangan, Kildare, Ireland	EI	EI12	18302	53.2214	-6.995	-1505197	4	Rathangan, Kildare, Ireland	EI	EI12	18302	53.2214	-6.995	-1505197	20220824101500	https://www.farmersjournal.ie/meet-the-maker-laura-dempsey-of-pickled-pom-pom-717853
1059953044	20220824	202208	2022	2022.6411											IRL	IRELAND	IRL								1	051	051	05	1	3.4	10	1	10	6.64739884393063	0								5	Laois, Laois, Ireland	EI	EI15	18305	53	-7.4	-1504100	5	Laois, Laois, Ireland	EI	EI15	18305	53	-7.4	-1504100	20220824101500	https://laois-nationalist.ie/2022/08/24/art-exhibition-features-portraits-of-20-older-people-from-laois/
1059953045	20220824	202208	2022	2022.6411											ISR	ISRAELI	ISR								1	111	111	11	3	-2.0	2	1	2	-4.68468468468469	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20220824101500	https://www.middleeastmonitor.com/20220824-palestinian-christians-terrorised-by-israeli-forces-in-church-raid/
1059953046	20220824	202208	2022	2022.6411											JEWRAD	JEWISH				JEW		RAD			1	112	112	11	3	-2.0	3	1	3	-8.19209039548023	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220824101500	https://www.timesofisrael.com/jewish-extremists-accused-of-slashing-tires-graffitiing-in-palestinian-town/
1059953047	20220824	202208	2022	2022.6411											KENCVL	KENYA	KEN					CVL			1	016	016	01	1	-2.0	4	1	4	-6.38766519823788	0								4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	20220824101500	https://www.standardmedia.co.ke/western/article/2001453939/grghgg
1059953048	20220824	202208	2022	2022.6411											KENCVL	KENYA	KEN					CVL			1	040	040	04	1	1.0	4	1	4	-6.38766519823788	0								4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	20220824101500	https://www.standardmedia.co.ke/western/article/2001453939/grghgg
1059953049	20220824	202208	2022	2022.6411											LEG	PARLIAMENT						LEG			1	040	040	04	1	1.0	5	1	5	-5.15151515151515	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20220824101500	https://www.nytimes.com/2022/08/24/opinion/india-modi-democracy.html
1059953050	20220824	202208	2022	2022.6411											LEG	PARLIAMENT						LEG			0	042	042	04	1	1.9	10	1	10	0.93071354705274	0								1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20220824101500	https://www.asiaone.com/singapore/shanmugam-clarifies-constitution-wont-define-marriage-will-simply-protect-parliaments
1059953051	20220824	202208	2022	2022.6411											LEG	SENATOR						LEG			0	043	043	04	1	2.8	2	1	2	2.47252747252748	0								3	Windham County, Vermont, United States	US	USVT		42.9834	-72.7329	1461769	3	Windham County, Vermont, United States	US	USVT		42.9834	-72.7329	1461769	20220824101500	http://www.commonsnews.org/site/site05/story.php?articleno=36066
1059953052	20220824	202208	2022	2022.6411											LEG	SENATOR						LEG			0	043	043	04	1	2.8	3	1	3	2.47252747252748	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20220824101500	http://www.commonsnews.org/site/site05/story.php?articleno=36066
1059953053	20220824	202208	2022	2022.6411											MAR	MOROCCO	MAR								1	042	042	04	1	1.9	5	1	5	-6.50319829424307	0								4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	20220824101500	https://www.defenceweb.co.za/security/border-security/iss-migrants-at-the-mercy-of-moroccos-iron-fist/
1059953054	20220824	202208	2022	2022.6411											MAR	MOROCCAN	MAR								0	1014	101	10	3	-5.0	10	1	10	-6.50319829424307	0								4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	20220824101500	https://www.defenceweb.co.za/security/border-security/iss-migrants-at-the-mercy-of-moroccos-iron-fist/
