1059877378	20210823	202108	2021	2021.6384											CVL	SMALL TOWN						CVL			1	040	040	04	1	1.0	2	1	2	-2.52100840336135	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220823221500	https://www.fox9.com/news/court-of-appeals-rules-in-favor-of-town-who-abb
1059877379	20210823	202108	2021	2021.6384											USACOP	UNITED STATES	USA					COP			1	112	112	11	3	-2.0	4	1	4	-8.90688259109312	0								3	Tarrant County, Texas, United States	US	USTX		32.7668	-97.3003	1384005	3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	20220823221500	https://www.nbcdfw.com/news/local/fort-worth-officer-arrested-accused-of-family-violence-in-azle/3055150/
1059877380	20210823	202108	2021	2021.6384	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFGGOV	ASHRAF GHANI	AFG					GOV			1	0874	087	08	2	10.0	10	1	10	-5.38302277432712	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220823221500	https://japantoday.com/category/national/japan-grants-refugee-status-to-98-afghans-fleeing-taliban
1059877381	20210823	202108	2021	2021.6384	AFGINSTAL	TALIBAN	AFG	TAL				INS			GOV	GOVERNMENT						GOV			1	042	042	04	1	1.9	10	1	10	-5.38302277432712	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220823221500	https://japantoday.com/category/national/japan-grants-refugee-status-to-98-afghans-fleeing-taliban
1059877382	20210823	202108	2021	2021.6384	CRM	CRIMINAL						CRM													0	071	071	07	2	7.4	3	1	3	-2.61194029850746	3	Travis County, Texas, United States	US	USTX	TX453	30.3335	-97.8003	1384012	0								3	Travis County, Texas, United States	US	USTX		30.3335	-97.8003	1384012	20220823221500	https://www.kut.org/crime-justice/2022-08-23/travis-countys-program-to-provide-lawyers-at-its-downtown-jail-is-still-on-hold
1059877383	20210823	202108	2021	2021.6384	CVL	SMALL TOWN						CVL													1	040	040	04	1	1.0	2	1	2	-2.52100840336135	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220823221500	https://www.fox9.com/news/court-of-appeals-rules-in-favor-of-town-who-abb
1059877384	20210823	202108	2021	2021.6384	CVL	SMALL TOWN						CVL			USA	MINNESOTA	USA								1	040	040	04	1	1.0	8	1	8	-2.52100840336135	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220823221500	https://www.fox9.com/news/court-of-appeals-rules-in-favor-of-town-who-abb
1059877385	20210823	202108	2021	2021.6384	GOV	GOVERNMENT						GOV			AFGINSTAL	TALIBAN	AFG	TAL				INS			1	043	043	04	1	2.8	10	1	10	-5.38302277432712	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220823221500	https://japantoday.com/category/national/japan-grants-refugee-status-to-98-afghans-fleeing-taliban
1059877386	20210823	202108	2021	2021.6384	LEG	LAWMAKER						LEG													0	111	111	11	3	-2.0	4	1	4	-3.64431486880466	3	Ward County, North Dakota, United States	US	USND	ND101	48.2167	-101.459	1034231	0								3	Ward County, North Dakota, United States	US	USND		48.2167	-101.459	1034231	20220823221500	https://bismarcktribune.com/news/state-and-regional/govt-and-politics/notary-public-red-flags-led-to-rejection-of-north-dakota-term-limits-ballot-measure/article_68a939a8-22e1-11ed-a671-2765abe402e4.html
1059877387	20210823	202108	2021	2021.6384	LEG	LAWMAKER						LEG													0	111	111	11	3	-2.0	6	1	6	-3.64431486880466	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	0								2	North Dakota, United States	US	USND		47.5362	-99.793	ND	20220823221500	https://bismarcktribune.com/news/state-and-regional/govt-and-politics/notary-public-red-flags-led-to-rejection-of-north-dakota-term-limits-ballot-measure/article_68a939a8-22e1-11ed-a671-2765abe402e4.html
1059877388	20210823	202108	2021	2021.6384	NGOHRI	HUMAN RIGHTS ORGANIZATION						NGO	HRI		CRI	COSTA RICA	CRI								1	112	112	11	3	-2.0	2	1	2	-4.31893687707641	1	Costa Rica	CS	CS		10	-84	CS	1	Costa Rica	CS	CS		10	-84	CS	1	Costa Rica	CS	CS		10	-84	CS	20220823221500	https://www.thestar.com.my/news/world/2022/08/24/nicaraguan-government-takes-over-opposition-newspaper-headquarters
1059877389	20210823	202108	2021	2021.6384	USA	UNITED STATES	USA																		0	071	071	07	2	7.4	2	1	2	-2.61194029850746	3	Travis County, Texas, United States	US	USTX	TX453	30.3335	-97.8003	1384012	0								3	Travis County, Texas, United States	US	USTX		30.3335	-97.8003	1384012	20220823221500	https://www.kut.org/crime-justice/2022-08-23/travis-countys-program-to-provide-lawyers-at-its-downtown-jail-is-still-on-hold
1059877390	20210823	202108	2021	2021.6384	USA	UNITED STATES	USA								CRM	CRIMINAL						CRM			0	071	071	07	2	7.4	2	1	2	-2.61194029850746	3	Travis County, Texas, United States	US	USTX	TX453	30.3335	-97.8003	1384012	3	Travis County, Texas, United States	US	USTX		30.3335	-97.8003	1384012	3	Travis County, Texas, United States	US	USTX		30.3335	-97.8003	1384012	20220823221500	https://www.kut.org/crime-justice/2022-08-23/travis-countys-program-to-provide-lawyers-at-its-downtown-jail-is-still-on-hold
1059877391	20210823	202108	2021	2021.6384	USA	MINNESOTA	USA								CVL	SMALL TOWN						CVL			1	040	040	04	1	1.0	8	1	8	-2.52100840336135	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220823221500	https://www.fox9.com/news/court-of-appeals-rules-in-favor-of-town-who-abb
1059877392	20220724	202207	2022	2022.5589	USA	ARIZONA	USA																		1	062	062	06	2	7.4	3	1	3	-14.6341463414634	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20220823221500	https://azcapitoltimes.com/news/2022/08/23/remains-of-arizona-soldier-killed-in-korean-war-to-be-buried/
