1060032477	20210824	202108	2021	2021.6411											AFR	AFRICA	AFR								0	031	031	03	1	5.2	8	1	8	-3.66492146596858	0								4	Winburg, Free State, South Africa	SF	SF03	77326	-28.518	27.0093	-1301648	4	Winburg, Free State, South Africa	SF	SF03	77326	-28.518	27.0093	-1301648	20220824201500	https://www.circleofblue.org/2022/world/living-in-a-critical-state-the-price-of-a-south-african-towns-dirty-water/
1060032478	20210824	202108	2021	2021.6411											COP	LAW ENFORCEMENT OFFICER						COP			1	042	042	04	1	1.9	18	3	18	-2.31843675204516	0								2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20220824201500	https://www.chron.com/news/article/Jackley-readies-to-take-AG-s-office-looking-for-17395761.php
1060032479	20210824	202108	2021	2021.6411	AFR	AFRICA	AFR																		0	031	031	03	1	5.2	8	1	8	-3.66492146596858	4	Winburg, Free State, South Africa	SF	SF03	77326	-28.518	27.0093	-1301648	0								4	Winburg, Free State, South Africa	SF	SF03	77326	-28.518	27.0093	-1301648	20220824201500	https://www.circleofblue.org/2022/world/living-in-a-critical-state-the-price-of-a-south-african-towns-dirty-water/
1060032480	20210824	202108	2021	2021.6411	BUS	COMPANY						BUS			MED	PUBLICATION						MED			0	010	010	01	1	0.0	10	1	10	-0.93457943925234	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220824201500	https://www.bet.com/article/i75dt5/capitol-records-drops-fn-meka-n-word-ai-rapper
1060032481	20210824	202108	2021	2021.6411	COP	LAW ENFORCEMENT OFFICER						COP													1	043	043	04	1	2.8	18	3	18	-2.31843675204516	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	0								2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20220824201500	https://www.chron.com/news/article/Jackley-readies-to-take-AG-s-office-looking-for-17395761.php
1060032482	20210824	202108	2021	2021.6411	COP	LAW ENFORCEMENT OFFICER						COP			USA	UNITED STATES	USA								1	043	043	04	1	2.8	12	3	12	-2.31843675204516	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20220824201500	https://www.chron.com/news/article/Jackley-readies-to-take-AG-s-office-looking-for-17395761.php
1060032483	20210824	202108	2021	2021.6411	GOVMIL	DEFENCE MINIST						GOV	MIL		IND	NEW DELHI	IND								0	036	036	03	1	4.0	3	1	3	0.91575091575091	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824201500	https://www.indiatoday.in/india/story/india-supports-peaceful-secure-stable-afghanistan-rajnath-singh-1992190-2022-08-24
1060032484	20210824	202108	2021	2021.6411	GOVMIL	DEFENCE MINIST						GOV	MIL		IND	NEW DELHI	IND								0	036	036	03	1	4.0	3	1	3	0.91575091575091	1	Kyrgyzstan	KG	KG		41	75	KG	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824201500	https://www.indiatoday.in/india/story/india-supports-peaceful-secure-stable-afghanistan-rajnath-singh-1992190-2022-08-24
1060032485	20210824	202108	2021	2021.6411	GOVMIL	DEFENCE MINIST						GOV	MIL		UZB	UZBEKISTAN	UZB								0	036	036	03	1	4.0	2	1	2	0.91575091575091	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824201500	https://www.indiatoday.in/india/story/india-supports-peaceful-secure-stable-afghanistan-rajnath-singh-1992190-2022-08-24
1060032486	20210824	202108	2021	2021.6411	GOVMIL	DEFENCE MINIST						GOV	MIL		UZB	UZBEKISTAN	UZB								0	036	036	03	1	4.0	2	1	2	0.91575091575091	1	Kyrgyzstan	KG	KG		41	75	KG	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824201500	https://www.indiatoday.in/india/story/india-supports-peaceful-secure-stable-afghanistan-rajnath-singh-1992190-2022-08-24
