1060009155	20210824	202108	2021	2021.6411	EDU	SCHOOL						EDU			EDUEDU	COLLEGE						EDU	EDU		0	073	073	07	2	7.4	10	1	10	1.35135135135135	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20220824171500	https://www.daily-sun.com/post/640070/Vaccination-for-children-aged-511-begins-Thursday
1060009156	20210824	202108	2021	2021.6411	ELI	ACTOR						ELI			MED	MEDIA						MED			1	010	010	01	1	0.0	5	1	5	8.68055555555555	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20220824171500	https://www.channelstv.com/2022/08/24/nollywood-actor-kenneth-okonkwo-joins-labour-party-backs-obis-candidacy/
1060009157	20210824	202108	2021	2021.6411	ELI	ACTOR						ELI			NGA	NIGERIAN	NGA								1	022	022	02	1	3.2	5	1	5	8.68055555555555	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20220824171500	https://www.channelstv.com/2022/08/24/nollywood-actor-kenneth-okonkwo-joins-labour-party-backs-obis-candidacy/
1060009158	20210824	202108	2021	2021.6411	ELI	ACTOR						ELI			PTY	PRESIDENTIAL CANDIDATE									1	084	084	08	2	7.0	5	1	5	8.68055555555555	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20220824171500	https://www.channelstv.com/2022/08/24/nollywood-actor-kenneth-okonkwo-joins-labour-party-backs-obis-candidacy/
1060009159	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA								BUS	COMPANY						BUS			1	0311	031	03	1	5.2	4	1	4	3.39233038348082	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824171500	https://www.businesswire.com/news/home/20220818005645/en/Brainvest-Wealth-Management-announces-Jan-Gunnar-Karsten-as-Brazil-CEO-and-Fernando-Gelman-as-Global-CEO
1060009160	20220817	202208	2022	2022.6219											MIL	NAVY						MIL			1	042	042	04	1	1.9	6	1	6	-1.17096018735363	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Spain	SP	SP		40	-4	SP	20220824171500	https://www.stripes.com/branches/navy/2022-08-24/gilday-mental-health-7089735.html
1060009161	20220817	202208	2022	2022.6219											MIL	NAVY						MIL			1	042	042	04	1	1.9	4	1	4	-1.17096018735363	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20220824171500	https://www.stripes.com/branches/navy/2022-08-24/gilday-mental-health-7089735.html
1060009162	20220817	202208	2022	2022.6219	BUS	INVESTOR						BUS			USAMED	WALL STREET JOURNAL	USA					MED			1	051	051	05	1	3.4	10	1	10	0.87336244541485	0								0								0								20220824171500	https://www.forbes.com/sites/sergeiklebnikov/2022/08/24/bed-bath--beyond-shares-jump-nearly-15-after-company-reportedly-secures-new-financing/
1060009163	20220817	202208	2022	2022.6219	EDU	STUDENT						EDU													0	055	055	05	1	7.0	5	1	5	-1.89753320683111	0								0								0								20220824171500	https://www.theguardian.com/education/2022/aug/24/thousands-more-btec-students-told-their-exam-results-may-be-delayed-pearson
1060009164	20220817	202208	2022	2022.6219	MIL	NAVY						MIL													1	043	043	04	1	2.8	6	1	6	-1.17096018735363	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								1	Spain	SP	SP		40	-4	SP	20220824171500	https://www.stripes.com/branches/navy/2022-08-24/gilday-mental-health-7089735.html
1060009165	20220817	202208	2022	2022.6219	MIL	NAVY						MIL													1	043	043	04	1	2.8	4	1	4	-1.17096018735363	1	Spain	SP	SP		40	-4	SP	0								1	Spain	SP	SP		40	-4	SP	20220824171500	https://www.stripes.com/branches/navy/2022-08-24/gilday-mental-health-7089735.html
1060009166	20220817	202208	2022	2022.6219	TZA	DAR ES SALAAM	TZA																		1	071	071	07	2	7.4	1	1	1	-3.59389038634322	4	Dar Es Salaam, Dar es Salaam, Tanzania	TZ	TZ23	48390	-6.8	39.2833	-2562166	0								4	Dar Es Salaam, Dar es Salaam, Tanzania	TZ	TZ23	48390	-6.8	39.2833	-2562166	20220824171500	https://www.tanzanianewsreports.com/page/912/
1060009167	20220823	202208	2022	2022.6384	LEG	SENATE						LEG			GOV	PRESIDENT						GOV			1	020	020	02	1	3.0	5	1	5	-5.59540889526543	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824171500	https://www.forbes.com/sites/adamminsky/2021/07/28/pelosi-president-biden-does-not-have-power-to-cancel-student-loan-debt/
1060009168	20220823	202208	2022	2022.6384	LEG	SENATE						LEG			GOV	PRESIDENT						GOV			1	071	071	07	2	7.4	5	1	5	-5.59540889526543	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824171500	https://www.forbes.com/sites/adamminsky/2021/07/28/pelosi-president-biden-does-not-have-power-to-cancel-student-loan-debt/
1060009169	20220823	202208	2022	2022.6384	LEG	SENATE						LEG			USALEG	UNITED STATES	USA					LEG			1	040	040	04	1	1.0	1	1	1	-5.59540889526543	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824171500	https://www.forbes.com/sites/adamminsky/2021/07/28/pelosi-president-biden-does-not-have-power-to-cancel-student-loan-debt/
1060009170	20220823	202208	2022	2022.6384	USALEG	UNITED STATES	USA					LEG			LEG	SENATE						LEG			1	040	040	04	1	1.0	1	1	1	-5.59540889526543	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824171500	https://www.forbes.com/sites/adamminsky/2021/07/28/pelosi-president-biden-does-not-have-power-to-cancel-student-loan-debt/
