1059906118	20210824	202108	2021	2021.6411	COP	POLICE						COP													0	090	090	09	2	-2.0	3	1	3	-3.9348710990502	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220824023000	https://www.dailymail.co.uk/news/article-11136681/Olympic-star-Scott-Miller-blames-drug-smuggling-post-elite-competition-depression.html
1059906119	20210824	202108	2021	2021.6411	COP	POLICE						COP			AUS	SYDNEY	AUS								0	090	090	09	2	-2.0	5	1	5	-3.9348710990502	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220824023000	https://www.dailymail.co.uk/news/article-11136681/Olympic-star-Scott-Miller-blames-drug-smuggling-post-elite-competition-depression.html
1059906120	20210824	202108	2021	2021.6411	EDU	SCHOOL						EDU													0	071	071	07	2	7.4	1	1	1	-0.0502765208647498	3	Central City, Illinois, United States	US	USIL	IL063	41.2378	-88.2817	405857	0								3	Marion County, Illinois, United States	US	USIL		38.65	-88.9334	424259	20220824023000	https://www.wglt.org/local-news/2022-08-23/as-evidence-based-funding-formula-turns-5-lawmakers-reflect-on-historic-legislation
1059906121	20210824	202108	2021	2021.6411	EDU	SCHOOL						EDU			EDUEDU	SCHOOL						EDU	EDU		1	043	043	04	1	2.8	1	1	1	-1.09090909090909	3	Loudoun County, Virginia, United States	US	USVA	VA107	39.0834	-77.6497	1480141	3	Loudoun County, Virginia, United States	US	USVA		39.0834	-77.6497	1480141	3	Loudoun County, Virginia, United States	US	USVA		39.0834	-77.6497	1480141	20220824023000	https://www.loudountimes.com/news/test-pattern-lcps-says-test-results-show-academic-rebound/article_8f7c0fc8-2337-11ed-9fa0-e7b6a5f69c33.html
1059906122	20210824	202108	2021	2021.6411	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								1	043	043	04	1	2.8	4	1	4	-1.09090909090909	3	Loudoun County, Virginia, United States	US	USVA	VA107	39.0834	-77.6497	1480141	3	Loudoun County, Virginia, United States	US	USVA		39.0834	-77.6497	1480141	3	Loudoun County, Virginia, United States	US	USVA		39.0834	-77.6497	1480141	20220824023000	https://www.loudountimes.com/news/test-pattern-lcps-says-test-results-show-academic-rebound/article_8f7c0fc8-2337-11ed-9fa0-e7b6a5f69c33.html
1059906123	20210824	202108	2021	2021.6411	EDUEDU	SCHOOL						EDU	EDU		EDU	SCHOOL						EDU			1	042	042	04	1	1.9	1	1	1	-1.09090909090909	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220824023000	https://www.loudountimes.com/news/test-pattern-lcps-says-test-results-show-academic-rebound/article_8f7c0fc8-2337-11ed-9fa0-e7b6a5f69c33.html
1059906124	20210824	202108	2021	2021.6411	FJI	FIJI	FJI																		1	015	015	01	1	0.0	2	1	2	-6.71140939597316	4	Labasa, Northern, Fiji	FJ	FJ03	40202	-16.4167	179.383	-1188456	0								4	Labasa, Northern, Fiji	FJ	FJ03	40202	-16.4167	179.383	-1188456	20220824023000	https://www.fijitimes.com/farmer-jailed-for-house-fire/
1059906125	20210824	202108	2021	2021.6411	FJI	FIJI	FJI																		1	015	015	01	1	0.0	4	1	4	-6.71140939597316	4	Wailevu, Fiji (general), Fiji	FJ	FJ00	40197	-19.1	178.167	-1197600	0								4	Labasa, Northern, Fiji	FJ	FJ03	40202	-16.4167	179.383	-1188456	20220824023000	https://www.fijitimes.com/farmer-jailed-for-house-fire/
1059906126	20210824	202108	2021	2021.6411	LEG	SENATE						LEG			PTY	DEMOCRATIC PARTY									1	160	160	16	4	-4.0	2	1	2	2.63350402340893	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	20220824023000	https://pamplinmedia.com/ceo/162-news/555608-444716-final-ballot-for-governors-race-faces-aug-30-deadline
1059906127	20210824	202108	2021	2021.6411	LEG	SENATE						LEG			PTY	DEMOCRATIC PARTY									1	160	160	16	4	-4.0	8	1	8	2.63350402340893	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20220824023000	https://pamplinmedia.com/ceo/162-news/555608-444716-final-ballot-for-governors-race-faces-aug-30-deadline
1059906128	20210824	202108	2021	2021.6411	LEG	SENATE						LEG			USA	UNITED STATES	USA								0	020	020	02	1	3.0	2	1	2	-1.92307692307693	3	Glades County, Florida, United States	US	USFL	FL043	26.9587	-81.1665	295743	3	Glades County, Florida, United States	US	USFL		26.9587	-81.1665	295743	3	Glades County, Florida, United States	US	USFL		26.9587	-81.1665	295743	20220824023000	https://townhall.com/tipsheet/rebeccadowns/2022/08/23/val-demings-florida-primary-n2612022
1059906129	20210824	202108	2021	2021.6411	LEG	SENATE						LEG			USA	FLORIDA	USA								0	020	020	02	1	3.0	1	1	1	-1.92307692307693	3	Glades County, Florida, United States	US	USFL	FL043	26.9587	-81.1665	295743	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Glades County, Florida, United States	US	USFL		26.9587	-81.1665	295743	20220824023000	https://townhall.com/tipsheet/rebeccadowns/2022/08/23/val-demings-florida-primary-n2612022
1059906130	20210824	202108	2021	2021.6411	LEG	SENATE						LEG			USA	UNITED STATES	USA								0	020	020	02	1	3.0	1	1	1	-1.92307692307693	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Glades County, Florida, United States	US	USFL		26.9587	-81.1665	295743	3	Glades County, Florida, United States	US	USFL		26.9587	-81.1665	295743	20220824023000	https://townhall.com/tipsheet/rebeccadowns/2022/08/23/val-demings-florida-primary-n2612022
1059906131	20210824	202108	2021	2021.6411	LEG	SENATE						LEG			USA	UNITED STATES	USA								0	020	020	02	1	3.0	1	1	1	-1.92307692307693	2	Florida, United States	US	USFL		27.8333	-81.717	FL	1	Cuba	CU	CU		22	-79.5	CU	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220824023000	https://townhall.com/tipsheet/rebeccadowns/2022/08/23/val-demings-florida-primary-n2612022
1059906132	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	1	1	1	-1.92307692307693	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								3	Glades County, Florida, United States	US	USFL		26.9587	-81.1665	295743	20220824023000	https://townhall.com/tipsheet/rebeccadowns/2022/08/23/val-demings-florida-primary-n2612022
1059906133	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA																		0	071	071	07	2	7.4	2	1	2	-0.0502765208647498	3	Marion County, Illinois, United States	US	USIL	IL121	38.65	-88.9334	424259	0								3	Marion County, Illinois, United States	US	USIL		38.65	-88.9334	424259	20220824023000	https://www.wglt.org/local-news/2022-08-23/as-evidence-based-funding-formula-turns-5-lawmakers-reflect-on-historic-legislation
1059906134	20210824	202108	2021	2021.6411	USAEDU	UNITED STATES	USA					EDU			USA	UNITED STATES	USA								0	071	071	07	2	7.4	2	1	2	-0.0502765208647498	3	Central City, Illinois, United States	US	USIL	IL063	41.2378	-88.2817	405857	3	Central City, Illinois, United States	US	USIL		41.2378	-88.2817	405857	3	Central City, Illinois, United States	US	USIL		41.2378	-88.2817	405857	20220824023000	https://www.wglt.org/local-news/2022-08-23/as-evidence-based-funding-formula-turns-5-lawmakers-reflect-on-historic-legislation
1059906135	20210824	202108	2021	2021.6411	USAEDU	UNITED STATES	USA					EDU			USA	UNITED STATES	USA								0	071	071	07	2	7.4	4	1	4	-0.0502765208647498	3	Central City, Illinois, United States	US	USIL	IL063	41.2378	-88.2817	405857	3	Marion County, Illinois, United States	US	USIL		38.65	-88.9334	424259	3	Marion County, Illinois, United States	US	USIL		38.65	-88.9334	424259	20220824023000	https://www.wglt.org/local-news/2022-08-23/as-evidence-based-funding-formula-turns-5-lawmakers-reflect-on-historic-legislation
1059906136	20210824	202108	2021	2021.6411	USAGOV	UNITED STATES	USA					GOV			GOV	GOVERNMENT						GOV			1	010	010	01	1	0.0	1	1	1	0.27173913043478	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220824023000	https://english.chosun.com/site/data/html_dir/2022/08/24/2022082400552.html
1059906137	20220725	202207	2022	2022.5616	GOV	PRESIDENT						GOV			IDN	INDONESIA	IDN								1	036	036	03	1	4.0	2	1	2	-1.35363790186126	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	20220824023000	https://www.theage.com.au/world/asia/wong-heads-to-dili-as-east-timor-plays-china-card-on-offshore-gas-20220824-p5bca5.html
1059906138	20220725	202207	2022	2022.5616	GOV	PRESIDENT						GOV			IDN	INDONESIA	IDN								1	036	036	03	1	4.0	8	1	8	-1.35363790186126	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	1	East Timor	TT	TT		-8.833333	125.75	TT	20220824023000	https://www.theage.com.au/world/asia/wong-heads-to-dili-as-east-timor-plays-china-card-on-offshore-gas-20220824-p5bca5.html
1059906139	20220725	202207	2022	2022.5616	GOV	PRESIDENT						GOV			IDN	INDONESIA	IDN								1	040	040	04	1	1.0	10	1	10	-1.35363790186126	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	20220824023000	https://www.theage.com.au/world/asia/wong-heads-to-dili-as-east-timor-plays-china-card-on-offshore-gas-20220824-p5bca5.html
1059906140	20220725	202207	2022	2022.5616	IDN	INDONESIA	IDN								GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	2	1	2	-1.35363790186126	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	20220824023000	https://www.theage.com.au/world/asia/wong-heads-to-dili-as-east-timor-plays-china-card-on-offshore-gas-20220824-p5bca5.html
1059906141	20220725	202207	2022	2022.5616	IDN	INDONESIA	IDN								GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	8	1	8	-1.35363790186126	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	1	East Timor	TT	TT		-8.833333	125.75	TT	20220824023000	https://www.theage.com.au/world/asia/wong-heads-to-dili-as-east-timor-plays-china-card-on-offshore-gas-20220824-p5bca5.html
1059906142	20220725	202207	2022	2022.5616	USA	WASHINGTON	USA								CRM	ILLEGAL IMMIGRANT						CRM			1	060	060	06	2	6.0	10	1	10	-2.51851851851851	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824023000	https://townhall.com/tipsheet/rebeccadowns/2022/08/23/pentagon-once-more-denies-dc-mayor-bowsers-request-for-national-guard-assistance-n2612145
1059906143	20220817	202208	2022	2022.6219											COP	POLICE						COP			1	112	112	11	3	-2.0	10	1	10	-11.5606936416185	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20220824023000	https://www.nbcconnecticut.com/news/local/waterbury-police-arrest-suspect-in-fatal-shooting-outside-waterbury-restaurant/2857842/
1059906144	20220817	202208	2022	2022.6219											COP	POLICE						COP			1	193	193	19	4	-10.0	10	1	10	-11.5606936416185	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20220824023000	https://www.nbcconnecticut.com/news/local/waterbury-police-arrest-suspect-in-fatal-shooting-outside-waterbury-restaurant/2857842/
1059906145	20220817	202208	2022	2022.6219											RUS	RUSSIA	RUS								0	190	190	19	4	-10.0	6	1	6	-3.43347639484978	0								4	Dugina, Kurskaya Oblast', Russia	RS	RS41	25068	51.5604	34.4917	-2904278	4	Dugina, Kurskaya Oblast', Russia	RS	RS41	25068	51.5604	34.4917	-2904278	20220824023000	https://learningenglish.voanews.com/a/ukrainians-on-alert-ahead-of-independence-day/6713472.html
1059906146	20220817	202208	2022	2022.6219	CAN	CANADA	CAN																		1	090	090	09	2	-2.0	10	1	10	-4.48979591836734	4	Esquimalt, British Columbia, Canada	CA	CA02	12541	48.4333	-123.417	-564333	0								4	Esquimalt, British Columbia, Canada	CA	CA02	12541	48.4333	-123.417	-564333	20220824023000	https://www.castanet.net/news/BC/381592/CFB-Esquimalt-used-drones-to-search-for-escaped-Greater-Vancouver-Zoo-wolves
1059906147	20220817	202208	2022	2022.6219	CAN	CANADA	CAN																		1	090	090	09	2	-2.0	2	1	2	-4.48979591836734	4	Esquimalt, British Columbia, Canada	CA	CA02	12541	48.4333	-123.417	-564333	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20220824023000	https://www.castanet.net/news/BC/381592/CFB-Esquimalt-used-drones-to-search-for-escaped-Greater-Vancouver-Zoo-wolves
1059906148	20220817	202208	2022	2022.6219	CAN	CANADA	CAN																		1	090	090	09	2	-2.0	2	1	2	-4.48979591836734	4	Langley, British Columbia, Canada	CA	CA02	12552	49.1	-122.65	-567692	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20220824023000	https://www.castanet.net/news/BC/381592/CFB-Esquimalt-used-drones-to-search-for-escaped-Greater-Vancouver-Zoo-wolves
1059906149	20220817	202208	2022	2022.6219	CAN	CANADA	CAN																		1	090	090	09	2	-2.0	2	1	2	-4.48979591836734	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20220824023000	https://www.castanet.net/news/BC/381592/CFB-Esquimalt-used-drones-to-search-for-escaped-Greater-Vancouver-Zoo-wolves
1059906150	20220817	202208	2022	2022.6219	CHN	BEIJING	CHN																		1	070	070	07	2	7.0	8	1	8	-1.35363790186126	4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	0								4	Garuda, Jawa Barat, Indonesia	ID	ID30	18585	-7.0065	108.134	11263806	20220824023000	https://www.theage.com.au/world/asia/wong-heads-to-dili-as-east-timor-plays-china-card-on-offshore-gas-20220824-p5bca5.html
1059906151	20220817	202208	2022	2022.6219	EDU	UNIVERSITY						EDU													1	020	020	02	1	3.0	5	1	5	-0.50761421319797	4	Winnipeg, Manitoba, Canada	CA	CA03	12577	49.8833	-97.1667	-576096	0								4	Winnipeg, Manitoba, Canada	CA	CA03	12577	49.8833	-97.1667	-576096	20220824023000	https://www.cbc.ca/news/canada/manitoba/university-winnipeg-mask-mandate-1.6559187
1059906152	20220817	202208	2022	2022.6219	JUDGOV	COUNSELLOR						JUD	GOV		RUS	RUSSIA	RUS								0	192	192	19	4	-9.5	1	1	1	-2.27848101265823	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220824023000	https://www.asbarez.com/russia-says-road-connecting-artsakh-to-armenia-will-be-a-legal-corridor/
