1059951064	20210824	202108	2021	2021.6411	SPY	INTELLIGENCE						SPY													1	010	010	01	1	0.0	10	1	10	-3.49013657056145	4	Aflao, Volta, Ghana	GH	GH08	190563	6.11982	1.19012	-2068362	0								4	Aflao, Volta, Ghana	GH	GH08	190563	6.11982	1.19012	-2068362	20220824100000	https://newsghana.com.gh/col-damoah-and-others-caught-in-another-corruption-scandal/
1059951065	20210824	202108	2021	2021.6411	TUR	TURKISH	TUR								RUS	RUSSIA	RUS								1	061	061	06	2	6.4	2	1	2	-3.07692307692307	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Sochi, Krasnodarskiy Kray, Russia	RS	RS38	25065	43.5992	39.7257	-3006514	4	Sochi, Krasnodarskiy Kray, Russia	RS	RS38	25065	43.5992	39.7257	-3006514	20220824100000	https://www.ibtimes.com/us-warns-sanctions-against-turkey-over-russia-ties-3605260
1059951066	20210824	202108	2021	2021.6411	TUR	TURKISH	TUR								RUS	RUSSIA	RUS								1	061	061	06	2	6.4	6	1	6	-3.07692307692307	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Sochi, Krasnodarskiy Kray, Russia	RS	RS38	25065	43.5992	39.7257	-3006514	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20220824100000	https://www.ibtimes.com/us-warns-sanctions-against-turkey-over-russia-ties-3605260
1059951067	20210824	202108	2021	2021.6411	TUR	TURKISH	TUR								RUS	RUSSIA	RUS								1	061	061	06	2	6.4	2	1	2	-3.07692307692307	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20220824100000	https://www.ibtimes.com/us-warns-sanctions-against-turkey-over-russia-ties-3605260
1059951068	20210824	202108	2021	2021.6411	UAF	JANJAWEED						UAF			NLD	THE HAGUE	NLD								0	080	080	08	2	5.0	5	1	5	-9.35251798561153	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	20220824100000	https://www.dw.com/en/sudan-to-hand-over-omar-al-bashir-to-icc-for-darfur-trial/a-58832786
1059951069	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA								EUR	EUROPE	EUR								1	020	020	02	1	3.0	2	1	2	0	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20220824100000	http://www.wjjhfm.com/2022/08/24/guitarist-nikki-sixx-says-motley-crue-are-planning-more-dates-after-the-stadium-tour/
1059951070	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA								EUR	EUROPE	EUR								1	020	020	02	1	3.0	2	1	2	0	1	United States	US	US		39.828175	-98.5795	US	1	Brazil	BR	BR		-10	-55	BR	1	United States	US	US		39.828175	-98.5795	US	20220824100000	http://www.wjjhfm.com/2022/08/24/guitarist-nikki-sixx-says-motley-crue-are-planning-more-dates-after-the-stadium-tour/
1059951071	20220725	202207	2022	2022.5616											GOVEDU	EDUCATION MINIST						GOV	EDU		1	040	040	04	1	1.0	6	1	6	-1.48809523809524	0								1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20220824100000	https://www.modernghana.com/news/1179011/ges-council-rejects-deputy-dgs-contract-extension.html
1059951072	20220725	202207	2022	2022.5616	GHA	GHANA	GHA								GOVEDU	EDUCATION MINIST						GOV	EDU		1	040	040	04	1	1.0	4	1	4	-1.48809523809524	1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20220824100000	https://www.modernghana.com/news/1179011/ges-council-rejects-deputy-dgs-contract-extension.html
1059951073	20220725	202207	2022	2022.5616	GOVEDU	EDUCATION MINIST						GOV	EDU												1	040	040	04	1	1.0	6	1	6	-1.48809523809524	1	Ghana	GH	GH		8	-2	GH	0								1	Ghana	GH	GH		8	-2	GH	20220824100000	https://www.modernghana.com/news/1179011/ges-council-rejects-deputy-dgs-contract-extension.html
1059951074	20220725	202207	2022	2022.5616	GOVEDU	EDUCATION MINIST						GOV	EDU		GHA	GHANA	GHA								1	040	040	04	1	1.0	4	1	4	-1.48809523809524	1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20220824100000	https://www.modernghana.com/news/1179011/ges-council-rejects-deputy-dgs-contract-extension.html
1059951075	20220817	202208	2022	2022.6219											UAF	MILITIA						UAF			1	043	043	04	1	2.8	10	1	10	-3.00429184549356	0								4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	20220824100000	https://www.thestar.com.my/news/world/2022/08/24/fighting-erupts-along-border-of-ethiopia039s-northern-tigray-region
1059951076	20220817	202208	2022	2022.6219	CHN	LIAONING	CHN								CHNGOV	CHINESE	CHN					GOV			1	043	043	04	1	2.8	8	1	8	2.88461538461539	5	Liaoning, Liaoning, China	CH	CH19	13186	41	123	-1914920	4	Jinzhou, Liaoning, China	CH	CH19	13189	41.1078	121.142	-1912816	4	Jinzhou, Liaoning, China	CH	CH19	13189	41.1078	121.142	-1912816	20220824100000	http://www.chinaview.cn/20220824/b7ca3f53202b48c0b3f9bf0eec869011/c.html
1059951077	20220817	202208	2022	2022.6219	CHNGOV	CHINESE	CHN					GOV			CHN	LIAONING	CHN								1	042	042	04	1	1.9	8	1	8	2.88461538461539	4	Jinzhou, Liaoning, China	CH	CH19	13189	41.1078	121.142	-1912816	5	Liaoning, Liaoning, China	CH	CH19	13186	41	123	-1914920	4	Jinzhou, Liaoning, China	CH	CH19	13189	41.1078	121.142	-1912816	20220824100000	http://www.chinaview.cn/20220824/b7ca3f53202b48c0b3f9bf0eec869011/c.html
1059951078	20220817	202208	2022	2022.6219	CHNGOV	CHINESE	CHN					GOV			CHN	LIAONING	CHN								1	090	090	09	2	-2.0	6	1	6	2.88461538461539	4	Jinzhou, Liaoning, China	CH	CH19	13189	41.1078	121.142	-1912816	5	Liaoning, Liaoning, China	CH	CH19	13186	41	123	-1914920	4	Jinzhou, Liaoning, China	CH	CH19	13189	41.1078	121.142	-1912816	20220824100000	http://www.chinaview.cn/20220824/b7ca3f53202b48c0b3f9bf0eec869011/c.html
1059951079	20220817	202208	2022	2022.6219	CHNGOV	CHINA	CHN					GOV			CHN	LIAONING	CHN								1	090	090	09	2	-2.0	2	1	2	2.88461538461539	4	Jinzhou, Liaoning, China	CH	CH19	13189	41.1078	121.142	-1912816	5	Liaoning, Liaoning, China	CH	CH19	13186	41	123	-1914920	5	Liaoning, Liaoning, China	CH	CH19	13186	41	123	-1914920	20220824100000	http://www.chinaview.cn/20220824/b7ca3f53202b48c0b3f9bf0eec869011/c.html
1059951080	20220817	202208	2022	2022.6219	OPP	ACTIVIST						OPP			USA	MISSOURI	USA								1	043	043	04	1	2.8	4	1	4	2.04498977505113	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20220824100000	https://www.hitc.com/en-gb/2022/08/24/inside-mike-lindells-net-worth-amid-his-mycoffee-launch-and-missouri-summit/
1059951081	20220817	202208	2022	2022.6219	OPP	ACTIVIST						OPP			USA	MISSOURI	USA								1	043	043	04	1	2.8	6	1	6	2.04498977505113	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20220824100000	https://www.hitc.com/en-gb/2022/08/24/inside-mike-lindells-net-worth-amid-his-mycoffee-launch-and-missouri-summit/
1059951082	20220817	202208	2022	2022.6219	PSEREB	HAMAS	PSE					REB			TUR	TURKISH	TUR								1	051	051	05	1	3.4	10	1	10	-0.34722222222222	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220824100000	https://www.middleeastmonitor.com/20220824-hamas-renews-its-rejection-to-turkiye-israel-normalisation/
1059951083	20220817	202208	2022	2022.6219	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								0	050	050	05	1	3.5	1	1	1	-5.23255813953488	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kharkiv, Kharkivs'ka Oblast', Ukraine	UP	UP07	25036	49.9808	36.2527	-1041320	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824100000	http://www.msn.com/en-us/news/world/ukraine-marks-its-independence-day-and-a-6-month-old-war-that-s-growing-more-dangerous/ar-AA112hYd
1059951084	20220817	202208	2022	2022.6219	UAF	MILITIA						UAF													1	042	042	04	1	1.9	10	1	10	-3.00429184549356	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	0								4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	20220824100000	https://www.thestar.com.my/news/world/2022/08/24/fighting-erupts-along-border-of-ethiopia039s-northern-tigray-region
