1059901030	20210824	202108	2021	2021.6411	CHREDU	CHRISTIAN				CHR		EDU			USAEDU	VIRGINIA	USA					EDU			0	060	060	06	2	6.0	1	1	1	2.49221183800623	3	Martin County, Florida, United States	US	USFL	FL085	27.0837	-80.4164	308550	3	Martin County, Florida, United States	US	USFL		27.0837	-80.4164	308550	3	Martin County, Florida, United States	US	USFL		27.0837	-80.4164	308550	20220824014500	https://www.tcpalm.com/story/news/local/2022/08/23/amy-pritchett-jennifer-russell-elected-martin-county-school-board/10280723002/
1059901031	20210824	202108	2021	2021.6411	CHREDU	CHRISTIAN				CHR		EDU			USAEDU	UNITED STATES	USA					EDU			0	060	060	06	2	6.0	2	1	2	2.49221183800623	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	3	Hobe Sound, Florida, United States	US	USFL		27.0595	-80.1364	284064	20220824014500	https://www.tcpalm.com/story/news/local/2022/08/23/amy-pritchett-jennifer-russell-elected-martin-county-school-board/10280723002/
1059901032	20210824	202108	2021	2021.6411	CHREDU	CHRISTIAN				CHR		EDU			USAEDU	VIRGINIA	USA					EDU			0	060	060	06	2	6.0	1	1	1	2.49221183800623	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220824014500	https://www.tcpalm.com/story/news/local/2022/08/23/amy-pritchett-jennifer-russell-elected-martin-county-school-board/10280723002/
1059901033	20220725	202207	2022	2022.5616											EDU	UNIVERSITY						EDU			1	042	042	04	1	1.9	2	1	2	3.420523138833	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220824014500	https://www.fredericknewspost.com/news/education/schools/higher_ed/mount_saint_marys/blessed-virgin-mary-statues-return-celebrated-at-the-mount/article_ecfd7191-1489-5bce-a31a-47561044c23d.html
1059901034	20220725	202207	2022	2022.5616	AUS	AUSTRALIA	AUS								HLH	HOSPITAL						HLH			1	043	043	04	1	2.8	2	1	2	1.68539325842697	4	Noosa, Queensland, Australia	AS	AS04	154693	-26.3943	153.09	-1591864	4	Noosa, Queensland, Australia	AS	AS04	154693	-26.3943	153.09	-1591864	4	Noosa, Queensland, Australia	AS	AS04	154693	-26.3943	153.09	-1591864	20220824014500	https://www.dailymail.co.uk/tvshowbiz/article-11140081/Tim-Robards-takes-daughter-Elle-one-paddle-boarding-Noosa.html
1059901035	20220725	202207	2022	2022.5616	EDU	UNIVERSITY						EDU													1	043	043	04	1	2.8	5	1	5	3.420523138833	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220824014500	https://www.fredericknewspost.com/news/education/schools/higher_ed/mount_saint_marys/blessed-virgin-mary-statues-return-celebrated-at-the-mount/article_ecfd7191-1489-5bce-a31a-47561044c23d.html
1059901036	20220725	202207	2022	2022.5616	HLH	HOSPITAL						HLH													1	043	043	04	1	2.8	3	1	3	1.68539325842697	4	Noosa, Queensland, Australia	AS	AS04	154693	-26.3943	153.09	-1591864	0								4	Noosa, Queensland, Australia	AS	AS04	154693	-26.3943	153.09	-1591864	20220824014500	https://www.dailymail.co.uk/tvshowbiz/article-11140081/Tim-Robards-takes-daughter-Elle-one-paddle-boarding-Noosa.html
1059901037	20220725	202207	2022	2022.5616	HLH	HOSPITAL						HLH			AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	1	1	1	1.68539325842697	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	4	Noosa, Queensland, Australia	AS	AS04	154693	-26.3943	153.09	-1591864	20220824014500	https://www.dailymail.co.uk/tvshowbiz/article-11140081/Tim-Robards-takes-daughter-Elle-one-paddle-boarding-Noosa.html
1059901038	20220725	202207	2022	2022.5616	HLH	HOSPITAL						HLH			AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	1	1	1	1.68539325842697	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20220824014500	https://www.dailymail.co.uk/tvshowbiz/article-11140081/Tim-Robards-takes-daughter-Elle-one-paddle-boarding-Noosa.html
1059901039	20220823	202208	2022	2022.6384	GOV	MINIST						GOV			EDU	SCHOOL						EDU			1	010	010	01	1	0.0	2	1	2	1.35135135135135	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20220824014500	https://www.herald.co.zw/schools-vaccination-mop-up-underway/
