1059899826	20210824	202108	2021	2021.6411	CVL	COMMUNITY						CVL													0	161	161	16	4	-4.0	6	1	6	-5.34441805225654	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20220824013000	https://www.cbc.ca/news/canada/newfoundland-labrador/brian-doyle-granted-parole-1.6559886
1059899827	20210824	202108	2021	2021.6411	CVL	COMMUNITY						CVL			GBR	UNITED KINGDOM	GBR								0	161	161	16	4	-4.0	4	1	4	-5.34441805225654	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220824013000	https://www.cbc.ca/news/canada/newfoundland-labrador/brian-doyle-granted-parole-1.6559886
1059899828	20210824	202108	2021	2021.6411	EDU	SCHOOL						EDU													1	036	036	03	1	4.0	10	1	10	1.45985401459854	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20220824013000	https://starherald.com/agriculture/21st-century-equipment-plans-mobile-learning-lab/article_58dcf7c0-2012-11ed-a5af-ab5bd523ef84.html
1059899829	20210824	202108	2021	2021.6411	EDU	SCHOOL						EDU			USA	AMERICAN	USA								1	071	071	07	2	7.4	8	1	8	2.94117647058824	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824013000	https://www.caledonianrecord.com/news/local/st-j-school-wants-community-feedback-on-how-to-spend-millions-in-federal-money/article_e183ee00-f09f-5f4f-a682-4e1d2fa27eb2.html
1059899830	20210824	202108	2021	2021.6411	USA	KENTUCKY	USA																		1	030	030	03	1	4.0	18	1	10	-3.28767123287671	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220824013000	https://www.wlky.com/article/gov-andy-beshear-special-session-flood-victim-funding/40971168
1059899831	20210824	202108	2021	2021.6411	USA	FLORIDA	USA																		1	051	051	05	1	3.4	6	1	6	3.29067641681901	4	Great Barrier Reef, Queensland, Australia	AS	AS04	40197	-18	146.833	-1576458	0								4	Great Barrier Reef, Queensland, Australia	AS	AS04	40197	-18	146.833	-1576458	20220824013000	https://www.dailymail.co.uk/tvshowbiz/article-11139941/Bindi-Irwins-daughter-Grace-marvels-photo-late-grandfather-Steve.html
1059899832	20210824	202108	2021	2021.6411	USA	FLORIDA	USA								AUS	AUSTRALIA	AUS								1	051	051	05	1	3.4	4	1	4	3.29067641681901	4	Great Barrier Reef, Queensland, Australia	AS	AS04	40197	-18	146.833	-1576458	4	Great Barrier Reef, Queensland, Australia	AS	AS04	40197	-18	146.833	-1576458	4	Great Barrier Reef, Queensland, Australia	AS	AS04	40197	-18	146.833	-1576458	20220824013000	https://www.dailymail.co.uk/tvshowbiz/article-11139941/Bindi-Irwins-daughter-Grace-marvels-photo-late-grandfather-Steve.html
1059899833	20220725	202207	2022	2022.5616	ELIMIL	RETIRED						ELI	MIL		USACVL	HERITAGE FOUNDATION	USA					CVL			0	190	190	19	4	-10.0	10	1	10	-1.00076982294072	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20220824013000	https://starherald.com/news/state-and-regional/govt-and-politics/military-recruitment-in-nebraska-u-s-is-falling-short-of-goals/article_60d7796e-9f9f-5828-8115-3d5248a71a98.html
1059899834	20220824	202208	2022	2022.6411											AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	2	1	2	4.3613707165109	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Glenelg Oval, South Australia, Australia	AS	AS05	5286	-34.9837	138.522	11353985	20220824013000	https://tvtonight.com.au/2022/08/aflw-returns-to-seven.html
1059899835	20220824	202208	2022	2022.6411											AUS	AUSTRALIA	AUS								1	130	130	13	3	-4.4	4	1	4	-5.36277602523659	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220824013000	https://www.bnnbloomberg.ca/rba-s-kearns-warns-climate-change-set-to-impact-financial-system-1.1809585
1059899836	20220824	202208	2022	2022.6411											AUS	AUSTRALIAN	AUS								1	173	173	17	4	-5.0	4	2	4	-2.9020598659508	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220824013000	https://news.yahoo.com/murdoch-sues-small-australian-news-003205580.html
1059899837	20220824	202208	2022	2022.6411											AUSMED	AUSTRALIAN	AUS					MED			1	173	173	17	4	-5.0	12	2	12	-2.90205986595081	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220824013000	https://news.yahoo.com/murdoch-sues-small-australian-news-003205580.html
1059899838	20220824	202208	2022	2022.6411											BUS	BANK						BUS			1	030	030	03	1	4.0	4	1	4	-3.09597523219815	0								4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	20220824013000	https://economictimes.indiatimes.com/markets/stocks/news/sintex-industries-resolution-delay-makes-lenders-wait-longer-for-recovery/articleshow/93740906.cms
1059899839	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			1	051	051	05	1	3.4	10	1	10	4.05797101449276	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220824013000	https://www.thecattlesite.com/news/59094/tyson-foods-invests-200-mln-in-amarillo-beef-plant/
1059899840	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			1	060	060	06	2	6.0	5	1	5	5.04587155963303	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220824013000	https://www.northcentralpa.com/life/chicken-big-mac-coming-to-america/article_f9633dbc-2242-11ed-b363-9336914bb7f8.html
1059899841	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			1	110	110	11	3	-2.0	5	1	5	1.97628458498024	0								0								0								20220824013000	https://www.theverge.com/2022/8/23/23318956/acer-chromebook-vero-514-eco-conscious-laptop-recycling
1059899842	20220824	202208	2022	2022.6411											BUSBUS	COMPANY						BUS	BUS		1	130	130	13	3	-4.4	10	1	10	-4.05660377358491	0								0								0								20220824013000	https://www.socialmediatoday.com/news/former-twitter-security-chief-accuses-the-company-is-misleading-behavior-ar/630330/
1059899843	20220824	202208	2022	2022.6411											CAN	CANADA	CAN								1	042	042	04	1	1.9	1	1	1	-4.97237569060773	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20220824013000	https://www.620ckrm.com/2022/08/23/oregon-court-orders-walker-be-moved-back-to-canada/
1059899844	20220824	202208	2022	2022.6411											CHN	POYANG	CHN								1	043	043	04	1	2.8	6	1	6	-4.59363957597173	0								4	Poyang Lake, Jiangxi, China	CH	CH03	13165	28.8401	116.492	-1921353	4	Poyang Lake, Jiangxi, China	CH	CH03	13165	28.8401	116.492	-1921353	20220824013000	https://www.digitaljournal.com/world/chinas-largest-freshwater-lake-is-drying-up-cutting-off-irrigation-channels/article
1059899845	20220824	202208	2022	2022.6411											CHN	CHINA	CHN								1	043	043	04	1	2.8	4	1	4	-4.59363957597173	0								4	Poyang Lake, Jiangxi, China	CH	CH03	13165	28.8401	116.492	-1921353	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220824013000	https://www.digitaljournal.com/world/chinas-largest-freshwater-lake-is-drying-up-cutting-off-irrigation-channels/article
1059899846	20220824	202208	2022	2022.6411											COP	PRISON						COP			1	042	042	04	1	1.9	4	1	4	-0.12224938875306	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824013000	https://richmond.com/news/local/at-risk-teens-in-richmond-learn-the-finer-points-of-cooking-from-a-celebrity-chef/article_89dc37f7-ccd9-525b-a555-b34d1afcaac8.html
1059899847	20220824	202208	2022	2022.6411											COP	PRISON						COP			1	042	042	04	1	1.9	6	1	6	-0.12224938875306	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20220824013000	https://richmond.com/news/local/at-risk-teens-in-richmond-learn-the-finer-points-of-cooking-from-a-celebrity-chef/article_89dc37f7-ccd9-525b-a555-b34d1afcaac8.html
