1059974009	20210824	202108	2021	2021.6411	AGR	FARMER						AGR			BUS	PRODUCER						BUS			1	010	010	01	1	0.0	7	1	7	-4.16666666666666	4	Tarragona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25809	41.1167	1.25	-403902	4	Tarragona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25809	41.1167	1.25	-403902	4	Tarragona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25809	41.1167	1.25	-403902	20220824130000	https://www.laprensalatina.com/abnormally-high-sea-temperatures-wreak-havoc-on-spanish-mussel-crop/
1059974010	20210824	202108	2021	2021.6411	AGR	FARMER						AGR			ESP	SPAIN	ESP								1	010	010	01	1	0.0	3	1	3	-4.16666666666666	4	Tarragona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25809	41.1167	1.25	-403902	4	Tarragona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25809	41.1167	1.25	-403902	4	Tarragona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25809	41.1167	1.25	-403902	20220824130000	https://www.laprensalatina.com/abnormally-high-sea-temperatures-wreak-havoc-on-spanish-mussel-crop/
1059974011	20210824	202108	2021	2021.6411	GOV	MAYOR						GOV			USA	NEW YORK CITY	USA								1	051	051	05	1	3.4	6	1	6	-2.85565939771547	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824130000	https://www.washingtonpost.com/politics/2022/08/24/gavin-newsom-does-switcheroo-supervised-injection-sites/
1059974012	20210824	202108	2021	2021.6411	LEG	PARLIAMENT						LEG													0	100	100	10	3	-5.0	10	1	10	0.31645569620254	4	Tunis, (TS26), Tunisia	TS	TS26	39471	36.8028	10.1797	-731701	0								4	Tunis, (TS26), Tunisia	TS	TS26	39471	36.8028	10.1797	-731701	20220824130000	https://www.middleeastmonitor.com/20220824-tunisia-and-france-hold-talks-about-establishing-real-democratic-institutions/
1059974013	20210824	202108	2021	2021.6411	USA	SOUTH CAROLINA	USA								LEG	LEGISLATURE						LEG			0	020	020	02	1	3.0	2	1	2	-3.23353293413174	3	Charlottesville, Virginia, United States	US	USVA	VA540	38.0293	-78.4767	1498463	3	Charleston, South Carolina, United States	US	USSC	SC019	32.7766	-79.9309	1221516	3	Charlottesville, Virginia, United States	US	USVA	VA540	38.0293	-78.4767	1498463	20220824130000	https://www.washingtonpost.com/nation/2022/08/24/mayor-livestream-removal-confederate-monument/
1059974014	20220725	202207	2022	2022.5616											GBR	MANCHESTER	GBR								0	042	042	04	1	1.9	1	1	1	-1.58730158730158	0								1	Australia	AS	AS		-25	135	AS	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20220824130000	https://www.breitbart.com:443/entertainment/2022/08/24/d-list-celebrity-who-married-well-meghan-markle-25m-spotify-podcast-debut-slammed-by-critics/
1059974015	20220725	202207	2022	2022.5616	CVL	POPULATION						CVL			IRL	IRELAND	IRL								1	042	042	04	1	1.9	10	1	10	-2.14797136038186	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220824130000	https://www.thejournal.ie/ireland-population-2022-5848121-Aug2022/
1059974016	20220725	202207	2022	2022.5616	DEU	GERMANY	DEU								GBR	MANCHESTER	GBR								0	042	042	04	1	1.9	1	1	1	-1.58730158730158	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20220824130000	https://www.breitbart.com:443/entertainment/2022/08/24/d-list-celebrity-who-married-well-meghan-markle-25m-spotify-podcast-debut-slammed-by-critics/
1059974017	20220725	202207	2022	2022.5616	DEU	GERMANY	DEU								GBR	MANCHESTER	GBR								0	042	042	04	1	1.9	7	1	7	-1.58730158730158	1	Germany	GM	GM		51.5	10.5	GM	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20220824130000	https://www.breitbart.com:443/entertainment/2022/08/24/d-list-celebrity-who-married-well-meghan-markle-25m-spotify-podcast-debut-slammed-by-critics/
1059974018	20220725	202207	2022	2022.5616	GBR	MANCHESTER	GBR																		0	043	043	04	1	2.8	1	1	1	-1.58730158730158	1	Australia	AS	AS		-25	135	AS	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20220824130000	https://www.breitbart.com:443/entertainment/2022/08/24/d-list-celebrity-who-married-well-meghan-markle-25m-spotify-podcast-debut-slammed-by-critics/
