1059948370	20210824	202108	2021	2021.6411	AGR	FARMER						AGR													0	080	080	08	2	5.0	6	1	6	1.14942528735632	2	Idaho, United States	US	USID		44.2394	-114.51	ID	0								2	Idaho, United States	US	USID		44.2394	-114.51	ID	20220824094500	https://www.aginfo.net/report/53876/Idaho-Ag-Today/Barley-state
1059948371	20210824	202108	2021	2021.6411	AGR	FARMER						AGR			USA	UNITED STATES	USA								0	080	080	08	2	5.0	2	1	2	1.14942528735632	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	20220824094500	https://www.aginfo.net/report/53876/Idaho-Ag-Today/Barley-state
1059948372	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA								LEG	LAWMAKER						LEG			0	010	010	01	1	0.0	3	1	3	-2.87894554283732	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20220824094500	http://www.msn.com/en-us/news/us/why-outlawing-ghost-guns-didn-t-stop-america-s-largest-maker-of-ghost-gun-parts/ar-AA112yYM
1059948373	20210824	202108	2021	2021.6411	USAAGR	UNITED STATES	USA					AGR			USA	UNITED STATES	USA								0	080	080	08	2	5.0	2	1	2	1.14942528735632	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	20220824094500	https://www.aginfo.net/report/53876/Idaho-Ag-Today/Barley-state
1059948374	20220725	202207	2022	2022.5616	EDU	UNIVERSITY						EDU			MED	WEBSITE						MED			1	084	084	08	2	7.0	5	1	5	1.99556541019955	0								0								0								20220824094500	https://www.business-standard.com/article/education/ts-edcet-results-2022-to-be-out-soon-here-s-how-to-check-your-scorecard-122082400675_1.html
1059948375	20220725	202207	2022	2022.5616	EDU	UNIVERSITY						EDU			MED	WEBSITE						MED			1	120	120	12	3	-4.0	5	1	5	1.99556541019955	0								0								0								20220824094500	https://www.business-standard.com/article/education/ts-edcet-results-2022-to-be-out-soon-here-s-how-to-check-your-scorecard-122082400675_1.html
1059948376	20220823	202208	2022	2022.6384	GOV	CITY MANAGER						GOV													0	051	051	05	1	3.4	1	1	1	-1.19047619047619	3	Westminster Presbyterian Church, West Virginia, United States	US	USWV	WV075	38.2043	-79.9376	1553410	0								2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	20220824094500	https://www.bdtonline.com/news/grant-st-bridge-estimated-completion-date-moved-to-early-summer-next-year/article_9eb6acf8-232a-11ed-abbd-5fff93506cb4.html
1059948377	20220823	202208	2022	2022.6384	GOV	CITY MANAGER						GOV													0	051	051	05	1	3.4	2	1	2	-1.19047619047619	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	0								2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	20220824094500	https://www.bdtonline.com/news/grant-st-bridge-estimated-completion-date-moved-to-early-summer-next-year/article_9eb6acf8-232a-11ed-abbd-5fff93506cb4.html
1059948378	20220823	202208	2022	2022.6384	GOV	CITY MANAGER						GOV			USA	UNITED STATES	USA								0	051	051	05	1	3.4	1	1	1	-1.19047619047619	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	20220824094500	https://www.bdtonline.com/news/grant-st-bridge-estimated-completion-date-moved-to-early-summer-next-year/article_9eb6acf8-232a-11ed-abbd-5fff93506cb4.html
1059948379	20220823	202208	2022	2022.6384	USAGOV	UNITED STATES	USA					GOV													0	051	051	05	1	3.4	1	1	1	-1.19047619047619	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	0								2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	20220824094500	https://www.bdtonline.com/news/grant-st-bridge-estimated-completion-date-moved-to-early-summer-next-year/article_9eb6acf8-232a-11ed-abbd-5fff93506cb4.html
1059948380	20220824	202208	2022	2022.6411											AGR	FARMER						AGR			0	0353	035	03	1	7.0	10	1	10	0.78740157480315	0								0								0								20220824094500	https://www.indiatoday.in/elections/gujarat-assembly-polls-2022/story/congress-conduct-screening-its-leaders-avoid-defection-gujarat-polls-1991865-2022-08-24
1059948381	20220824	202208	2022	2022.6411											AUS	AUSTRALIA	AUS								0	100	100	10	3	-5.0	4	1	4	-4.28954423592493	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220824094500	https://www.dailymail.co.uk/news/article-11139585/Sydney-woman-transitioned-man-SUES-psychiatrist-negligence.html
1059948382	20220824	202208	2022	2022.6411											BGD	RANGAMATI	BGD								1	193	193	19	4	-10.0	10	1	10	-4.81927710843374	0								4	Rangamati, Chittagong, Bangladesh	BG	BG84	5777	22.6411	92.19	211599	4	Rangamati, Chittagong, Bangladesh	BG	BG84	5777	22.6411	92.19	211599	20220824094500	https://www.thedailystar.net/news/bangladesh/crime-justice/news/gunshots-exchanged-rangamati-3101961
1059948383	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			1	051	051	05	1	3.4	10	1	10	1.85185185185185	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824094500	https://www.prokerala.com/news/articles/a1338428.html
1059948384	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			1	070	070	07	2	7.0	10	1	10	1.85185185185185	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824094500	https://www.prokerala.com/news/articles/a1338428.html
1059948385	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			1	1031	103	10	3	-5.0	10	1	10	-2.57558790593505	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220824094500	https://www.thedailystar.net/business/economy/opinion/news/achieving-net-zero-emissions-requires-closing-data-deficit-3101966
1059948386	20220824	202208	2022	2022.6411											BUS	INVESTOR						BUS			1	130	130	13	3	-4.4	6	1	6	-2.20264317180616	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20220824094500	https://it-online.co.za/2022/08/24/10-of-sa-adults-own-cryptocurrency/
1059948387	20220824	202208	2022	2022.6411											CAN	VANCOUVER	CAN								1	046	046	04	1	7.0	2	1	2	-3.60205831903945	0								4	Coquitlam, British Columbia, Canada	CA	CA02	12552	49.2667	-122.783	-571568	4	Coquitlam, British Columbia, Canada	CA	CA02	12552	49.2667	-122.783	-571568	20220824094500	https://thetyee.ca/News/2022/08/24/SRO-Mystery-Woman-Says-Jimmy-Pham-Drugged-Assaulted-Her/
1059948388	20220824	202208	2022	2022.6411											CAN	VANCOUVER	CAN								1	046	046	04	1	7.0	2	1	2	-3.60205831903945	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Coquitlam, British Columbia, Canada	CA	CA02	12552	49.2667	-122.783	-571568	20220824094500	https://thetyee.ca/News/2022/08/24/SRO-Mystery-Woman-Says-Jimmy-Pham-Drugged-Assaulted-Her/
1059948389	20220824	202208	2022	2022.6411											CAN	VANCOUVER	CAN								1	046	046	04	1	7.0	6	1	6	-3.60205831903945	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20220824094500	https://thetyee.ca/News/2022/08/24/SRO-Mystery-Woman-Says-Jimmy-Pham-Drugged-Assaulted-Her/
1059948390	20220824	202208	2022	2022.6411											CAN	CANADA	CAN								0	173	173	17	4	-5.0	4	1	4	-3.60205831903945	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20220824094500	https://thetyee.ca/News/2022/08/24/SRO-Mystery-Woman-Says-Jimmy-Pham-Drugged-Assaulted-Her/
1059948391	20220824	202208	2022	2022.6411											CAN	CANADA	CAN								0	180	180	18	4	-9.0	4	1	4	-3.60205831903945	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20220824094500	https://thetyee.ca/News/2022/08/24/SRO-Mystery-Woman-Says-Jimmy-Pham-Drugged-Assaulted-Her/
1059948392	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	046	046	04	1	7.0	5	1	5	-4.81927710843374	0								4	Rangamati, Chittagong, Bangladesh	BG	BG84	5777	22.6411	92.19	211599	4	Rangamati, Chittagong, Bangladesh	BG	BG84	5777	22.6411	92.19	211599	20220824094500	https://www.thedailystar.net/news/bangladesh/crime-justice/news/gunshots-exchanged-rangamati-3101961
1059948393	20220824	202208	2022	2022.6411											COP	POLICE						COP			0	073	073	07	2	7.4	2	1	2	-0.64102564102565	0								4	Dera Ghazi Khan, Punjab, Pakistan	PK	PK04	23670	30.0561	70.6348	-2759087	4	Dera Ghazi Khan, Punjab, Pakistan	PK	PK04	23670	30.0561	70.6348	-2759087	20220824094500	https://tribune.com.pk/story/2372778/choppers-join-relief-operation
1059948394	20220824	202208	2022	2022.6411											COP	POLICE						COP			0	100	100	10	3	-5.0	10	1	10	-5.47667342799188	0								1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20220824094500	https://tribune.com.pk/story/2372766/accused-in-torture-case-alleges-polices-partiality
1059948395	20220824	202208	2022	2022.6411											CRM	PERPETRATOR						CRM			0	173	173	17	4	-5.0	10	1	10	-10.9826589595376	0								4	Yakkabag, Qashqadaryo, Uzbekistan	UZ	UZ08	28374	38.9808	66.6764	-2579029	4	Yakkabag, Qashqadaryo, Uzbekistan	UZ	UZ08	28374	38.9808	66.6764	-2579029	20220824094500	https://akipress.com/news:676727:Man_in_Uzbekistan_completely_destroys_archaeological_site_by_selling_clay_from_there/
1059948396	20220824	202208	2022	2022.6411											CVL	COMMUNITY						CVL			0	051	051	05	1	3.4	5	1	5	-0.12886597938144	0								5	Borno State, Borno, Nigeria	NI	NI27	191073	11.5	13	-2003010	5	Borno State, Borno, Nigeria	NI	NI27	191073	11.5	13	-2003010	20220824094500	https://www.africanexaminer.com/the-coca-cola-foundation-and-water-aid-bring-life-transforming-water-and-hygiene-to-communities-in-borno-state/
1059948397	20220824	202208	2022	2022.6411											CVL	COMMUNITY						CVL			1	100	100	10	3	-5.0	10	1	10	-6.5359477124183	0								4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	20220824094500	https://www.geo.tv/latest/435655-pakistan-condemns-sacrilegious-remarks-against-prophet-muhammad-pbuh-by-another-bjp-official
1059948398	20220824	202208	2022	2022.6411											CVL	RESIDENTS						CVL			1	100	100	10	3	-5.0	6	1	6	-0.64102564102565	0								4	Fort Munro, Punjab, Pakistan	PK	PK04	23657	29.9286	69.9911	-2769783	4	Fort Munro, Punjab, Pakistan	PK	PK04	23657	29.9286	69.9911	-2769783	20220824094500	https://tribune.com.pk/story/2372778/choppers-join-relief-operation
1059948399	20220824	202208	2022	2022.6411											CVL	RESIDENTS						CVL			1	100	100	10	3	-5.0	4	1	4	-0.64102564102565	0								4	Rajanpur, Punjab, Pakistan	PK	PK04	23673	29.1035	70.325	-2772197	4	Rajanpur, Punjab, Pakistan	PK	PK04	23673	29.1035	70.325	-2772197	20220824094500	https://tribune.com.pk/story/2372778/choppers-join-relief-operation
1059948400	20220824	202208	2022	2022.6411											CVL	NEIGHBOURHOOD						CVL			0	130	130	13	3	-4.4	6	1	6	-3.60205831903945	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20220824094500	https://thetyee.ca/News/2022/08/24/SRO-Mystery-Woman-Says-Jimmy-Pham-Drugged-Assaulted-Her/
