1059972308	20210824	202108	2021	2021.6411	AFR	AFRICA	AFR																		0	128	128	12	3	-5.0	4	1	4	-5.40229885057471	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20220824124500	https://www.iol.co.za/dailynews/news/eskom-accused-of-targeting-black-companies-0ff92093-28e6-46f8-abd8-9452b6be9976
1059972309	20210824	202108	2021	2021.6411	AFR	AFRICA	AFR																		0	173	173	17	4	-5.0	4	1	4	-5.40229885057471	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20220824124500	https://www.iol.co.za/dailynews/news/eskom-accused-of-targeting-black-companies-0ff92093-28e6-46f8-abd8-9452b6be9976
1059972310	20210824	202108	2021	2021.6411	AUT	AUSTRIAN	AUT								CHN	CHINA	CHN								0	046	046	04	1	7.0	6	1	6	-4.9800796812749	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	1	China	CH	CH		35	105	CH	1	Germany	GM	GM		51.5	10.5	GM	20220824124500	https://www.presstv.ir/Detail/2022/08/24/687938/Iran-AEOI--Mohammad-Eslami-Israel-psychological-warfare-destroy-nuclear-program-IAEA-accusations
1059972311	20210824	202108	2021	2021.6411	AUT	AUSTRIA	AUT								CHN	CHINA	CHN								0	046	046	04	1	7.0	2	1	2	-4.9800796812749	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	1	Russia	RS	RS		60	100	RS	1	Germany	GM	GM		51.5	10.5	GM	20220824124500	https://www.presstv.ir/Detail/2022/08/24/687938/Iran-AEOI--Mohammad-Eslami-Israel-psychological-warfare-destroy-nuclear-program-IAEA-accusations
1059972312	20210824	202108	2021	2021.6411	AUT	AUSTRIAN	AUT								CHN	CHINA	CHN								0	046	046	04	1	7.0	2	1	2	-4.9800796812749	1	France	FR	FR		46	2	FR	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Russia	RS	RS		60	100	RS	20220824124500	https://www.presstv.ir/Detail/2022/08/24/687938/Iran-AEOI--Mohammad-Eslami-Israel-psychological-warfare-destroy-nuclear-program-IAEA-accusations
1059972313	20210824	202108	2021	2021.6411	AUT	AUSTRIAN	AUT								DEU	GERMANY	DEU								0	046	046	04	1	7.0	8	1	8	-4.9800796812749	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220824124500	https://www.presstv.ir/Detail/2022/08/24/687938/Iran-AEOI--Mohammad-Eslami-Israel-psychological-warfare-destroy-nuclear-program-IAEA-accusations
1059972314	20210824	202108	2021	2021.6411	AUT	AUSTRIAN	AUT								DEU	GERMANY	DEU								0	046	046	04	1	7.0	2	1	2	-4.9800796812749	1	France	FR	FR		46	2	FR	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220824124500	https://www.presstv.ir/Detail/2022/08/24/687938/Iran-AEOI--Mohammad-Eslami-Israel-psychological-warfare-destroy-nuclear-program-IAEA-accusations
1059972315	20210824	202108	2021	2021.6411	AUT	AUSTRIA	AUT								FRA	FRANCE	FRA								0	046	046	04	1	7.0	2	1	2	-4.9800796812749	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	1	China	CH	CH		35	105	CH	1	Germany	GM	GM		51.5	10.5	GM	20220824124500	https://www.presstv.ir/Detail/2022/08/24/687938/Iran-AEOI--Mohammad-Eslami-Israel-psychological-warfare-destroy-nuclear-program-IAEA-accusations
1059972316	20210824	202108	2021	2021.6411	AUT	AUSTRIAN	AUT								FRA	FRANCE	FRA								0	046	046	04	1	7.0	6	1	6	-4.9800796812749	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	1	France	FR	FR		46	2	FR	1	Germany	GM	GM		51.5	10.5	GM	20220824124500	https://www.presstv.ir/Detail/2022/08/24/687938/Iran-AEOI--Mohammad-Eslami-Israel-psychological-warfare-destroy-nuclear-program-IAEA-accusations
1059972317	20210824	202108	2021	2021.6411	AUT	AUSTRIAN	AUT								FRA	FRANCE	FRA								0	046	046	04	1	7.0	2	1	2	-4.9800796812749	1	France	FR	FR		46	2	FR	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Russia	RS	RS		60	100	RS	20220824124500	https://www.presstv.ir/Detail/2022/08/24/687938/Iran-AEOI--Mohammad-Eslami-Israel-psychological-warfare-destroy-nuclear-program-IAEA-accusations
