1060042626	20220824	202208	2022	2022.6411											BUS	CONGLOMERATE						BUS			1	045	045	04	1	5.0	6	1	6	5.96252129471891	0								1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20220824214500	https://www.cinemablend.com/television/nina-dobrevs-reel-of-sarah-hyland-and-wells-adams-wedding-shows-her-shaun-white-and-other-celeb-friends-having-a-blast
1060042627	20220824	202208	2022	2022.6411											BUS	EMPLOYER						BUS			0	050	050	05	1	3.5	3	1	3	5.88235294117647	0								3	Williamsburg, New York, United States	US	USNY	NY047	40.7143	-73.9535	971314	3	Williamsburg, New York, United States	US	USNY	NY047	40.7143	-73.9535	971314	20220824214500	https://www.yesmagazine.org/economy/2022/08/24/immigrant-women-workers-cleaning-industry
1060042628	20220824	202208	2022	2022.6411											CAN	CANADA	CAN								1	040	040	04	1	1.0	8	1	8	1.81086519114689	0								4	Haliburton County, Ontario, Canada	CA	CA08	12654	45.0833	-78.5	-565804	4	Haliburton County, Ontario, Canada	CA	CA08	12654	45.0833	-78.5	-565804	20220824214500	https://haliburtonecho.ca/he-receive-short-term-rental-accommodation-review/
1060042629	20220824	202208	2022	2022.6411											CAN	CANADA	CAN								0	190	190	19	4	-10.0	1	1	1	-9.24092409240924	0								4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	4	Okotoks, Alberta, Canada	CA	CA01	12525	50.7167	-113.967	-570583	20220824214500	https://calgaryherald.com:443/news/crime/accused-in-okotoks-hunting-mishap-which-blinded-victim-misses-sentencing-date
1060042630	20220824	202208	2022	2022.6411											CAN	CANADA	CAN								0	190	190	19	4	-10.0	1	1	1	-9.24092409240924	0								4	Okotoks, Alberta, Canada	CA	CA01	12525	50.7167	-113.967	-570583	4	Okotoks, Alberta, Canada	CA	CA01	12525	50.7167	-113.967	-570583	20220824214500	https://calgaryherald.com:443/news/crime/accused-in-okotoks-hunting-mishap-which-blinded-victim-misses-sentencing-date
1060042631	20220824	202208	2022	2022.6411											CANGOVBUS	DAVID DODGE	CAN					GOV	BUS		0	042	042	04	1	1.9	5	1	5	0.2776235424764	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20220824214500	https://www.nationalobserver.com/2021/08/09/living-green-dream-sustainable-housing-edmonton
1060042632	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	020	020	02	1	3.0	10	1	10	-2.30769230769231	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20220824214500	http://www.deccanchronicle.com/nation/politics/250822/hc-asks-telangana-police-to-explain-ban-on-bandis-yatra.html
1060042633	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	020	020	02	1	3.0	8	1	8	-2.30769230769231	0								4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	20220824214500	http://www.deccanchronicle.com/nation/politics/250822/hc-asks-telangana-police-to-explain-ban-on-bandis-yatra.html
1060042634	20220824	202208	2022	2022.6411											COP	PRISON						COP			1	042	042	04	1	1.9	2	1	2	-11.7486338797815	0								3	Franklin County, Arkansas, United States	US	USAR		35.5501	-93.8669	66853	3	Franklin County, Arkansas, United States	US	USAR		35.5501	-93.8669	66853	20220824214500	https://arktimes.com/arkansas-blog/2022/08/24/crawford-county-deputy-suspended-for-brutal-beating-already-had-multiple-complaints-against-him
1060042635	20220824	202208	2022	2022.6411											COP	POLICE CHIEF						COP			0	043	043	04	1	2.8	6	1	6	-1.59362549800797	0								3	Dekalb, Ohio, United States	US	USOH	OH033	40.8926	-82.7727	1064520	3	Dekalb, Ohio, United States	US	USOH	OH033	40.8926	-82.7727	1064520	20220824214500	https://www.kpcnews.com/thestar/article_1885e472-ee25-5ddc-82af-1aa70528f306.html
1060042636	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	043	043	04	1	2.8	1	1	1	-3.86363636363636	0								3	Galveston, Texas, United States	US	USTX	TX167	29.3014	-94.7978	1377745	3	Galveston, Texas, United States	US	USTX	TX167	29.3014	-94.7978	1377745	20220824214500	https://www.washingtonexaminer.com/policy/immigration/texas-lawyer-posed-as-judge-arrested-human-smuggling
1060042637	20220824	202208	2022	2022.6411											COP	PRISON						COP			1	114	114	11	3	-2.0	2	1	2	-11.7486338797815	0								3	Franklin County, Arkansas, United States	US	USAR		35.5501	-93.8669	66853	3	Franklin County, Arkansas, United States	US	USAR		35.5501	-93.8669	66853	20220824214500	https://arktimes.com/arkansas-blog/2022/08/24/crawford-county-deputy-suspended-for-brutal-beating-already-had-multiple-complaints-against-him
1060042638	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	172	172	17	4	-5.0	2	1	2	-2.30769230769231	0								4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20220824214500	http://www.deccanchronicle.com/nation/politics/250822/hc-asks-telangana-police-to-explain-ban-on-bandis-yatra.html
1060042639	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	172	172	17	4	-5.0	6	1	6	-2.30769230769231	0								4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	20220824214500	http://www.deccanchronicle.com/nation/politics/250822/hc-asks-telangana-police-to-explain-ban-on-bandis-yatra.html
1060042640	20220824	202208	2022	2022.6411											CVL	NEIGHBORHOOD						CVL			0	031	031	03	1	5.2	3	1	3	-2.3945267958951	0								3	Hunters Point, California, United States	US	USCA		37.7244	-122.369	225794	3	Hunters Point, California, United States	US	USCA		37.7244	-122.369	225794	20220824214500	https://www.sfchronicle.com/sf/article/Castro-merchants-threaten-to-stop-paying-taxes-if-17395928.php
1060042641	20220824	202208	2022	2022.6411											CVL	NEIGHBORHOOD						CVL			0	031	031	03	1	5.2	2	1	2	-2.3945267958951	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20220824214500	https://www.sfchronicle.com/sf/article/Castro-merchants-threaten-to-stop-paying-taxes-if-17395928.php
1060042642	20220824	202208	2022	2022.6411											CVL	HUNTER						CVL			1	043	043	04	1	2.8	3	1	3	-5.41044776119403	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220824214500	https://www.medpagetoday.com/special-reports/features/100380
1060042643	20220824	202208	2022	2022.6411											CVL	SETTLEMENT						CVL			0	050	050	05	1	3.5	2	1	2	-5.64102564102564	0								3	Greenwich Village, New York, United States	US	USNY		40.7284	-74.0029	951781	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824214500	https://www.nytimes.com/2022/08/24/dining/mario-batali-sexual-misconduct-lawsuits-settles.html
1060042644	20220824	202208	2022	2022.6411											CVL	POPULATION						CVL			0	130	130	13	3	-4.4	10	1	10	-3.57675111773473	0								1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20220824214500	https://www.businessdailyafrica.com/bd/corporate/health/ku-to-host-regional-health-hub-3925402
1060042645	20220824	202208	2022	2022.6411											DEUGOV	STUTTGART	DEU					GOV			1	036	036	03	1	4.0	10	1	10	0	0								0								0								20220824214500	https://www.stuttgartdailyleader.com/planning-commission-approves-rezoning-of-south-timber-following-public-hearing-at-august-meeting/
1060042646	20220824	202208	2022	2022.6411											DEUGOV	STUTTGART	DEU					GOV			1	046	046	04	1	7.0	20	1	10	0	0								0								0								20220824214500	https://www.stuttgartdailyleader.com/planning-commission-approves-rezoning-of-south-timber-following-public-hearing-at-august-meeting/
1060042647	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			0	040	040	04	1	1.0	10	1	10	-1.51975683890577	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20220824214500	https://www.sunjournal.com/2022/08/24/want-to-borrow-gender-queer-from-your-local-library-you-may-have-to-get-in-line/
1060042648	20220824	202208	2022	2022.6411											EDU	STUDENT						EDU			1	043	043	04	1	2.8	1	1	1	4.37956204379562	0								3	Chapel Hill, North Carolina, United States	US	USNC		35.9429	-82.7088	1019601	3	Chapel Hill, North Carolina, United States	US	USNC		35.9429	-82.7088	1019601	20220824214500	https://today.duke.edu/2022/08/julian-robertson-benefactor-robertson-scholars-program-dies-age-90
1060042649	20220824	202208	2022	2022.6411											EDU	COLLEGE						EDU			0	043	043	04	1	2.8	10	1	10	1.70068027210884	0								3	Bishop State Community College, Alabama, United States	US	USAL		30.6949	-88.0561	143702	3	Bishop State Community College, Alabama, United States	US	USAL		30.6949	-88.0561	143702	20220824214500	https://yellowhammernews.com/guests-alabamas-online-students-met-the-covid-challenge-and-took-great-steps-toward-their-future/
1060042650	20220824	202208	2022	2022.6411											EDU	STUDENT						EDU			1	051	051	05	1	3.4	10	1	10	5.28169014084507	0								3	Winona County, Minnesota, United States	US	USMN		43.9666	-91.7668	659529	3	Winona County, Minnesota, United States	US	USMN		43.9666	-91.7668	659529	20220824214500	https://www.winonapost.com/opinion/celebrating-the-past-year-looking-forward-to-the-next/article_fdc716ce-23d4-11ed-9ea6-7784681affc7.html
1060042651	20220824	202208	2022	2022.6411											EDU	UNIVERSITY						EDU			0	100	100	10	3	-5.0	3	1	3	-3.57675111773473	0								1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20220824214500	https://www.businessdailyafrica.com/bd/corporate/health/ku-to-host-regional-health-hub-3925402
1060042652	20220824	202208	2022	2022.6411											FRAMTQ	MARTINIQUE	FRA								0	190	190	19	4	-10.0	2	1	2	-8.52475752935171	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20220824214500	https://www.dailymail.co.uk/news/article-11143067/Scientists-warn-1-6-chance-mega-volcano-eruption-century.html
1060042653	20220824	202208	2022	2022.6411											FRAMTQ	MARTINIQUE	FRA								0	190	190	19	4	-10.0	2	1	2	-8.52475752935171	0								4	Armero, Tolima, Colombia	CO	CO28	14322	5.03103	-74.8868	-577597	4	Armero, Tolima, Colombia	CO	CO28	14322	5.03103	-74.8868	-577597	20220824214500	https://www.dailymail.co.uk/news/article-11143067/Scientists-warn-1-6-chance-mega-volcano-eruption-century.html
1060042654	20220824	202208	2022	2022.6411											GOV	MINIST						GOV			0	010	010	01	1	0.0	3	1	3	-6.02189781021898	0								4	Clyde River, Nunavut, Canada	CA	CA14	25042	70.45	-68.5667	-562763	4	Clyde River, Nunavut, Canada	CA	CA14	25042	70.45	-68.5667	-562763	20220824214500	https://www.theepochtimes.com/conservative-ag-critic-says-allegations-of-federal-agents-trespassing-on-sask-farmland-disgusting_4687011.html
1060042655	20220824	202208	2022	2022.6411											GOV	MINIST						GOV			0	020	020	02	1	3.0	3	1	3	-6.02189781021898	0								4	Clyde River, Nunavut, Canada	CA	CA14	25042	70.45	-68.5667	-562763	4	Clyde River, Nunavut, Canada	CA	CA14	25042	70.45	-68.5667	-562763	20220824214500	https://www.theepochtimes.com/conservative-ag-critic-says-allegations-of-federal-agents-trespassing-on-sask-farmland-disgusting_4687011.html
1060042656	20220824	202208	2022	2022.6411											GOV	CHIEF MINISTER						GOV			1	046	046	04	1	7.0	10	1	10	-4.78468899521531	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20220824214500	https://www.deccanchronicle.com/nation/politics/240822/kcr-likely-to-vent-ire-on-hate-speeches-today.html
1060042657	20220824	202208	2022	2022.6411											GOV	ADMINISTRATION						GOV			0	080	080	08	2	5.0	20	4	20	-4.4701331037379	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20220824214500	https://www.chron.com/news/article/Legality-of-student-loan-plan-relies-on-pandemic-17396026.php
1060042658	20220824	202208	2022	2022.6411											GOV	CHIEF MINISTER						GOV			1	1123	112	11	3	-2.0	1	1	1	-8.30769230769231	0								4	Karimnagar, Andhra Pradesh, India	IN	IN02	17568	18.4333	79.15	-2099805	4	Karimnagar, Andhra Pradesh, India	IN	IN02	17568	18.4333	79.15	-2099805	20220824214500	http://www.deccanchronicle.com/nation/politics/240822/bjp-stages-protests-against-arrest-of-leaders-across-telangana.html
1060042659	20220824	202208	2022	2022.6411											GOV	CHIEF MINISTER						GOV			1	1123	112	11	3	-2.0	4	1	4	-8.30769230769231	0								5	Madhya Pradesh, Madhya Pradesh, India	IN	IN35	17744	23.5	78.5	-2103026	5	Madhya Pradesh, Madhya Pradesh, India	IN	IN35	17744	23.5	78.5	-2103026	20220824214500	http://www.deccanchronicle.com/nation/politics/240822/bjp-stages-protests-against-arrest-of-leaders-across-telangana.html
1060042660	20220824	202208	2022	2022.6411											GOVEDU	DEPARTMENT OF EDUCATION						GOV	EDU		1	036	036	03	1	4.0	5	1	5	5.30785562632697	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824214500	https://www.nbcnewyork.com/news/national-international/biden-plan-will-forgive-thousands-in-student-loans-for-many-borrowers-heres-what-to-know/3837277/
1060042661	20220824	202208	2022	2022.6411											HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	10	1	10	-2.69360269360269	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220824214500	https://timesofindia.indiatimes.com/india/chemotherapy-at-home-doctors-debate-its-safety/articleshow/93762875.cms
1060042662	20220824	202208	2022	2022.6411											IND	RAJASTHAN	IND								1	036	036	03	1	4.0	10	1	10	2.13903743315508	0								4	Rohat, Rajasthan, India	IN	IN24	17855	25.95	73.1333	-2109507	4	Rohat, Rajasthan, India	IN	IN24	17855	25.95	73.1333	-2109507	20220824214500	https://www.prokerala.com/news/articles/a1338585.html
1060042663	20220824	202208	2022	2022.6411											IRL	CORK	IRL								1	042	042	04	1	1.9	10	1	10	0.98360655737705	0								1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220824214500	https://www.newstalk.com/news/in-pictures-thousands-mark-ukraine-independence-day-in-dublin-1375788
1060042664	20220824	202208	2022	2022.6411											ISL	ICELAND	ISL								0	080	080	08	2	5.0	4	1	4	-8.52475752935171	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20220824214500	https://www.dailymail.co.uk/news/article-11143067/Scientists-warn-1-6-chance-mega-volcano-eruption-century.html
1060042665	20220824	202208	2022	2022.6411											ISL	ICELAND	ISL								0	080	080	08	2	5.0	6	1	6	-8.52475752935171	0								4	Armero, Tolima, Colombia	CO	CO28	14322	5.03103	-74.8868	-577597	4	Armero, Tolima, Colombia	CO	CO28	14322	5.03103	-74.8868	-577597	20220824214500	https://www.dailymail.co.uk/news/article-11143067/Scientists-warn-1-6-chance-mega-volcano-eruption-century.html
1060042666	20220824	202208	2022	2022.6411											ISR	ISRAEL	ISR								0	042	042	04	1	1.9	10	1	10	-1.93423597678917	0								4	Hebron, Israel (general), Israel	IS	IS00	18315	31.5333	35.1	-793097	4	Hebron, Israel (general), Israel	IS	IS00	18315	31.5333	35.1	-793097	20220824214500	https://www.israelnationalnews.com/news/358692
1060042667	20220824	202208	2022	2022.6411											ISRGOVMIL	ISRAEL	ISR					GOV	MIL		1	040	040	04	1	1.0	2	1	2	-0.73529411764706	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220824214500	https://www.israelnationalnews.com/news/358697
1060042668	20220824	202208	2022	2022.6411											JUD	COUNSEL						JUD			1	043	043	04	1	2.8	3	1	3	-9.24092409240924	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	20220824214500	https://calgaryherald.com:443/news/crime/accused-in-okotoks-hunting-mishap-which-blinded-victim-misses-sentencing-date
1060042669	20220824	202208	2022	2022.6411											KEN	KENYA	KEN								1	036	036	03	1	4.0	5	1	5	-1.01936799184505	0								1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20220824214500	https://www.stuff.co.nz/travel/news/129658964/from-manawat-to-mombasa-the-kiwi-plane-that-wont-die-begins-its-final-chapter
1060042670	20220824	202208	2022	2022.6411											KEN	KENYA	KEN								0	040	040	04	1	1.0	10	1	10	-3.57675111773473	0								1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20220824214500	https://www.businessdailyafrica.com/bd/corporate/health/ku-to-host-regional-health-hub-3925402
1060042671	20220824	202208	2022	2022.6411											MDV	MALE	MDV								1	130	130	13	3	-4.4	10	1	10	-6.72268907563025	0								1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20220824214500	https://www.dailymail.co.uk/news/article-11142905/Girl-13-two-accomplices-14-arrested-robbery-threatening-two-male-vendors.html
1060042672	20220824	202208	2022	2022.6411											MDV	MALE	MDV								1	173	173	17	4	-5.0	10	1	10	-6.72268907563025	0								1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20220824214500	https://www.dailymail.co.uk/news/article-11142905/Girl-13-two-accomplices-14-arrested-robbery-threatening-two-male-vendors.html
1060042673	20220824	202208	2022	2022.6411											MED	MEDIA						MED			1	051	051	05	1	3.4	6	1	6	0.84269662921348	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220824214500	http://www.msn.com/en-us/lifestyle/shopping/kim-kardashian-gives-extraterrestrial-energy-while-modeling-to-beyonce-s-alien-superstar-in-sparkling-bodysuit-wrap-around-heels/ar-AA113OrT
1060042674	20220824	202208	2022	2022.6411											NZL	NEW ZEALAND	NZL								0	087	087	08	2	9.0	10	1	10	-1.01936799184505	0								4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20220824214500	https://www.stuff.co.nz/travel/news/129658964/from-manawat-to-mombasa-the-kiwi-plane-that-wont-die-begins-its-final-chapter
1060042675	20220824	202208	2022	2022.6411											OPP	REFORMIST						OPP			1	081	081	08	2	5.0	5	1	5	-5.64971751412429	0								5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20220824214500	https://timesofindia.indiatimes.com/india/kerala-judge-who-made-controversial-remarks-shifted/articleshow/93762920.cms
1060042676	20220824	202208	2022	2022.6411											OPP	ACTIVIST						OPP			1	145	145	14	3	-7.5	10	1	10	-3.99002493765586	0								3	Pacific Beach, California, United States	US	USCA		32.7978	-117.24	1661167	3	Pacific Beach, California, United States	US	USCA		32.7978	-117.24	1661167	20220824214500	https://www.sandiegoreader.com/news/2022/aug/24/feature-protecting-peace/
1060042677	20220824	202208	2022	2022.6411											RUS	MOSCOW	RUS								1	042	042	04	1	1.9	3	1	3	-9.24092409240924	0								4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	20220824214500	https://calgaryherald.com:443/news/crime/accused-in-okotoks-hunting-mishap-which-blinded-victim-misses-sentencing-date
1060042678	20220824	202208	2022	2022.6411											SPY	INTELLIGENCE						SPY			1	020	020	02	1	3.0	8	1	8	3.24074074074075	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20220824214500	https://dailypost.ng/2022/08/24/nigeria-assures-canada-of-increased-assault-against-criminals/
1060042679	20220824	202208	2022	2022.6411											SPY	INTELLIGENCE						SPY			0	042	042	04	1	1.9	10	1	10	-0.13821700069108	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824214500	https://www.expressnews.com/sa-inc/article/Rackspace-sell-Wall-Street-17395462.php
1060042680	20220824	202208	2022	2022.6411											UAF	TERRORIST						UAF			1	051	051	05	1	3.4	10	1	10	-1.93423597678917	0								4	Hebron, Israel (general), Israel	IS	IS00	18315	31.5333	35.1	-793097	4	Hebron, Israel (general), Israel	IS	IS00	18315	31.5333	35.1	-793097	20220824214500	https://www.israelnationalnews.com/news/358692
1060042681	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	036	036	03	1	4.0	2	1	2	-1.64233576642335	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Springfield, Illinois, United States	US	USIL	IL167	39.8017	-89.6437	426595	20220824214500	http://bpnews.net/multi_author/meredith-flynn/
