1060045619	20210824	202108	2021	2021.6411	BHS	BAHAMIAN	BHS								BHSGOV	BAHAMIAN	BHS					GOV			1	010	010	01	1	0.0	2	1	2	-12.5	4	Guinchos Cay, Bahamas, The (general), Bahamas, The	BF	BF00	5747	22.75	-78.1	-1543400	4	Guinchos Cay, Bahamas, The (general), Bahamas, The	BF	BF00	5747	22.75	-78.1	-1543400	4	Guinchos Cay, Bahamas, The (general), Bahamas, The	BF	BF00	5747	22.75	-78.1	-1543400	20220824221500	http://jamaica-star.com/article/news/20220824/bahamas-detains-more-100-illegal-haitian-migrants
1060045620	20210824	202108	2021	2021.6411	BHS	BAHAMIAN	BHS								HTICVL	HAITIAN	HTI					CVL			1	173	173	17	4	-5.0	2	1	2	-12.5	4	Guinchos Cay, Bahamas, The (general), Bahamas, The	BF	BF00	5747	22.75	-78.1	-1543400	1	Haiti	HA	HA		19	-72.416667	HA	1	Haiti	HA	HA		19	-72.416667	HA	20220824221500	http://jamaica-star.com/article/news/20220824/bahamas-detains-more-100-illegal-haitian-migrants
1060045621	20210824	202108	2021	2021.6411	GOV	AUTHORITIES						GOV			BHS	BAHAMIAN	BHS								1	010	010	01	1	0.0	4	1	4	-12.5	4	Guinchos Cay, Bahamas, The (general), Bahamas, The	BF	BF00	5747	22.75	-78.1	-1543400	4	Guinchos Cay, Bahamas, The (general), Bahamas, The	BF	BF00	5747	22.75	-78.1	-1543400	4	Guinchos Cay, Bahamas, The (general), Bahamas, The	BF	BF00	5747	22.75	-78.1	-1543400	20220824221500	http://jamaica-star.com/article/news/20220824/bahamas-detains-more-100-illegal-haitian-migrants
1060045622	20210824	202108	2021	2021.6411	GOV	AUTHORITIES						GOV			HTI	HAITIAN	HTI								1	173	173	17	4	-5.0	2	1	2	-12.5	4	Guinchos Cay, Bahamas, The (general), Bahamas, The	BF	BF00	5747	22.75	-78.1	-1543400	1	Haiti	HA	HA		19	-72.416667	HA	1	Haiti	HA	HA		19	-72.416667	HA	20220824221500	http://jamaica-star.com/article/news/20220824/bahamas-detains-more-100-illegal-haitian-migrants
1060045623	20210824	202108	2021	2021.6411	GOV	AUTHORITIES						GOV			HTICVL	HAITI	HTI					CVL			1	173	173	17	4	-5.0	2	1	2	-12.5	4	Guinchos Cay, Bahamas, The (general), Bahamas, The	BF	BF00	5747	22.75	-78.1	-1543400	1	Haiti	HA	HA		19	-72.416667	HA	1	Haiti	HA	HA		19	-72.416667	HA	20220824221500	http://jamaica-star.com/article/news/20220824/bahamas-detains-more-100-illegal-haitian-migrants
1060045624	20210824	202108	2021	2021.6411	JUD	COURT JUDGE						JUD													1	120	120	12	3	-4.0	2	1	2	-7.31707317073173	3	Westmoreland County, Pennsylvania, United States	US	USPA	PA129	40.6253	-79.625	1209191	0								3	Westmoreland County, Pennsylvania, United States	US	USPA		40.6253	-79.625	1209191	20220824221500	https://triblive.com/local/westmoreland/mt-pleasant-womans-appeal-of-human-trafficking-conviction-rejected/
1060045625	20210824	202108	2021	2021.6411	JUD	COURT JUDGE						JUD													1	1241	124	12	3	-4.0	2	1	2	-7.31707317073173	3	Westmoreland County, Pennsylvania, United States	US	USPA	PA129	40.6253	-79.625	1209191	0								3	Westmoreland County, Pennsylvania, United States	US	USPA		40.6253	-79.625	1209191	20220824221500	https://triblive.com/local/westmoreland/mt-pleasant-womans-appeal-of-human-trafficking-conviction-rejected/
1060045626	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA																		1	120	120	12	3	-4.0	2	1	2	-7.31707317073173	3	Westmoreland County, Pennsylvania, United States	US	USPA	PA129	40.6253	-79.625	1209191	0								3	Murrysville, Pennsylvania, United States	US	USPA	PA129	40.4284	-79.6975	1182110	20220824221500	https://triblive.com/local/westmoreland/mt-pleasant-womans-appeal-of-human-trafficking-conviction-rejected/
1060045627	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA																		1	120	120	12	3	-4.0	6	1	6	-7.31707317073173	3	Westmoreland County, Pennsylvania, United States	US	USPA	PA129	40.6253	-79.625	1209191	0								3	Westmoreland County, Pennsylvania, United States	US	USPA		40.6253	-79.625	1209191	20220824221500	https://triblive.com/local/westmoreland/mt-pleasant-womans-appeal-of-human-trafficking-conviction-rejected/
1060045628	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA								JUD	COURT JUDGE						JUD			1	1241	124	12	3	-4.0	4	1	4	-7.31707317073173	3	Westmoreland County, Pennsylvania, United States	US	USPA	PA129	40.6253	-79.625	1209191	3	Westmoreland County, Pennsylvania, United States	US	USPA		40.6253	-79.625	1209191	3	Westmoreland County, Pennsylvania, United States	US	USPA		40.6253	-79.625	1209191	20220824221500	https://triblive.com/local/westmoreland/mt-pleasant-womans-appeal-of-human-trafficking-conviction-rejected/
1060045629	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA								JUD	COURT JUDGE						JUD			1	1241	124	12	3	-4.0	2	1	2	-7.31707317073173	1	China	CH	CH		35	105	CH	3	Westmoreland County, Pennsylvania, United States	US	USPA		40.6253	-79.625	1209191	3	Westmoreland County, Pennsylvania, United States	US	USPA		40.6253	-79.625	1209191	20220824221500	https://triblive.com/local/westmoreland/mt-pleasant-womans-appeal-of-human-trafficking-conviction-rejected/
1060045630	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA								USAJUD	UNITED STATES	USA					JUD			1	1241	124	12	3	-4.0	2	1	2	-7.31707317073173	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20220824221500	https://triblive.com/local/westmoreland/mt-pleasant-womans-appeal-of-human-trafficking-conviction-rejected/
1060045631	20220725	202207	2022	2022.5616											USA	NEW JERSEY	USA								1	036	036	03	1	4.0	20	1	10	-4.15584415584415	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20220824221500	https://www.mynbc5.com/article/new-york-officials-seize-more-than-6000-illegal-guns/40983372
1060045632	20220725	202207	2022	2022.5616											USAGOV	US GOVERNMENT	USA					GOV			0	051	051	05	1	3.4	8	1	8	-5.8091286307054	0								3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20220824221500	https://www.channel3000.com/i/the-5-key-takeaways-from-the-twitter-whistleblower/
1060045633	20220725	202207	2022	2022.5616	BUSEDU	BANK						BUS	EDU		NZL	NEW ZEALANDER	NZL								1	010	010	01	1	0.0	10	1	10	-1.03896103896104	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20220824221500	https://www.stuff.co.nz/business/money/300670567/housing-confidence-cracked-economists-surprised-it-took-so-long
1060045634	20220725	202207	2022	2022.5616	ITA	ITALY	ITA								USA	UNITED STATES	USA								0	1712	171	17	4	-9.2	2	1	2	-3.85887541345094	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824221500	https://georgiarecorder.com/brief/transgender-connection-to-marjorie-taylor-greene-swatting-call-unclear-as-police-investigate/
1060045635	20220725	202207	2022	2022.5616	ITA	ITALY	ITA								USA	UNITED STATES	USA								0	190	190	19	4	-10.0	2	1	2	-3.85887541345094	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20220824221500	https://georgiarecorder.com/brief/transgender-connection-to-marjorie-taylor-greene-swatting-call-unclear-as-police-investigate/
1060045636	20220725	202207	2022	2022.5616	USA	NEW JERSEY	USA																		1	036	036	03	1	4.0	20	1	10	-4.15584415584415	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20220824221500	https://www.mynbc5.com/article/new-york-officials-seize-more-than-6000-illegal-guns/40983372
1060045637	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA																		1	125	125	12	3	-5.0	2	1	2	0.92592592592593	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	0								2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20220824221500	https://journalrecord.com/2022/08/24/walmart-to-push-for-liquor-sales-in-oklahoma-grocery-stores/
1060045638	20220824	202208	2022	2022.6411											AGR	FARMER						AGR			0	043	043	04	1	2.8	2	1	2	-3.71819960861057	0								4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	20220824221500	https://www.miragenews.com/drought-hunger-and-fighting-leave-ethiopia-in-842648/
1060045639	20220824	202208	2022	2022.6411											ARG	ROSARIO	ARG								0	043	043	04	1	2.8	1	1	1	2.18712029161604	0								3	Indian River County, Florida, United States	US	USFL		27.6878	-80.5831	307624	3	Martin County, Florida, United States	US	USFL		27.0837	-80.4164	308550	20220824221500	https://www.wptv.com/news/political/elections-local/parents-voices-heard-in-palm-beach-county-school-board-election
1060045640	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			1	020	020	02	1	3.0	10	1	10	3.48162475822051	0								1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20220824221500	https://markets.financialcontent.com/stocks/article/getnews-2022-8-24-dr-clobo-launches-a-premium-app-based-family-healthcare-solution
1060045641	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			1	042	042	04	1	1.9	2	1	2	-0.60240963855422	0								4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20220824221500	https://www.streetinsider.com/Globe+Newswire/Class+1+Nickel+and+Technologies+Announces+Director+Resignation/20506646.html
1060045642	20220824	202208	2022	2022.6411											BUS	BANK						BUS			0	100	100	10	3	-5.0	10	1	10	-11.3253012048193	0								3	Springdale, Washington, United States	US	USWA	WA065	48.0574	-117.741	1526423	3	Springdale, Washington, United States	US	USWA	WA065	48.0574	-117.741	1526423	20220824221500	https://triblive.com/local/valley-news-dispatch/east-vandergrift-to-serve-up-to-5-years-in-prison-for-thefts-dui-and-disarming-of-police/
1060045643	20220824	202208	2022	2022.6411											CHN	CHINA	CHN								0	112	112	11	3	-2.0	1	1	1	-7.31707317073173	0								1	China	CH	CH		35	105	CH	3	Westmoreland County, Pennsylvania, United States	US	USPA		40.6253	-79.625	1209191	20220824221500	https://triblive.com/local/westmoreland/mt-pleasant-womans-appeal-of-human-trafficking-conviction-rejected/
1060045644	20220824	202208	2022	2022.6411											COP	POLICE						COP			0	0841	084	08	2	7.0	10	1	10	-6.98412698412699	0								4	Entebbe, Wakiso, Uganda	UG	UG96	18585	0.064444	32.4469	-1727789	4	Entebbe, Wakiso, Uganda	UG	UG96	18585	0.064444	32.4469	-1727789	20220824221500	https://www.observer.ug/news/headlines/74900-police-constable-shoots-wife-dead-self-in-maracha
1060045645	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	1823	182	18	4	-10.0	6	1	6	-3.3003300330033	0								3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	20220824221500	https://www.wtsp.com/article/news/local/hillsboroughcounty/1994-tampa-murder-brian-schuch/67-e6c8a4be-425f-4601-ac3c-785b12bdcc81
1060045646	20220824	202208	2022	2022.6411											CVL	COMMUNITY						CVL			1	014	014	01	1	0.0	3	1	3	-5.33333333333333	0								5	Northwest Territories, Northwest Territories, Canada	CA	CA13	25042	65	-118	-570392	5	Northwest Territories, Northwest Territories, Canada	CA	CA13	25042	65	-118	-570392	20220824221500	https://www.thompsoncitizen.net/national-news/nwts-2022-wildfire-season-has-nearly-doubled-five-year-average-for-area-burned-5736449
1060045647	20220824	202208	2022	2022.6411											CVL	COMMUNITY						CVL			0	021	021	02	1	3.4	6	1	6	1.02941176470589	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824221500	https://muscatinejournal.com/muscatine/news/local/muscatine-action-committee-invites-residents-to-meet-incoming-refugee-family/article_b72371b1-d5fa-5966-a672-839e78029044.html
1060045648	20220824	202208	2022	2022.6411											CVL	HIKER						CVL			0	046	046	04	1	7.0	6	1	6	-2.39334027055151	0								3	Storm Peak, Colorado, United States	US	USCO		37.6869	-108.088	176805	3	Storm Peak, Colorado, United States	US	USCO		37.6869	-108.088	176805	20220824221500	https://www.steamboatpilot.com/news/rerouting-only-paved-portion-of-continental-divide-trail-in-colorado-is-continued-challenge/
1060045649	20220824	202208	2022	2022.6411											CVL	VOTER						CVL			1	056	056	05	1	7.0	5	1	5	0.618238021638329	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824221500	https://news.duke.edu/stories/2022/08/24/news-tip-loan-relief-could-change-lives-but-also-could-have-been-bigger-expert-says/
1060045650	20220824	202208	2022	2022.6411											DMA	DOMINICA	DMA								1	020	020	02	1	3.0	10	1	10	2.26086956521739	0								4	Sugar Loaf, Dominica (general), Dominica	DO	DO00	15286	15.5708	-61.4542	54613	4	Sugar Loaf, Dominica (general), Dominica	DO	DO00	15286	15.5708	-61.4542	54613	20220824221500	https://dominicanewsonline.com/news/announcements/general-announcements/announcement-request-for-expression-of-interest-geothermal-risk-mitigation-project-procurement-of-goods-and-works/
