1059976506	20210824	202108	2021	2021.6411											BRA	BRAZIL	BRA								0	080	080	08	2	5.0	4	1	4	-3.08076602830975	0								4	Santos Dumont, Estado de Mato Grosso, Brazil	BR	BR14	10625	-13.45	-60.4333	-669881	4	Congonhas, SãPaulo, Brazil	BR	BR27	11551	-23.7274	-47.8115	10942658	20220824131500	https://centreforaviation.com/analysis/reports/aena-wins-another-group-of-brazilian-airports-in-the-latest-concession-round-619975
1059976507	20210824	202108	2021	2021.6411	AFG	AFGHAN	AFG								USAMIL	AMERICAN TROOPS	USA					MIL			1	192	192	19	4	-9.5	2	1	2	-4.03877221324717	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220824131500	https://www.middleeasteye.net/news/afghanistan-refugees-protest-uae-uncertainty-prison-like-conditions
1059976508	20210824	202108	2021	2021.6411	CUB	CUBAN	CUB								USA	THE US	USA								0	042	042	04	1	1.9	2	1	2	-1.75438596491228	1	Mexico	MX	MX		23	-102	MX	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20220824131500	https://kyma.com/news/2022/08/24/cruise-ship-rescues-cuban-migrants-stranded-at-sea-2/
1059976509	20210824	202108	2021	2021.6411	GOV	MINIST						GOV			IND	NEW DELHI	IND								0	036	036	03	1	4.0	12	2	12	0	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824131500	https://www.bignewsnetwork.com/news/272664619/sco-member-states-must-fight-terrorism-together-rajnath-singh-during-defence-ministers-meet-in-uzbekistan
1059976510	20210824	202108	2021	2021.6411	GOV	MINIST						GOV			UZB	UZBEKISTAN	UZB								0	036	036	03	1	4.0	8	2	8	0	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824131500	https://www.bignewsnetwork.com/news/272664619/sco-member-states-must-fight-terrorism-together-rajnath-singh-during-defence-ministers-meet-in-uzbekistan
1059976511	20210824	202108	2021	2021.6411	GOV	MINIST						GOV			UZB	UZBEKISTAN	UZB								0	043	043	04	1	2.8	8	2	8	0	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824131500	https://www.bignewsnetwork.com/news/272664619/sco-member-states-must-fight-terrorism-together-rajnath-singh-during-defence-ministers-meet-in-uzbekistan
1059976512	20210824	202108	2021	2021.6411	IND	NEW DELHI	IND								UZB	UZBEKISTAN	UZB								0	043	043	04	1	2.8	8	2	8	0	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824131500	https://www.bignewsnetwork.com/news/272664619/sco-member-states-must-fight-terrorism-together-rajnath-singh-during-defence-ministers-meet-in-uzbekistan
1059976513	20210824	202108	2021	2021.6411	KGZ	BISHKEK	KGZ								LKA	SRI LANKA	LKA								1	020	020	02	1	3.0	8	1	8	1.67865707434053	4	Bishkek, Bishkek, Kyrgyzstan	KG	KG01	37216	42.8731	74.6003	-2331392	1	Sri Lanka	CE	CE		7	81	CE	4	Bishkek, Bishkek, Kyrgyzstan	KG	KG01	37216	42.8731	74.6003	-2331392	20220824131500	https://www.timesca.com/index.php/component/tags/tag/45-25198-uzbekistan-international-tourist-center-opened-in-samarkand
1059976514	20210824	202108	2021	2021.6411	KGZ	BISHKEK	KGZ								PER	PERU	PER								1	020	020	02	1	3.0	2	1	2	1.67865707434053	4	Bishkek, Bishkek, Kyrgyzstan	KG	KG01	37216	42.8731	74.6003	-2331392	1	Peru	PE	PE		-10	-76	PE	4	Bishkek, Bishkek, Kyrgyzstan	KG	KG01	37216	42.8731	74.6003	-2331392	20220824131500	https://www.timesca.com/index.php/component/tags/tag/45-25198-uzbekistan-international-tourist-center-opened-in-samarkand
1059976515	20210824	202108	2021	2021.6411	LBN	LEBANON	LBN								EUR	EUROPE	EUR								1	020	020	02	1	3.0	1	1	1	0	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20220824131500	https://www.wfrd.com/2022/08/24/guitarist-nikki-sixx-says-motley-crue-are-planning-more-dates-after-the-stadium-tour/
1059976516	20210824	202108	2021	2021.6411	LBN	LEBANON	LBN								EUR	EUROPE	EUR								1	020	020	02	1	3.0	1	1	1	0	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Brazil	BR	BR		-10	-55	BR	1	Lebanon	LE	LE		33.833333	35.833333	LE	20220824131500	https://www.wfrd.com/2022/08/24/guitarist-nikki-sixx-says-motley-crue-are-planning-more-dates-after-the-stadium-tour/
1059976517	20210824	202108	2021	2021.6411	LBN	LEBANON	LBN								USA	UNITED STATES	USA								1	020	020	02	1	3.0	1	1	1	0	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20220824131500	https://www.wfrd.com/2022/08/24/guitarist-nikki-sixx-says-motley-crue-are-planning-more-dates-after-the-stadium-tour/
1059976518	20210824	202108	2021	2021.6411	LBN	LEBANON	LBN								USA	UNITED STATES	USA								1	020	020	02	1	3.0	1	1	1	0	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Brazil	BR	BR		-10	-55	BR	1	Lebanon	LE	LE		33.833333	35.833333	LE	20220824131500	https://www.wfrd.com/2022/08/24/guitarist-nikki-sixx-says-motley-crue-are-planning-more-dates-after-the-stadium-tour/
1059976519	20210824	202108	2021	2021.6411	NZL	NEW ZEALAND	NZL								AUS	AUSTRALIA	AUS								0	130	130	13	3	-4.4	1	1	1	-0.57692307692308	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	United Kingdom	UK	UK		54	-4	UK	20220824131500	https://www.thegrocer.co.uk/sourcing/new-zealand-meat-industry-focused-on-asian-demand-over-uk/670767.article
1059976520	20210824	202108	2021	2021.6411	NZL	NEW ZEALAND	NZL								AUS	AUSTRALIA	AUS								0	130	130	13	3	-4.4	1	1	1	-0.57692307692308	1	New Zealand	NZ	NZ		-42	174	NZ	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220824131500	https://www.thegrocer.co.uk/sourcing/new-zealand-meat-industry-focused-on-asian-demand-over-uk/670767.article
1059976521	20210824	202108	2021	2021.6411	NZL	NEW ZEALAND	NZL								AUS	AUSTRALIA	AUS								0	130	130	13	3	-4.4	2	1	2	-0.57692307692308	1	New Zealand	NZ	NZ		-42	174	NZ	1	Australia	AS	AS		-25	135	AS	1	United Kingdom	UK	UK		54	-4	UK	20220824131500	https://www.thegrocer.co.uk/sourcing/new-zealand-meat-industry-focused-on-asian-demand-over-uk/670767.article
1059976522	20210824	202108	2021	2021.6411	NZL	NEW ZEALAND	NZL								AUS	AUSTRALIA	AUS								0	130	130	13	3	-4.4	1	1	1	-0.57692307692308	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220824131500	https://www.thegrocer.co.uk/sourcing/new-zealand-meat-industry-focused-on-asian-demand-over-uk/670767.article
1059976523	20210824	202108	2021	2021.6411	NZL	NEW ZEALAND	NZL								GBR	UNITED KINGDOM	GBR								0	061	061	06	2	6.4	1	1	1	-0.57692307692308	1	Australia	AS	AS		-25	135	AS	1	United Kingdom	UK	UK		54	-4	UK	1	New Zealand	NZ	NZ		-42	174	NZ	20220824131500	https://www.thegrocer.co.uk/sourcing/new-zealand-meat-industry-focused-on-asian-demand-over-uk/670767.article
