1059917837	20220817	202208	2022	2022.6219	RUS	RUSSIA	RUS								MIL	MILITARY						MIL			1	150	150	15	4	-7.2	4	1	4	-2.70498732037193	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20220824044500	https://www.wsws.org/en/articles/2022/08/24/xqkv-a24.html
1059917838	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA								JUD	JUDGE						JUD			0	020	020	02	1	3.0	4	1	4	-1.6140350877193	3	Palm Beach, Florida, United States	US	USFL	FL099	26.7056	-80.0364	288390	3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	20220824044500	https://www.wsws.org/en/articles/2022/08/24/liaq-a24.html
1059917839	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA								MED	MEDIA						MED			0	110	110	11	3	-2.0	4	1	4	-1.6140350877193	3	Palm Beach, Florida, United States	US	USFL	FL099	26.7056	-80.0364	288390	3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	20220824044500	https://www.wsws.org/en/articles/2022/08/24/liaq-a24.html
1059917840	20220817	202208	2022	2022.6219	USAGOV	JOE BIDEN	USA					GOV													0	071	071	07	2	7.4	2	1	2	-3.25271059216013	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								1	Brazil	BR	BR		-10	-55	BR	20220824044500	https://tucson.com/news/national/ap-news-summary-at-12-07-a-m-edt/article_797ee58b-acd4-51aa-8490-bdba69d8af3f.html
1059917841	20220817	202208	2022	2022.6219	USAGOV	JOE BIDEN	USA					GOV													0	071	071	07	2	7.4	6	1	6	-3.25271059216013	1	Brazil	BR	BR		-10	-55	BR	0								1	Brazil	BR	BR		-10	-55	BR	20220824044500	https://tucson.com/news/national/ap-news-summary-at-12-07-a-m-edt/article_797ee58b-acd4-51aa-8490-bdba69d8af3f.html
1059917842	20220817	202208	2022	2022.6219	USAGOV	JOE BIDEN	USA					GOV													0	071	071	07	2	7.4	2	1	2	-3.25271059216013	1	Ukraine	UP	UP		49	32	UP	0								1	Ukraine	UP	UP		49	32	UP	20220824044500	https://tucson.com/news/national/ap-news-summary-at-12-07-a-m-edt/article_797ee58b-acd4-51aa-8490-bdba69d8af3f.html
1059917843	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								1	112	112	11	3	-2.0	4	1	4	-5.47945205479452	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20220824044500	https://www.enca.com/news/babita-deokaran-murder-accused-return-court
1059917844	20220824	202208	2022	2022.6411											ARM	ARMENIAN	ARM								0	042	042	04	1	1.9	8	1	8	2.3522662076879	0								4	Vank, Syunik', Armenia	AM	AM08	4929	39.0489	46.2507	-2325552	4	Vank, Syunik', Armenia	AM	AM08	4929	39.0489	46.2507	-2325552	20220824044500	https://armenianweekly.com/2022/08/23/the-2022-ayf-internship-in-artsakh-eyes-opened-lives-changed/
1059917845	20220824	202208	2022	2022.6411											ARM	ARMENIAN	ARM								0	042	042	04	1	1.9	2	1	2	2.3522662076879	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824044500	https://armenianweekly.com/2022/08/23/the-2022-ayf-internship-in-artsakh-eyes-opened-lives-changed/
1059917846	20220824	202208	2022	2022.6411											AUS	AUSTRALIA	AUS								0	042	042	04	1	1.9	1	1	1	0.37878787878788	0								1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20220824044500	https://www.racenet.com.au/news/in-the-congo-set-for-melbourne-spring-campaign-to-dodge-nature-strip-in-the-everest-20220824
1059917847	20220824	202208	2022	2022.6411											AUS	AUSTRALIA	AUS								0	042	042	04	1	1.9	7	1	7	0.37878787878788	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20220824044500	https://www.racenet.com.au/news/in-the-congo-set-for-melbourne-spring-campaign-to-dodge-nature-strip-in-the-everest-20220824
1059917848	20220824	202208	2022	2022.6411											BGDMIL	BANGLADESH	BGD					MIL			1	051	051	05	1	3.4	10	1	10	1.26262626262626	0								4	Haribhanga, Bangladesh (general), Bangladesh	BG	BG00	5791	23.7167	89.5	-2721209	4	Haribhanga, Bangladesh (general), Bangladesh	BG	BG00	5791	23.7167	89.5	-2721209	20220824044500	https://www.daijiworld.com/news/newsDisplay?newsID=992549
1059917849	20220824	202208	2022	2022.6411											BGDMIL	BANGLADESH	BGD					MIL			1	0841	084	08	2	7.0	10	1	10	1.26262626262626	0								4	Haribhanga, Bangladesh (general), Bangladesh	BG	BG00	5791	23.7167	89.5	-2721209	4	Haribhanga, Bangladesh (general), Bangladesh	BG	BG00	5791	23.7167	89.5	-2721209	20220824044500	https://www.daijiworld.com/news/newsDisplay?newsID=992549
1059917850	20220824	202208	2022	2022.6411											BUS	INDUSTRY						BUS			1	046	046	04	1	7.0	3	1	3	5.47263681592039	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20220824044500	http://ptinews.com/news/13644350_BioAsia-to-be-held-in-Feb-2023-in-Hyderabad.html
1059917851	20220824	202208	2022	2022.6411											BUS	INDUSTRY						BUS			1	046	046	04	1	7.0	2	1	2	5.47263681592039	0								4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20220824044500	http://ptinews.com/news/13644350_BioAsia-to-be-held-in-Feb-2023-in-Hyderabad.html
1059917852	20220824	202208	2022	2022.6411											CAN	CANADA	CAN								1	043	043	04	1	2.8	2	1	2	-0.25252525252526	0								4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20220824044500	https://theturtleislandnews.com/index.php/2022/08/23/quebec-coroner-investigates-deaths-of-two-inuuk-women-struck-on-montreal-highways/
1059917853	20220824	202208	2022	2022.6411											CAN	CANADA	CAN								0	057	057	05	1	8.0	1	1	1	2.63522884882108	0								4	Carlton, North Yorkshire, United Kingdom	UK	UKJ7	40123	53.7	-1.01667	-2591834	4	Carlton, North Yorkshire, United Kingdom	UK	UKJ7	40123	53.7	-1.01667	-2591834	20220824044500	https://theturtleislandnews.com/index.php/2022/08/23/monument-unveiled-as-commemoration-of-the-past-and-hope-for-the-future/
1059917854	20220824	202208	2022	2022.6411											CAN	CANADA	CAN								0	057	057	05	1	8.0	1	1	1	2.63522884882108	0								4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Carlton, North Yorkshire, United Kingdom	UK	UKJ7	40123	53.7	-1.01667	-2591834	20220824044500	https://theturtleislandnews.com/index.php/2022/08/23/monument-unveiled-as-commemoration-of-the-past-and-hope-for-the-future/
1059917855	20220824	202208	2022	2022.6411											CAN	EDMONTON	CAN								0	057	057	05	1	8.0	2	1	2	2.63522884882108	0								4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	20220824044500	https://theturtleislandnews.com/index.php/2022/08/23/monument-unveiled-as-commemoration-of-the-past-and-hope-for-the-future/
1059917856	20220824	202208	2022	2022.6411											CANCOP	MONTREAL	CAN					COP			1	046	046	04	1	7.0	6	1	6	-0.25252525252526	0								4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20220824044500	https://theturtleislandnews.com/index.php/2022/08/23/quebec-coroner-investigates-deaths-of-two-inuuk-women-struck-on-montreal-highways/
1059917857	20220824	202208	2022	2022.6411											CANLEG	ALBERTA	CAN					LEG			1	057	057	05	1	8.0	10	1	10	2.63522884882108	0								4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	20220824044500	https://theturtleislandnews.com/index.php/2022/08/23/monument-unveiled-as-commemoration-of-the-past-and-hope-for-the-future/
1059917858	20220824	202208	2022	2022.6411											CHN	CHINA	CHN								1	130	130	13	3	-4.4	5	1	5	-7.81758957654723	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20220824044500	https://www.khaleejtimes.com/asia/china-warns-of-severe-threat-to-harvest-from-worst-heatwave-on-record
1059917859	20220824	202208	2022	2022.6411											COP	DETECTIVE						COP			1	040	040	04	1	1.0	5	1	5	-2.38095238095238	0								3	Montgomery County, Virginia, United States	US	USVA		37.1668	-80.3831	1674630	3	Montgomery County, Virginia, United States	US	USVA		37.1668	-80.3831	1674630	20220824044500	https://www.shorenewsnetwork.com/2022/08/24/virginia-man-charged-with-soliciting-15-year-old-girl-in-gaithersburg/
1059917860	20220824	202208	2022	2022.6411											CRM	CRIMINAL						CRM			1	030	030	03	1	4.0	10	1	10	-2.80898876404494	0								1	Guam	GQ	GQ		13.2613	145.096	GQ	1	Guam	GQ	GQ		13.2613	145.096	GQ	20220824044500	https://www.guampdn.com/news/police-look-for-man-who-robbed-yigo-shell-station-at-gunpoint/article_94764cd0-233e-11ed-9218-4f294f98e398.html
1059917861	20220824	202208	2022	2022.6411											CRM	CONVICTS						CRM			0	173	173	17	4	-5.0	4	1	4	-7.26072607260731	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20220824044500	https://bangaloremirror.indiatimes.com/news/india/bilkis-bano-case-supreme-court-agrees-to-examine-plea-against-remission-to-convicts/articleshow/93739165.cms
1059917862	20220824	202208	2022	2022.6411											CRM	GANG						CRM			0	1821	182	18	4	-9.0	4	1	4	-7.26072607260731	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20220824044500	https://bangaloremirror.indiatimes.com/news/india/bilkis-bano-case-supreme-court-agrees-to-examine-plea-against-remission-to-convicts/articleshow/93739165.cms
1059917863	20220824	202208	2022	2022.6411											CVL	ENGINEER						CVL			0	043	043	04	1	2.8	8	1	8	-4.45745159837911	0								4	Dnipro, Ukraine (general), Ukraine	UP	UP00	28557	46.4975	32.3086	-2902197	4	Dnipro, Ukraine (general), Ukraine	UP	UP00	28557	46.4975	32.3086	-2902197	20220824044500	http://www.msn.com/en-us/news/world/in-ukraine-the-zaporizhzhia-nuclear-power-plant-is-held-hostage/ar-AA10YR31
1059917864	20220824	202208	2022	2022.6411											CVL	ENGINEER						CVL			0	043	043	04	1	2.8	2	1	2	-4.45745159837911	0								4	Kakhovka, Amurskaya Oblast', Russia	RS	RS05	25032	50.7932	129.218	-2918537	4	Kakhovka, Amurskaya Oblast', Russia	RS	RS05	25032	50.7932	129.218	-2918537	20220824044500	http://www.msn.com/en-us/news/world/in-ukraine-the-zaporizhzhia-nuclear-power-plant-is-held-hostage/ar-AA10YR31
1059917865	20220824	202208	2022	2022.6411											CVL	RESIDENTS						CVL			1	190	190	19	4	-10.0	4	1	4	1.29925526273316	0								3	Bay County, Florida, United States	US	USFL		30.2085	-85.6244	295738	3	Bay County, Florida, United States	US	USFL		30.2085	-85.6244	295738	20220824044500	https://www.newsherald.com/story/news/politics/elections/2022/08/23/trumbull-wins-republican-nomination-district-2-florida-senate/7863986001/
1059917866	20220824	202208	2022	2022.6411											EDU	STUDENT						EDU			0	010	010	01	1	0.0	10	1	10	-3.07692307692308	0								4	Pelangi, Jawa Barat, Indonesia	ID	ID30	18585	-7.0575	107.742	9180500	4	Pelangi, Jawa Barat, Indonesia	ID	ID30	18585	-7.0575	107.742	9180500	20220824044500	https://www.asiaone.com/asia/muslim-scholars-urge-indonesia-look-other-way-singapore-vietnam-ease-anti-gay-laws
1059917867	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			1	020	020	02	1	3.0	2	1	2	-5.35279805352798	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220824044500	https://www.prokerala.com/news/articles/a1338314.html
1059917868	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			1	020	020	02	1	3.0	3	1	3	-5.35279805352798	0								4	Dwarka, Gujarat, India	IN	IN09	17641	22.2394	68.9678	-2095389	4	Dwarka, Gujarat, India	IN	IN09	17641	22.2394	68.9678	-2095389	20220824044500	https://www.prokerala.com/news/articles/a1338314.html
1059917869	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			1	036	036	03	1	4.0	10	1	10	-5.35279805352798	0								4	Dwarka, Gujarat, India	IN	IN09	17641	22.2394	68.9678	-2095389	4	Dwarka, Gujarat, India	IN	IN09	17641	22.2394	68.9678	-2095389	20220824044500	https://www.prokerala.com/news/articles/a1338314.html
1059917870	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	4	1	4	-5.35279805352798	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220824044500	https://www.prokerala.com/news/articles/a1338314.html
1059917871	20220824	202208	2022	2022.6411											EDU	STUDENT						EDU			0	051	051	05	1	3.4	10	1	10	-3.07692307692308	0								4	Pelangi, Jawa Barat, Indonesia	ID	ID30	18585	-7.0575	107.742	9180500	4	Pelangi, Jawa Barat, Indonesia	ID	ID30	18585	-7.0575	107.742	9180500	20220824044500	https://www.asiaone.com/asia/muslim-scholars-urge-indonesia-look-other-way-singapore-vietnam-ease-anti-gay-laws
1059917872	20220824	202208	2022	2022.6411											EDU	LECTURER						EDU			0	110	110	11	3	-2.0	10	1	10	-3.07692307692308	0								4	Pelangi, Jawa Barat, Indonesia	ID	ID30	18585	-7.0575	107.742	9180500	4	Pelangi, Jawa Barat, Indonesia	ID	ID30	18585	-7.0575	107.742	9180500	20220824044500	https://www.asiaone.com/asia/muslim-scholars-urge-indonesia-look-other-way-singapore-vietnam-ease-anti-gay-laws
1059917873	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			1	190	190	19	4	-10.0	10	1	10	-4.25531914893617	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20220824044500	https://www.tonyskansascity.com/2022/08/blue-springs-police-blast-gunman.html
1059917874	20220824	202208	2022	2022.6411											ELI	ACTOR						ELI			1	042	042	04	1	1.9	10	1	10	1.875	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20220824044500	https://www.prokerala.com/news/articles/a1338311.html
1059917875	20220824	202208	2022	2022.6411											GBR	CARDIFF	GBR								1	042	042	04	1	1.9	5	1	5	0.71942446043165	0								0								0								20220824044500	https://www.southwalesargus.co.uk/news/20715441.newport-baby-born-cardiff-central-railway-station/
1059917876	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								0	057	057	05	1	8.0	6	1	6	2.63522884882108	0								4	Carlton, North Yorkshire, United Kingdom	UK	UKJ7	40123	53.7	-1.01667	-2591834	4	Carlton, North Yorkshire, United Kingdom	UK	UKJ7	40123	53.7	-1.01667	-2591834	20220824044500	https://theturtleislandnews.com/index.php/2022/08/23/monument-unveiled-as-commemoration-of-the-past-and-hope-for-the-future/
1059917877	20220824	202208	2022	2022.6411											GOV	PRIME MINISTER						GOV			1	036	036	03	1	4.0	5	1	5	0	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20220824044500	https://www.teletrader.com/japan-to-build-new-nuclear-power-plants-report/news/details/58488868
1059917878	20220824	202208	2022	2022.6411											GOV	GOVERNMENT						GOV			0	040	040	04	1	1.0	2	1	2	-3.52716873212584	0								4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Muthurajawela, Western, Sri Lanka	CE	CE36	25852	7.03333	79.8667	-2229708	20220824044500	https://www.wsws.org/en/articles/2022/08/24/rbbk-a24.html
1059917879	20220824	202208	2022	2022.6411											GOV	GOVERNMENT						GOV			0	040	040	04	1	1.0	8	1	8	-3.52716873212584	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20220824044500	https://www.wsws.org/en/articles/2022/08/24/rbbk-a24.html
1059917880	20220824	202208	2022	2022.6411											GOV	PRIME MINISTER						GOV			1	043	043	04	1	2.8	6	1	6	-4.91228070175438	0								4	Ferozepur, Punjab, Pakistan	PK	PK04	40381	30.2186	73.3011	-2760142	4	Ferozepur, Punjab, Pakistan	PK	PK04	40381	30.2186	73.3011	-2760142	20220824044500	https://www.dnaindia.com/india/report-suspicious-object-found-on-the-wall-of-punjab-ferozepur-police-station-2978988
1059917881	20220824	202208	2022	2022.6411											GOV	GOVERNMENT						GOV			0	110	110	11	3	-2.0	6	1	6	-3.52716873212584	0								4	Muthurajawela, Western, Sri Lanka	CE	CE36	25852	7.03333	79.8667	-2229708	4	Muthurajawela, Western, Sri Lanka	CE	CE36	25852	7.03333	79.8667	-2229708	20220824044500	https://www.wsws.org/en/articles/2022/08/24/rbbk-a24.html
1059917882	20220824	202208	2022	2022.6411											GOV	GOVERNMENT						GOV			0	112	112	11	3	-2.0	1	1	1	-4.14066931366988	0								4	Dadu, Sindh, Pakistan	PK	PK05	23682	26.7329	67.7763	-2758559	4	Dadu, Sindh, Pakistan	PK	PK05	23682	26.7329	67.7763	-2758559	20220824044500	https://www.geo.tv/latest/435638-15-die-in-house-collapse-incidents-as-rain-continue-to-ravage-sindh
1059917883	20220824	202208	2022	2022.6411											IDN	INDONESIA	IDN								0	012	012	01	1	-0.4	5	1	5	-3.07692307692308	0								4	Pelangi, Jawa Barat, Indonesia	ID	ID30	18585	-7.0575	107.742	9180500	4	Pelangi, Jawa Barat, Indonesia	ID	ID30	18585	-7.0575	107.742	9180500	20220824044500	https://www.asiaone.com/asia/muslim-scholars-urge-indonesia-look-other-way-singapore-vietnam-ease-anti-gay-laws
1059917884	20220824	202208	2022	2022.6411											IDN	INDONESIA	IDN								0	025	025	02	1	-0.3	5	1	5	-3.07692307692308	0								4	Pelangi, Jawa Barat, Indonesia	ID	ID30	18585	-7.0575	107.742	9180500	4	Pelangi, Jawa Barat, Indonesia	ID	ID30	18585	-7.0575	107.742	9180500	20220824044500	https://www.asiaone.com/asia/muslim-scholars-urge-indonesia-look-other-way-singapore-vietnam-ease-anti-gay-laws
1059917885	20220824	202208	2022	2022.6411											JPN	NARA	JPN								1	057	057	05	1	8.0	4	1	4	-1.6140350877193	0								3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	20220824044500	https://www.wsws.org/en/articles/2022/08/24/liaq-a24.html
1059917886	20220824	202208	2022	2022.6411											JPN	NARA	JPN								1	057	057	05	1	8.0	6	1	6	-1.6140350877193	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220824044500	https://www.wsws.org/en/articles/2022/08/24/liaq-a24.html
1059917887	20220824	202208	2022	2022.6411											JUD	LAWYER						JUD			0	043	043	04	1	2.8	2	1	2	-3.65752285951787	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	2	California, United States	US	USCA		36.17	-119.746	CA	20220824044500	https://www.dailymail.co.uk/news/article-11140329/Perhaps-needed-bathroom-Gary-Buseys-reps-explanation-actor-pants-down.html
1059917888	20220824	202208	2022	2022.6411											JUD	LAWYER						JUD			0	043	043	04	1	2.8	8	1	8	-3.65752285951787	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220824044500	https://www.dailymail.co.uk/news/article-11140329/Perhaps-needed-bathroom-Gary-Buseys-reps-explanation-actor-pants-down.html
1059917889	20220824	202208	2022	2022.6411											LEG	CONGRESSMAN						LEG			1	030	030	03	1	4.0	3	1	3	-0.50632911392405	0								4	Cavite, Cavite City, Philippines	RP	RPB6	24228	14.4778	120.893	-2421752	4	Cavite, Cavite City, Philippines	RP	RPB6	24228	14.4778	120.893	-2421752	20220824044500	https://mb.com.ph/2022/08/24/pcgg-says-it-doesnt-foresee-new-cases-vs-marcoses/
1059917890	20220824	202208	2022	2022.6411											LEG	CONGRESSMAN						LEG			1	173	173	17	4	-5.0	3	1	3	-0.50632911392405	0								4	Cavite, Cavite City, Philippines	RP	RPB6	24228	14.4778	120.893	-2421752	4	Cavite, Cavite City, Philippines	RP	RPB6	24228	14.4778	120.893	-2421752	20220824044500	https://mb.com.ph/2022/08/24/pcgg-says-it-doesnt-foresee-new-cases-vs-marcoses/
1059917891	20220824	202208	2022	2022.6411											LKAGOV	SRI LANKA	LKA					GOV			0	110	110	11	3	-2.0	2	1	2	-3.52716873212584	0								4	Muthurajawela, Western, Sri Lanka	CE	CE36	25852	7.03333	79.8667	-2229708	4	Muthurajawela, Western, Sri Lanka	CE	CE36	25852	7.03333	79.8667	-2229708	20220824044500	https://www.wsws.org/en/articles/2022/08/24/rbbk-a24.html
1059917892	20220824	202208	2022	2022.6411											MED	WEBSITE						MED			0	036	036	03	1	4.0	10	1	10	-3.23054331864905	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20220824044500	https://www.clintonherald.com/news/local_news/all-aboard-camanche-residents-declare-opposition-to-railroad-merger/article_b84ec920-2348-11ed-b185-db4ca178d738.html
1059917893	20220824	202208	2022	2022.6411											MED	JOURNALIST						MED			1	046	046	04	1	7.0	12	2	12	-0.374696045324225	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20220824044500	https://menafn.com/1104745034/Mask-Free-Travel-On-German-Chancellors-Plane-Prompts-Fresh-Debate
1059917894	20220824	202208	2022	2022.6411											MED	MEDIA						MED			0	051	051	05	1	3.4	5	1	5	4.30622009569378	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824044500	https://vegnews.com/2022/8/easy-vegan-breakfasts-school
1059917895	20220824	202208	2022	2022.6411											MNCJPN	TOYOTA	JPN					MNC			1	060	060	06	2	6.0	10	1	10	4.34782608695652	0								0								0								20220824044500	https://www.republikein.com.na/mw-main/toyota-corolla-cross-gets-the-gr-s-treatment2022-08-2429133
