1059997212	20210824	202108	2021	2021.6411	COP	PRISON						COP			MCOELI	ALBERT	MCO					ELI			0	084	084	08	2	7.0	5	1	5	-4.95726495726496	0								0								0								20220824154500	https://www.mirror.co.uk/news/uk-news/mum-whose-son-6-died-27818898
1059997213	20210824	202108	2021	2021.6411	MCOELI	ALBERT	MCO					ELI			COP	PRISON						COP			0	173	173	17	4	-5.0	5	1	5	-4.95726495726496	0								0								0								20220824154500	https://www.mirror.co.uk/news/uk-news/mum-whose-son-6-died-27818898
1059997214	20210824	202108	2021	2021.6411	MIL	NAVY						MIL			LEG	CONGRESS						LEG			1	130	130	13	3	-4.4	5	1	5	-2.69687162891046	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220824154500	https://www.theepochtimes.com/in-5-charts-factors-affecting-chinas-military-future_4685846.html
1059997215	20220725	202207	2022	2022.5616	GBRGOV	DOWNING STREET	GBR					GOV			UKR	UKRAINIAN	UKR								1	042	042	04	1	1.9	10	1	10	-0.76628352490421	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824154500	http://www.ptinews.com/news/13646672_UK-PM-Boris-Johnson-makes-surprise-visit-to-Ukraine-on-Independence-Day
1059997216	20220725	202207	2022	2022.5616	GOV	PRESIDENT						GOV			USA	WASHINGTON	USA								1	042	042	04	1	1.9	8	1	8	1.0043942247332	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20220824154500	https://www.voacambodia.com/a/voa-interview-investors-want-to-see-improved-us-cambodia-relations/6714610.html
1059997217	20220725	202207	2022	2022.5616	LEG	LAWMAKER						LEG			GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	8	1	8	1.0043942247332	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824154500	https://www.voacambodia.com/a/voa-interview-investors-want-to-see-improved-us-cambodia-relations/6714610.html
1059997218	20220725	202207	2022	2022.5616	LEG	LAWMAKER						LEG			USABUS	UNITED STATES	USA					BUS			1	040	040	04	1	1.0	2	1	2	1.0043942247332	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824154500	https://www.voacambodia.com/a/voa-interview-investors-want-to-see-improved-us-cambodia-relations/6714610.html
1059997219	20220725	202207	2022	2022.5616	UKR	UKRAINIAN	UKR								GBRGOV	DOWNING STREET	GBR					GOV			1	043	043	04	1	2.8	10	1	10	-0.76628352490421	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824154500	http://www.ptinews.com/news/13646672_UK-PM-Boris-Johnson-makes-surprise-visit-to-Ukraine-on-Independence-Day
1059997220	20220725	202207	2022	2022.5616	USABUS	UNITED STATES	USA					BUS			LEG	LAWMAKER						LEG			1	040	040	04	1	1.0	2	1	2	1.0043942247332	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824154500	https://www.voacambodia.com/a/voa-interview-investors-want-to-see-improved-us-cambodia-relations/6714610.html
1059997221	20220725	202207	2022	2022.5616	USABUS	UNITED STATES	USA					BUS			USA	WASHINGTON	USA								1	042	042	04	1	1.9	2	1	2	1.0043942247332	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20220824154500	https://www.voacambodia.com/a/voa-interview-investors-want-to-see-improved-us-cambodia-relations/6714610.html
1059997222	20220817	202208	2022	2022.6219	EDUEDU	SCHOOL						EDU	EDU		EDU	SCHOOL						EDU			1	100	100	10	3	-5.0	10	1	10	0.23364485981309	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20220824154500	https://www.timeoutdubai.com/news/dubai-student-pcr-tests
1059997223	20220817	202208	2022	2022.6219	LCA	CASTRIES	LCA								TTO	PORT OF SPAIN	TTO								1	026	026	02	1	4.0	10	1	10	-0.68359375	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20220824154500	https://thevoiceslu.com/2022/08/regional-leaders-and-bankers-call-on-caricom-youth-to-seize-the-time-will-they/
1059997224	20220817	202208	2022	2022.6219	LCA	CASTRIES	LCA								TTO	PORT OF SPAIN	TTO								1	040	040	04	1	1.0	3	1	3	-0.68359375	4	Castries, Castries, Saint Lucia	ST	ST03	25298	14	-61	-1313781	4	Castries, Castries, Saint Lucia	ST	ST03	25298	14	-61	-1313781	1	Spain	SP	SP		40	-4	SP	20220824154500	https://thevoiceslu.com/2022/08/regional-leaders-and-bankers-call-on-caricom-youth-to-seize-the-time-will-they/
1059997225	20220817	202208	2022	2022.6219	LCA	SAINT LUCIA	LCA								TTO	PORT OF SPAIN	TTO								1	040	040	04	1	1.0	2	1	2	-0.68359375	4	Castries, Castries, Saint Lucia	ST	ST03	25298	14	-61	-1313781	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20220824154500	https://thevoiceslu.com/2022/08/regional-leaders-and-bankers-call-on-caricom-youth-to-seize-the-time-will-they/
1059997226	20220817	202208	2022	2022.6219	TTO	PORT OF SPAIN	TTO								LCA	CASTRIES	LCA								1	040	040	04	1	1.0	3	1	3	-0.68359375	4	Castries, Castries, Saint Lucia	ST	ST03	25298	14	-61	-1313781	4	Castries, Castries, Saint Lucia	ST	ST03	25298	14	-61	-1313781	1	Spain	SP	SP		40	-4	SP	20220824154500	https://thevoiceslu.com/2022/08/regional-leaders-and-bankers-call-on-caricom-youth-to-seize-the-time-will-they/
1059997227	20220817	202208	2022	2022.6219	TTO	PORT OF SPAIN	TTO								LCA	SAINT LUCIA	LCA								1	040	040	04	1	1.0	2	1	2	-0.68359375	1	Spain	SP	SP		40	-4	SP	4	Castries, Castries, Saint Lucia	ST	ST03	25298	14	-61	-1313781	1	Spain	SP	SP		40	-4	SP	20220824154500	https://thevoiceslu.com/2022/08/regional-leaders-and-bankers-call-on-caricom-youth-to-seize-the-time-will-they/
1059997228	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA																		1	015	015	01	1	0.0	3	1	3	-8.60927152317877	3	Palm Beach, Florida, United States	US	USFL	FL099	26.7056	-80.0364	288390	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220824154500	https://www.palmbeachpost.com/story/news/courts/2022/08/24/5-plead-guilty-fraud-charges-21-million-app-investment-scam/7869614001/
1059997229	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								1	190	190	19	4	-10.0	8	1	8	-3.1496062992126	0								4	Stellenbosch, Western Cape, South Africa	SF	SF11	77338	-33.9346	18.8668	-1287082	4	Stellenbosch, Western Cape, South Africa	SF	SF11	77338	-33.9346	18.8668	-1287082	20220824154500	https://www.jacarandafm.com/news/entertainment/justin-bieber-stadium-clash-sends-stormers-gqeberha/
1059997230	20220824	202208	2022	2022.6411											ARE	UNITED ARAB EMIRATES	ARE								1	042	042	04	1	1.9	12	1	8	2.43243243243243	0								5	Umm Al Quwain, Umm al Qaywayn, United Arab Emirates	AE	AE07	28576	25.5	55.75	-784509	5	Umm Al Quwain, Umm al Qaywayn, United Arab Emirates	AE	AE07	28576	25.5	55.75	-784509	20220824154500	https://www.bignewsnetwork.com/news/272664931/ancient-artefacts-returned-to-umm-al-qaiwain
1059997231	20220824	202208	2022	2022.6411											ARE	UNITED ARAB EMIRATES	ARE								1	042	042	04	1	1.9	4	1	3	2.43243243243243	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220824154500	https://www.bignewsnetwork.com/news/272664931/ancient-artefacts-returned-to-umm-al-qaiwain
1059997232	20220824	202208	2022	2022.6411											AUS	AUSTRALIA	AUS								1	060	060	06	2	6.0	6	1	6	-0.87209302325582	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	1	Pakistan	PK	PK		30	70	PK	20220824154500	https://propakistani.pk/2022/08/24/australia-returns-gandhara-relic-stolen-by-disgraced-indian-collector-to-pakistan/
1059997233	20220824	202208	2022	2022.6411											BGDMIL	BANGLADESH	BGD					MIL			1	042	042	04	1	1.9	2	1	2	0.77821011673152	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Indian Ocean, ,	OC	OCOC	18585	-10	70	-1506375	20220824154500	https://www.bssnews.net/news/78745
1059997234	20220824	202208	2022	2022.6411											BGR	BULGARIA	BGR								1	042	042	04	1	1.9	8	2	8	2.7148095320249	0								1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20220824154500	https://www.northcentralpa.com/life/17-year-old-pilot-sets-record-for-solo-flight-around-world/article_4c69f212-109b-5a21-a7fd-556b44ad79c5.html
1059997235	20220824	202208	2022	2022.6411											BUS	INDUSTRY						BUS			0	0332	033	03	1	5.2	10	1	10	-4.95726495726496	0								0								0								20220824154500	https://www.mirror.co.uk/news/uk-news/mum-whose-son-6-died-27818898
1059997236	20220824	202208	2022	2022.6411											BUS	BUSINESS						BUS			0	036	036	03	1	4.0	10	1	10	2.7190332326284	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20220824154500	http://www.itnewsonline.com/GlobeNewswire/Qualia-Launches-API-for-Companies-to-Scale-Digital-Title-Capabilities/47716
1059997237	20220824	202208	2022	2022.6411											BUS	INVESTOR						BUS			1	040	040	04	1	1.0	6	1	6	-8.60927152317877	0								3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	20220824154500	https://www.palmbeachpost.com/story/news/courts/2022/08/24/5-plead-guilty-fraud-charges-21-million-app-investment-scam/7869614001/
1059997238	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			1	042	042	04	1	1.9	2	1	2	3.27868852459016	0								4	Bonnybridge, Falkirk, United Kingdom	UK	UKU9	40176	56	-3.88333	-2590382	4	Bonnybridge, Falkirk, United Kingdom	UK	UKU9	40176	56	-3.88333	-2590382	20220824154500	https://www.dailyrecord.co.uk/news/scottish-news/falkirk-council-agrees-sell-strip-27822604
1059997239	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			0	051	051	05	1	3.4	10	1	10	2.05479452054794	0								3	West Des Moines, Iowa, United States	US	USIA		41.5772	-93.7113	462839	3	West Des Moines, Iowa, United States	US	USIA		41.5772	-93.7113	462839	20220824154500	https://forextv.com/top-news/guideone-selects-betterview/
1059997240	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			1	060	060	06	2	6.0	2	1	2	3.27868852459016	0								4	Bonnybridge, Falkirk, United Kingdom	UK	UKU9	40176	56	-3.88333	-2590382	4	Bonnybridge, Falkirk, United Kingdom	UK	UKU9	40176	56	-3.88333	-2590382	20220824154500	https://www.dailyrecord.co.uk/news/scottish-news/falkirk-council-agrees-sell-strip-27822604
1059997241	20220824	202208	2022	2022.6411											CAN	VANCOUVER	CAN								1	042	042	04	1	1.9	10	1	10	2.18340611353712	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220824154500	https://www.missioncityrecord.com/news/podcast-update-the-porter-family-flying-around-the-world/
1059997242	20220824	202208	2022	2022.6411											CAN	CANADA	CAN								1	190	190	19	4	-10.0	2	1	2	-4.39560439560439	0								4	Radium Hot Springs, British Columbia, Canada	CA	CA02	12549	50.6167	-116.1	-571930	4	Radium Hot Springs, British Columbia, Canada	CA	CA02	12549	50.6167	-116.1	-571930	20220824154500	https://www.missioncityrecord.com/news/b-c-wildfires-lightning-continues-to-spark-fresh-blazes/
1059997243	20220824	202208	2022	2022.6411											CHRCTH	CATHOLICISM				CHR	CTH				1	051	051	05	1	3.4	10	1	10	2.3854961832061	0								0								0								20220824154500	https://www.postandcourier.com/journal-scene/journal-scene/new-energy-rising-at-st-pauls-anglican-church/article_2fa34562-21c0-11ed-9892-3313bd7c81cf.html
1059997244	20220824	202208	2022	2022.6411											COP	POLICE						COP			0	013	013	01	1	0.4	5	1	5	-6.53153153153153	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20220824154500	https://www.newsweek.com/woman-shot-killed-gas-station-houston-1736545
1059997245	20220824	202208	2022	2022.6411											COP	POLICE						COP			0	042	042	04	1	1.9	8	1	8	-3.54767184035477	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20220824154500	https://www.wcvb.com/article/fatal-pedestrian-crash-route-1-saugus-massachusetts/40973418
1059997246	20220824	202208	2022	2022.6411											COP	POLICE						COP			0	042	042	04	1	1.9	2	1	2	-3.54767184035477	0								2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20220824154500	https://www.wcvb.com/article/fatal-pedestrian-crash-route-1-saugus-massachusetts/40973418
1059997247	20220824	202208	2022	2022.6411											COP	POLICE						COP			0	1124	112	11	3	-2.0	5	1	5	-6.53153153153153	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20220824154500	https://www.newsweek.com/woman-shot-killed-gas-station-houston-1736545
1059997248	20220824	202208	2022	2022.6411											COP	POLICE						COP			0	173	173	17	4	-5.0	1	1	1	-6.96937697993665	0								4	Gramsh, Qarku Elbasan, Albania	AL	AL43	3887	40.8711	20.2183	-105097	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	20220824154500	http://www.msn.com/en-us/news/world/2-russians-1-ukrainian-face-espionage-charges-in-albania/ar-AA1131nN
1059997249	20220824	202208	2022	2022.6411											CVL	COMMUNITY						CVL			1	043	043	04	1	2.8	10	1	10	0.873362445414843	0								3	Lake Superior College, Minnesota, United States	US	USMN		46.7847	-92.145	2117585	3	Lake Superior College, Minnesota, United States	US	USMN		46.7847	-92.145	2117585	20220824154500	http://www.businessnorth.com/noteworthy_events/community-construction-program-open-house-aug-25/article_2993161a-23bf-11ed-8fad-1b33210358d0.html
1059997250	20220824	202208	2022	2022.6411											CVL	VOTER						CVL			1	100	100	10	3	-5.0	10	1	10	1.16279069767442	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20220824154500	https://www.somdnews.com/independent/news/local/lukas-banks-on-experience-in-run-for-charles-school-board/article_d16f73f7-4f34-5588-8af3-bed5d26aa76b.html
1059997251	20220824	202208	2022	2022.6411											DEU	GERMANY	DEU								0	014	014	01	1	0.0	4	1	4	-3.26086956521739	0								4	Hohenfels, Baden-Wüberg, Germany	GM	GM01	16526	47.6	8.1	-1794981	4	Hohenfels, Baden-Wüberg, Germany	GM	GM01	16526	47.6	8.1	-1794981	20220824154500	https://breakingdefense.com/2022/08/armys-robotic-vehicle-slipped-behind-enemy-lines-in-european-exercise/
1059997252	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			0	030	030	03	1	4.0	5	1	5	1.03092783505155	0								4	Belgrade, Serbia (general),	RB	RB00	47629	44.8186	20.4681	-74897	4	Belgrade, Serbia (general),	RB	RB00	47629	44.8186	20.4681	-74897	20220824154500	https://coventryobserver.co.uk/news/keep-up-to-date-on-next-months-national-express-coventry-timetable-changes/
1059997253	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			1	036	036	03	1	4.0	15	1	10	1.03092783505155	0								4	Belgrade, Serbia (general),	RB	RB00	47629	44.8186	20.4681	-74897	4	Belgrade, Serbia (general),	RB	RB00	47629	44.8186	20.4681	-74897	20220824154500	https://coventryobserver.co.uk/news/keep-up-to-date-on-next-months-national-express-coventry-timetable-changes/
1059997254	20220824	202208	2022	2022.6411											EDU	STUDENT						EDU			0	040	040	04	1	1.0	3	1	3	-3.06049822064057	0								2	Puerto Rico, United States	US	USPR		18.2766	-66.335	PR	2	Puerto Rico, United States	US	USPR		18.2766	-66.335	PR	20220824154500	https://www.nytimes.com/2022/08/24/arts/mumia-abu-jamal-brown.html
1059997255	20220824	202208	2022	2022.6411											EDU	UNIVERSITY						EDU			1	042	042	04	1	1.9	8	2	8	5.13062025158799	0								3	University Of Illinois, Illinois, United States	US	USIL		40.1086	-88.2284	420156	3	University Of Illinois, Illinois, United States	US	USIL		40.1086	-88.2284	420156	20220824154500	https://www.prnewswire.com:443/news-releases/neal-sabin-named-illinois-broadcasters-associations-2022-broadcaster-of-the-year-301611715.html
1059997256	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			0	042	042	04	1	1.9	3	1	3	2.11360634081902	0								3	Benjamin Stoddert Middle School, Maryland, United States	US	USMD		38.8301	-76.9472	598123	3	Benjamin Stoddert Middle School, Maryland, United States	US	USMD		38.8301	-76.9472	598123	20220824154500	https://www.somdnews.com/independent/news/local/new-buildings-tutoring-system-ready-for-school-year-in-charles/article_07c24990-0532-5dab-a96c-b96c5be18ae5.html
1059997257	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			1	051	051	05	1	3.4	5	1	5	-0.35087719298245	0								1	Ireland	EI	EI		53	-8	EI	1	United Kingdom	UK	UK		54	-4	UK	20220824154500	https://www.finegael.ie/ireland-must-follow-scotlands-lead-in-tackling-period-poverty-seery-kearney/
1059997258	20220824	202208	2022	2022.6411											EDU	STUDENT						EDU			0	111	111	11	3	-2.0	2	1	2	2.11360634081902	0								3	Benjamin Stoddert Middle School, Maryland, United States	US	USMD		38.8301	-76.9472	598123	3	Benjamin Stoddert Middle School, Maryland, United States	US	USMD		38.8301	-76.9472	598123	20220824154500	https://www.somdnews.com/independent/news/local/new-buildings-tutoring-system-ready-for-school-year-in-charles/article_07c24990-0532-5dab-a96c-b96c5be18ae5.html
1059997259	20220824	202208	2022	2022.6411											EDU	UNIVERSITY						EDU			0	112	112	11	3	-2.0	2	1	2	-2.31578947368421	0								4	Stellenbosch, Western Cape, South Africa	SF	SF11	77338	-33.9346	18.8668	-1287082	4	Stellenbosch, Western Cape, South Africa	SF	SF11	77338	-33.9346	18.8668	-1287082	20220824154500	https://ewn.co.za/2022/08/24/no-progress-from-mangaung-s-centlec-on-finding-alternative-energy-sources
1059997260	20220824	202208	2022	2022.6411											GBR	SCOTLAND	GBR								0	040	040	04	1	1.0	2	1	2	-0.19267822736031	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20220824154500	https://www.pressandjournal.co.uk/politics/4703767/burnham-mayors-could-give-scotlands-cities-a-stronger-voice/
1059997261	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	23	1	8	7.55336617405583	0								4	Blenheim Palace, Oxfordshire, United Kingdom	UK	UKK2	40127	51.85	-1.36667	-2590238	4	Blenheim Palace, Oxfordshire, United Kingdom	UK	UKK2	40127	51.85	-1.36667	-2590238	20220824154500	https://www.dailymail.co.uk/femail/article-11141933/Party-loving-heir-Blenheim-Palace-celebrates-30th-lavish-style-Greece-getaway.html
1059997262	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								0	043	043	04	1	2.8	8	1	8	7.55336617405583	0								4	Blenheim Palace, Oxfordshire, United Kingdom	UK	UKK2	40127	51.85	-1.36667	-2590238	4	Blenheim Palace, Oxfordshire, United Kingdom	UK	UKK2	40127	51.85	-1.36667	-2590238	20220824154500	https://www.dailymail.co.uk/femail/article-11141933/Party-loving-heir-Blenheim-Palace-celebrates-30th-lavish-style-Greece-getaway.html
1059997263	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	6	1	6	2.8692879914984	0								4	Salford, Salford, United Kingdom	UK	UKL5	40111	53.4833	-2.26667	-2606975	4	Salford, Salford, United Kingdom	UK	UKL5	40111	53.4833	-2.26667	-2606975	20220824154500	https://www.manchestereveningnews.co.uk/news/showbiz-news/itv-corries-amy-barlow-shows-24843378
1059997264	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								0	043	043	04	1	2.8	4	1	4	7.62942779291553	0								4	Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54	-1.5	-2612324	4	Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54	-1.5	-2612324	20220824154500	https://www.hulldailymail.co.uk/whats-on/whats-on-news/dark-secrets-uks-national-parks-7505480
1059997265	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								1	057	057	05	1	8.0	1	1	1	5.91715976331361	0								4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20220824154500	https://odessa-journal.com/ukraine-and-the-united-kingdom-of-great-britain-and-northern-ireland-confirmed-their-intention-to-conclude-an-agreement-on-digital-trade/
1059997266	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								1	057	057	05	1	8.0	1	1	1	5.91715976331361	0								1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220824154500	https://odessa-journal.com/ukraine-and-the-united-kingdom-of-great-britain-and-northern-ireland-confirmed-their-intention-to-conclude-an-agreement-on-digital-trade/
1059997267	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								0	060	060	06	2	6.0	2	1	2	-0.15936254980079	0								4	Inishmore, Fermanagh, United Kingdom	UK	UKS2	18294	54.2667	-7.58333	-2599432	4	Inishmore, Fermanagh, United Kingdom	UK	UKS2	18294	54.2667	-7.58333	-2599432	20220824154500	https://www.rte.ie/brainstorm/2022/0823/1318239-ireland-stone-listing-history-duchas/
1059997268	20220824	202208	2022	2022.6411											GBRBUS	UNITED KINGDOM	GBR					BUS			1	061	061	06	2	6.4	4	1	4	3.27868852459016	0								4	Bonnybridge, Falkirk, United Kingdom	UK	UKU9	40176	56	-3.88333	-2590382	4	Bonnybridge, Falkirk, United Kingdom	UK	UKU9	40176	56	-3.88333	-2590382	20220824154500	https://www.dailyrecord.co.uk/news/scottish-news/falkirk-council-agrees-sell-strip-27822604
1059997269	20220824	202208	2022	2022.6411											GBRGOV	DOWNING STREET	GBR					GOV			1	042	042	04	1	1.9	6	1	6	-0.22831050228311	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824154500	https://www.dailyrecord.co.uk/news/politics/boris-johnson-one-last-visit-27823044
1059997270	20220824	202208	2022	2022.6411											GOV	PRIME MINISTER						GOV			1	036	036	03	1	4.0	2	1	2	-0.70838252656435	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824154500	https://www.pressandjournal.co.uk/politics/4704058/johnson-visits-kyiv-on-ukraines-independence-day/
