1059885490	20210823	202108	2021	2021.6384	EDU	PUPIL						EDU													0	071	071	07	2	7.4	2	1	2	2.45664739884393	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20220823234500	https://www.thecentersquare.com/arizona/arizona-republican-lawmaker-candidate-wants-to-raise-teacher-pay-by-10-000-per-year/article_23c700ec-2339-11ed-aac8-3350d0de142d.html
1059885491	20220724	202207	2022	2022.5589	GOV	AUTHORITIES						GOV													0	193	193	19	4	-10.0	1	1	1	-4.08496732026144	3	Deschutes River Woods, Oregon, United States	US	USOR	OR017	43.9915	-121.358	1867472	0								3	Deschutes River Woods, Oregon, United States	US	USOR		43.9915	-121.358	1867472	20220823234500	https://ktvz.com/news/wildlife/2022/08/23/law-enforcement-shoots-kills-3-cougars-in-sw-bend-north-of-sisters-over-weekend-osp-odfw-explain-why/
1059885492	20220724	202207	2022	2022.5589	GOVBUS	SECURITIES AND EXCHANGE COMMISSION						GOV	BUS												0	114	114	11	3	-2.0	18	3	18	-5.81081081081081	3	Brooklyn, Michigan, United States	US	USMI	MI075	42.1059	-84.2483	622035	0								3	Brooklyn, Michigan, United States	US	USMI	MI075	42.1059	-84.2483	622035	20220823234500	https://pressofatlanticcity.com/news/national/2-men-convicted-in-plot-to-kidnap-michigan-gov-whitmer-more-than-100-classified-trump/article_8ba0c0f2-4ba3-5709-8a9c-62f26bf66e94.html
1059885493	20220724	202207	2022	2022.5589	USA	OKLAHOMA	USA																		1	0831	083	08	2	5.0	10	1	10	1.60183066361556	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	0								2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20220823234500	https://www.azcentral.com/story/news/politics/2022/07/30/oklahoma-dhs-director-justin-brown-announces-resignation-kevin-stitt/65386784007/
1059885494	20220724	202207	2022	2022.5589	USA	UNITED STATES	USA								GOV	AUTHORITIES						GOV			0	193	193	19	4	-10.0	3	1	3	-4.08496732026144	3	Deschutes River Woods, Oregon, United States	US	USOR	OR017	43.9915	-121.358	1867472	3	Deschutes River Woods, Oregon, United States	US	USOR		43.9915	-121.358	1867472	3	Deschutes River Woods, Oregon, United States	US	USOR		43.9915	-121.358	1867472	20220823234500	https://ktvz.com/news/wildlife/2022/08/23/law-enforcement-shoots-kills-3-cougars-in-sw-bend-north-of-sisters-over-weekend-osp-odfw-explain-why/
1059885495	20220724	202207	2022	2022.5589	USA	UNITED STATES	USA								GOV	AUTHORITIES						GOV			0	193	193	19	4	-10.0	1	1	1	-4.08496732026144	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20220823234500	https://ktvz.com/news/wildlife/2022/08/23/law-enforcement-shoots-kills-3-cougars-in-sw-bend-north-of-sisters-over-weekend-osp-odfw-explain-why/
1059885496	20220724	202207	2022	2022.5589	USA	UNITED STATES	USA								GOVBUS	SECURITIES AND EXCHANGE COMMISSION						GOV	BUS		0	114	114	11	3	-2.0	12	3	12	-5.81081081081081	3	Brooklyn, Michigan, United States	US	USMI	MI075	42.1059	-84.2483	622035	3	Brooklyn, Michigan, United States	US	USMI	MI075	42.1059	-84.2483	622035	3	Brooklyn, Michigan, United States	US	USMI	MI075	42.1059	-84.2483	622035	20220823234500	https://pressofatlanticcity.com/news/national/2-men-convicted-in-plot-to-kidnap-michigan-gov-whitmer-more-than-100-classified-trump/article_8ba0c0f2-4ba3-5709-8a9c-62f26bf66e94.html
1059885497	20220816	202208	2022	2022.6192	COP	DEPUTIES						COP			ESP	VALENCIA	ESP								1	173	173	17	4	-5.0	2	1	2	-4.80549199084668	4	Rio Norte, Venezuela (general), Venezuela	VE	VE00	32159	8.98333	-72.55	-958954	4	Rio Norte, Venezuela (general), Venezuela	VE	VE00	32159	8.98333	-72.55	-958954	4	Rio Norte, Venezuela (general), Venezuela	VE	VE00	32159	8.98333	-72.55	-958954	20220823234500	https://signalscv.com/2022/08/deputies-arrest-man-involved-in-fight-with-teen/
1059885498	20220816	202208	2022	2022.6192	COP	DEPUTIES						COP			ESP	VALENCIA	ESP								1	173	173	17	4	-5.0	4	1	4	-4.80549199084668	4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	20220823234500	https://signalscv.com/2022/08/deputies-arrest-man-involved-in-fight-with-teen/
1059885499	20220816	202208	2022	2022.6192	COP	DEPUTIES						COP			VEN	VENEZUELA	VEN								1	173	173	17	4	-5.0	4	1	4	-4.80549199084668	4	Rio Norte, Venezuela (general), Venezuela	VE	VE00	32159	8.98333	-72.55	-958954	4	Rio Norte, Venezuela (general), Venezuela	VE	VE00	32159	8.98333	-72.55	-958954	4	Rio Norte, Venezuela (general), Venezuela	VE	VE00	32159	8.98333	-72.55	-958954	20220823234500	https://signalscv.com/2022/08/deputies-arrest-man-involved-in-fight-with-teen/
1059885500	20220816	202208	2022	2022.6192	USAELI	UNITED STATES	USA					ELI			USA	UNITED STATES	USA								0	010	010	01	1	0.0	2	1	2	1.25588697017268	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20220823234500	https://www.breitbart.com/politics/2022/08/23/illinois-gop-secretary-state-nominee-will-not-say-he-voting-gop-governor-nominee/
1059885501	20220822	202208	2022	2022.6356	RUS	RUSSIA	RUS								CVL	CIVILIAN						CVL			1	138	138	13	3	-7.0	8	1	8	-4.26267281105991	4	Azovstal, Ukraine (general), Ukraine	UP	UP00	28547	47.0833	37.5833	-1034725	4	Azovstal, Ukraine (general), Ukraine	UP	UP00	28547	47.0833	37.5833	-1034725	4	Azovstal, Ukraine (general), Ukraine	UP	UP00	28547	47.0833	37.5833	-1034725	20220823234500	https://www.dailymail.co.uk/news/article-11139751/Ukraine-braced-fresh-bloodshed-amid-fears-Russia-attack-countrys-Independence-Day.html
1059885502	20220822	202208	2022	2022.6356	RUS	RUSSIA	RUS								CVL	CIVILIAN						CVL			1	138	138	13	3	-7.0	2	1	2	-4.26267281105991	4	Dugina, Kurskaya Oblast', Russia	RS	RS41	25068	51.5604	34.4917	-2904278	4	Dugina, Kurskaya Oblast', Russia	RS	RS41	25068	51.5604	34.4917	-2904278	4	Dugina, Kurskaya Oblast', Russia	RS	RS41	25068	51.5604	34.4917	-2904278	20220823234500	https://www.dailymail.co.uk/news/article-11139751/Ukraine-braced-fresh-bloodshed-amid-fears-Russia-attack-countrys-Independence-Day.html
1059885503	20220823	202208	2022	2022.6384											AFG	AFGHANISTAN	AFG								0	190	190	19	4	-10.0	2	1	2	-6.09065155807365	0								1	Afghanistan	AF	AF		33	66	AF	1	Pakistan	PK	PK		30	70	PK	20220823234500	https://gazette.com/news/us-world/afghan-muslim-arrested-for-killings-that-shook-new-mexicos-islamic-community/article_cd92ea52-bc80-5630-b415-c58ef704f46d.html
1059885504	20220823	202208	2022	2022.6384											BEL	BELGIUM	BEL								0	042	042	04	1	1.9	6	3	6	-5.81081081081081	0								1	United Kingdom	UK	UK		54	-4	UK	1	Belgium	BE	BE		50.833333	4	BE	20220823234500	https://pressofatlanticcity.com/news/national/2-men-convicted-in-plot-to-kidnap-michigan-gov-whitmer-more-than-100-classified-trump/article_8ba0c0f2-4ba3-5709-8a9c-62f26bf66e94.html
1059885505	20220823	202208	2022	2022.6384											BGR	BULGARIAN	BGR								0	036	036	03	1	4.0	6	3	6	-5.81081081081081	0								1	Belgium	BE	BE		50.833333	4	BE	1	United Kingdom	UK	UK		54	-4	UK	20220823234500	https://pressofatlanticcity.com/news/national/2-men-convicted-in-plot-to-kidnap-michigan-gov-whitmer-more-than-100-classified-trump/article_8ba0c0f2-4ba3-5709-8a9c-62f26bf66e94.html
1059885506	20220823	202208	2022	2022.6384											BUS	BUSINESS						BUS			1	036	036	03	1	4.0	10	1	10	-3.30073349633252	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20220823234500	https://www.streetregister.com/2022/08/23/business-insurance-dos-and-donts-in-2022/
1059885507	20220823	202208	2022	2022.6384											BUS	COMPANY						BUS			0	057	057	05	1	8.0	10	1	10	1.86335403726708	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220823234500	https://menafn.com/1104743277/GT-USA-Enabling-A-Turnaround-Of-The-Port-Of-Wilmington
1059885508	20220823	202208	2022	2022.6384											CANGOV	CANADIAN	CAN					GOV			1	040	040	04	1	1.0	6	1	6	-3.86904761904762	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20220823234500	https://forward.com/news/515372/canada-diversity-consultant-antisemitic-tweets-marouf/
1059885509	20220823	202208	2022	2022.6384											CHN	CHINA	CHN								1	036	036	03	1	4.0	1	1	1	-5.72171651495449	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220823234500	https://www.washingtonpost.com/opinions/2022/08/23/should-i-kill-lanternflies-conundrum/
1059885510	20220823	202208	2022	2022.6384											CHN	CHINA	CHN								1	0874	087	08	2	10.0	10	1	10	-0.83333333333333	0								0								0								20220823234500	https://www.hltv.org/forums/threads/2670639/sell-skins-for-real-cash
1059885511	20220823	202208	2022	2022.6384											COP	LAW ENFORCEMENT AGENCIES						COP			0	050	050	05	1	3.5	3	1	3	4.07801418439716	0								3	Ramsey County, Minnesota, United States	US	USMN		45.0333	-93.0835	659507	3	Ramsey County, Minnesota, United States	US	USMN		45.0333	-93.0835	659507	20220823234500	https://www.startribune.com/minnesota-state-fair-state-officials-expect-a-safe-gathering-with-strong-security-low-threat-level/600200608/
1059885512	20220823	202208	2022	2022.6384											COP	LAW ENFORCEMENT AGENCIES						COP			0	100	100	10	3	-5.0	3	1	3	4.07801418439716	0								3	Ramsey County, Minnesota, United States	US	USMN		45.0333	-93.0835	659507	3	Ramsey County, Minnesota, United States	US	USMN		45.0333	-93.0835	659507	20220823234500	https://www.startribune.com/minnesota-state-fair-state-officials-expect-a-safe-gathering-with-strong-security-low-threat-level/600200608/
1059885513	20220823	202208	2022	2022.6384											COP	POLICE COMMISSIONER						COP			0	141	141	14	3	-6.5	1	1	1	-8.91304347826091	0								4	Telengana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20220823234500	http://theindianawaaz.com/suspended-bjp-mla-raja-singh-granted-bail-supporters-celebrate-his-release/
1059885514	20220823	202208	2022	2022.6384											COP	DEPUTY						COP			1	190	190	19	4	-10.0	10	1	10	0.40983606557377	0								3	Raleigh, North Carolina, United States	US	USNC	NC183	35.7721	-78.6386	1024242	3	Raleigh, North Carolina, United States	US	USNC	NC183	35.7721	-78.6386	1024242	20220823234500	https://www.wxii12.com/article/brothers-murder-charges-wake-county-deputy-ned-byrd/40971454
1059885515	20220823	202208	2022	2022.6384											COP	DEPUTIES						COP			0	190	190	19	4	-10.0	1	1	1	-4.08496732026144	0								3	Deschutes County, Oregon, United States	US	USOR		43.9165	-121.251	1155130	3	Deschutes County, Oregon, United States	US	USOR		43.9165	-121.251	1155130	20220823234500	https://ktvz.com/news/wildlife/2022/08/23/law-enforcement-shoots-kills-3-cougars-in-sw-bend-north-of-sisters-over-weekend-osp-odfw-explain-why/
