1060007142	20220817	202208	2022	2022.6219											RUS	RUSSIA	RUS								1	130	130	13	3	-4.4	20	2	20	-0.61224489795919	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20220824170000	https://omaha.com/news/national/govt-and-politics/italys-natural-gas-storage-is-80-full-as-prices-hit-record/article_02fc8921-91db-567f-9924-7f46476405fa.html
1060007143	20220817	202208	2022	2022.6219	COP	POLICE						COP			EDU	STUDENT						EDU			1	173	173	17	4	-5.0	10	1	10	-4.36241610738255	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20220824170000	https://www.11alive.com/article/news/local/rome-high-school-fights-arrests/85-62a751ed-7f69-4857-8b6e-3025260763a8
1060007144	20220817	202208	2022	2022.6219	UAF	GUNMAN						UAF			GOV	STATE OFFICIAL						GOV			1	186	186	18	4	-10.0	10	1	10	-4.89690721649484	1	Tonga	TN	TN		-20	-175	TN	1	Tonga	TN	TN		-20	-175	TN	1	Tonga	TN	TN		-20	-175	TN	20220824170000	https://www.eyeradio.org/church-calls-on-govt-to-restore-security-in-upper-nile-state/
1060007145	20220817	202208	2022	2022.6219	UAF	GUNMAN						UAF			GOV	STATE OFFICIAL						GOV			1	190	190	19	4	-10.0	10	1	10	-4.89690721649484	1	Tonga	TN	TN		-20	-175	TN	1	Tonga	TN	TN		-20	-175	TN	1	Tonga	TN	TN		-20	-175	TN	20220824170000	https://www.eyeradio.org/church-calls-on-govt-to-restore-security-in-upper-nile-state/
1060007146	20220817	202208	2022	2022.6219	USA	VIRGINIA	USA								EDU	STUDENT						EDU			1	013	013	01	1	0.4	2	1	2	-1.4692378328742	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220824170000	https://www.loudounnow.com/2022/08/24/sol-scores-show-progress-work-still-to-go/
1060007147	20220817	202208	2022	2022.6219	USAGOVEDU	VIRGINIA	USA					GOV	EDU												1	084	084	08	2	7.0	3	1	3	-1.4692378328742	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220824170000	https://www.loudounnow.com/2022/08/24/sol-scores-show-progress-work-still-to-go/
1060007148	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								1	042	042	04	1	1.9	8	1	8	-4.46428571428572	0								4	Awka, Anambra, Nigeria	NI	NI25	22655	6.21009	7.07411	-2001023	4	Awka, Anambra, Nigeria	NI	NI25	22655	6.21009	7.07411	-2001023	20220824170000	https://www.vanguardngr.com/2022/08/updated-how-anambra-lawmaker-died-in-south-africa-family-source/
1060007149	20220824	202208	2022	2022.6411											AGR	RANCHER						AGR			1	010	010	01	1	0.0	2	1	2	1.21212121212121	0								3	Framingham, Massachusetts, United States	US	USMA	MA017	42.2793	-71.4162	611641	3	Framingham, Massachusetts, United States	US	USMA	MA017	42.2793	-71.4162	611641	20220824170000	https://www.metrowestdailynews.com/story/news/2022/08/22/framingham-ma-motorcycle-crash-victim-tommy-toomey-had-love-for-animals/7854840001/
1060007150	20220824	202208	2022	2022.6411											AGR	RANCHER						AGR			1	010	010	01	1	0.0	3	1	3	1.21212121212121	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220824170000	https://www.metrowestdailynews.com/story/news/2022/08/22/framingham-ma-motorcycle-crash-victim-tommy-toomey-had-love-for-animals/7854840001/
1060007151	20220824	202208	2022	2022.6411											AGR	RANCHER						AGR			1	020	020	02	1	3.0	6	1	6	1.21212121212121	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20220824170000	https://www.metrowestdailynews.com/story/news/2022/08/22/framingham-ma-motorcycle-crash-victim-tommy-toomey-had-love-for-animals/7854840001/
1060007152	20220824	202208	2022	2022.6411											AGR	RANCHER						AGR			1	020	020	02	1	3.0	4	1	4	1.21212121212121	0								3	Framingham, Massachusetts, United States	US	USMA	MA017	42.2793	-71.4162	611641	3	Framingham, Massachusetts, United States	US	USMA	MA017	42.2793	-71.4162	611641	20220824170000	https://www.metrowestdailynews.com/story/news/2022/08/22/framingham-ma-motorcycle-crash-victim-tommy-toomey-had-love-for-animals/7854840001/
1060007153	20220824	202208	2022	2022.6411											AGR	FARMER						AGR			0	051	051	05	1	3.4	2	1	2	0.23510971786834	0								4	Chikwawa, Chikwawa, Malawi	MI	MI02	19322	-16.042	34.8019	-1479610	4	Chikwawa, Chikwawa, Malawi	MI	MI02	19322	-16.042	34.8019	-1479610	20220824170000	https://www.northcountrypublicradio.org/news/npr/1113585846/why-keeping-girls-in-school-is-a-good-strategy-to-cope-with-climate-change
1060007154	20220824	202208	2022	2022.6411											AGR	FARMER						AGR			0	051	051	05	1	3.4	8	1	8	0.23510971786834	0								4	Phalombe, Phalombe, Malawi	MI	MI30	42177	-15.8064	35.6507	-1486648	4	Phalombe, Phalombe, Malawi	MI	MI30	42177	-15.8064	35.6507	-1486648	20220824170000	https://www.northcountrypublicradio.org/news/npr/1113585846/why-keeping-girls-in-school-is-a-good-strategy-to-cope-with-climate-change
1060007155	20220824	202208	2022	2022.6411											AGR	FARMER						AGR			0	080	080	08	2	5.0	2	1	2	0.23510971786834	0								4	Chikwawa, Chikwawa, Malawi	MI	MI02	19322	-16.042	34.8019	-1479610	4	Chikwawa, Chikwawa, Malawi	MI	MI02	19322	-16.042	34.8019	-1479610	20220824170000	https://www.northcountrypublicradio.org/news/npr/1113585846/why-keeping-girls-in-school-is-a-good-strategy-to-cope-with-climate-change
1060007156	20220824	202208	2022	2022.6411											AGR	FARMER						AGR			0	080	080	08	2	5.0	2	1	2	0.23510971786834	0								4	Phalombe, Phalombe, Malawi	MI	MI30	42177	-15.8064	35.6507	-1486648	4	Chikwawa, Chikwawa, Malawi	MI	MI02	19322	-16.042	34.8019	-1479610	20220824170000	https://www.northcountrypublicradio.org/news/npr/1113585846/why-keeping-girls-in-school-is-a-good-strategy-to-cope-with-climate-change
1060007157	20220824	202208	2022	2022.6411											AGR	FARMER						AGR			0	080	080	08	2	5.0	6	1	6	0.23510971786834	0								4	Phalombe, Phalombe, Malawi	MI	MI30	42177	-15.8064	35.6507	-1486648	4	Phalombe, Phalombe, Malawi	MI	MI30	42177	-15.8064	35.6507	-1486648	20220824170000	https://www.northcountrypublicradio.org/news/npr/1113585846/why-keeping-girls-in-school-is-a-good-strategy-to-cope-with-climate-change
1060007158	20220824	202208	2022	2022.6411											ARG	ARGENTINA	ARG								1	042	042	04	1	1.9	8	1	8	1.84453227931488	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220824170000	https://www.myleaderpaper.com/business/conductor-coffee-offers-coffee-beans-roasted-in-de-soto/article_44f091ce-1f20-11ed-8e7d-93a875379c18.html
1060007159	20220824	202208	2022	2022.6411											BGD	BANGLADESH	BGD								0	192	192	19	4	-9.5	2	1	2	-1.78880553952683	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20220824170000	http://www.telegraphnepal.com/nepal-bdesh-fm-seeks-indian-support-for-pm-hasina-sheikh/
1060007160	20220824	202208	2022	2022.6411											BGD	BANGLADESH	BGD								0	192	192	19	4	-9.5	8	1	8	-1.78880553952683	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20220824170000	http://www.telegraphnepal.com/nepal-bdesh-fm-seeks-indian-support-for-pm-hasina-sheikh/
1060007161	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			0	014	014	01	1	0.0	10	1	10	-0.21786492374728	0								3	Bloomington, Indiana, United States	US	USIN	IN105	39.1653	-86.5264	431207	3	Bloomington, Indiana, United States	US	USIN	IN105	39.1653	-86.5264	431207	20220824170000	https://www.heraldtimesonline.com/story/news/local/2022/08/24/city-of-bloomington-to-select-partner-to-build-affordable-houses/65413746007/
1060007162	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			0	035	035	03	1	7.0	6	1	6	-6.96798493408663	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20220824170000	https://www.marketwatch.com/story/twitter-stock-downgraded-as-whistleblower-adds-meaningful-uncertainties-to-musk-deal-odds-11661358542
1060007163	20220824	202208	2022	2022.6411											BUS	BANK						BUS			1	051	051	05	1	3.4	10	1	10	5.07757404795486	0								4	Sohar, Al Batinah, Oman	MU	MU02	23590	24.3643	56.7468	-789009	4	Sohar, Al Batinah, Oman	MU	MU02	23590	24.3643	56.7468	-789009	20220824170000	https://www.muscatdaily.com/2022/08/24/fitch-upgrades-ratings-of-two-omani-banks-affirms-4-banks/
1060007164	20220824	202208	2022	2022.6411											BUS	INDUSTRY						BUS			1	190	190	19	4	-10.0	10	1	10	-4.91573033707865	0								1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20220824170000	https://www.modernhealthcare.com/cybersecurity/vendor-breaches-double-extortion-growing-healthcare-cyberthreats
1060007165	20220824	202208	2022	2022.6411											CHE	ZURICH	CHE								1	035	035	03	1	7.0	7	1	7	-1.77514792899408	0								4	Zurich, ZüSZ, Switzerland	SZ	SZ25	26310	47.3667	8.55	-2554935	4	Zurich, ZüSZ, Switzerland	SZ	SZ25	26310	47.3667	8.55	-2554935	20220824170000	https://www.newsweek.com/swiss-glaciers-lost-half-their-volume-over-85-years-study-shows-1736625
1060007166	20220824	202208	2022	2022.6411											CHE	GENEVA	CHE								0	042	042	04	1	1.9	4	1	4	-2.87769784172662	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20220824170000	https://www.devdiscourse.com/article/international/2154675-indian-envoy-to-france-pays-homage-to-victims-of-1950-1966-air-india-flight-crashes-at-mont-blanc
1060007167	20220824	202208	2022	2022.6411											CHE	GENEVA	CHE								0	042	042	04	1	1.9	1	1	1	-2.87769784172662	0								4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	20220824170000	https://www.devdiscourse.com/article/international/2154675-indian-envoy-to-france-pays-homage-to-victims-of-1950-1966-air-india-flight-crashes-at-mont-blanc
1060007168	20220824	202208	2022	2022.6411											CHE	SWITZERLAND	CHE								0	042	042	04	1	1.9	2	1	2	-2.87769784172662	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20220824170000	https://www.devdiscourse.com/article/international/2154675-indian-envoy-to-france-pays-homage-to-victims-of-1950-1966-air-india-flight-crashes-at-mont-blanc
1060007169	20220824	202208	2022	2022.6411											CHE	GENEVA	CHE								0	042	042	04	1	1.9	1	1	1	-2.87769784172662	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220824170000	https://www.devdiscourse.com/article/international/2154675-indian-envoy-to-france-pays-homage-to-victims-of-1950-1966-air-india-flight-crashes-at-mont-blanc
1060007170	20220824	202208	2022	2022.6411											COP	POLICE FORCE						COP			1	051	051	05	1	3.4	10	1	10	7.63052208835342	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220824170000	https://gettysburgconnection.org/gettysburg-council-members-urge-public-to-support-local-radar-law/
1060007171	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	190	190	19	4	-10.0	1	1	1	-4.78260869565217	0								3	Floyd County, Georgia, United States	US	USGA		34.2668	-85.1499	353665	3	Floyd County, Georgia, United States	US	USGA		34.2668	-85.1499	353665	20220824170000	https://dailycaller.com/2022/08/24/georgia-representative-marjorie-taylor-greene-swatted-fake-911-call/
1060007172	20220824	202208	2022	2022.6411											COP	POLICE COMMISSIONER						COP			0	190	190	19	4	-10.0	5	1	5	-4.89690721649484	0								1	Tonga	TN	TN		-20	-175	TN	1	Tonga	TN	TN		-20	-175	TN	20220824170000	https://www.eyeradio.org/church-calls-on-govt-to-restore-security-in-upper-nile-state/
1060007173	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	192	192	19	4	-9.5	5	1	5	-4.23728813559322	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220824170000	https://www.lakemchenryscanner.com/2022/08/24/man-woman-from-lindenhurst-among-3-dead-after-crash-involving-car-and-semi-truck-in-wisconsin/
1060007174	20220824	202208	2022	2022.6411											CRI	COSTA RICA	CRI								0	042	042	04	1	1.9	5	1	5	1.00043497172684	0								4	Playas Del Coco, Guanacaste, Costa Rica	CS	CS03	14499	10.5525	-85.6962	-1106761	4	Playas Del Coco, Guanacaste, Costa Rica	CS	CS03	14499	10.5525	-85.6962	-1106761	20220824170000	https://internationalliving.com/safety-in-costa-rica/
1060007175	20220824	202208	2022	2022.6411											CVL	COMMUNITY						CVL			1	030	030	03	1	4.0	10	1	10	4.25531914893617	0								1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20220824170000	https://www.jckonline.com/editorial-article/hrd-design-awards-applicants/
1060007176	20220824	202208	2022	2022.6411											CVL	TOURIST						CVL			0	036	036	03	1	4.0	10	1	10	1.85614849187935	0								4	Blair Atholl, Perth and Kinross, United Kingdom	UK	UKW1	40177	56.7667	-3.85	-2590196	4	Blair Atholl, Perth and Kinross, United Kingdom	UK	UKW1	40177	56.7667	-3.85	-2590196	20220824170000	https://www.bbc.co.uk/news/uk-scotland-highlands-islands-62659059
1060007177	20220824	202208	2022	2022.6411											CVL	TOURIST						CVL			1	036	036	03	1	4.0	6	1	6	2.88065843621399	0								4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20220824170000	https://www.mtlblog.com/montreal/this-is-your-last-chance-to-stuff-yourself-at-the-huge-poutine-fest-in-montreal-this-year
1060007178	20220824	202208	2022	2022.6411											CVL	NEIGHBORHOOD						CVL			1	036	036	03	1	4.0	12	2	12	4.87394957983194	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20220824170000	https://newstalk1280.com/attention-coffee-lovers-first-of-its-kind-coffee-festival-coming-to-nashville/
1060007179	20220824	202208	2022	2022.6411											CVL	TRAVELER						CVL			1	042	042	04	1	1.9	8	1	8	3.63036303630363	0								4	Cerro Punta, ChiriquíM, Panama	PM	PM02	23703	8.85	-82.5667	-158799	4	Cerro Punta, ChiriquíM, Panama	PM	PM02	23703	8.85	-82.5667	-158799	20220824170000	https://internationalliving.com/author/kirklee/
1060007180	20220824	202208	2022	2022.6411											CVL	COMMUNITY						CVL			1	052	052	05	1	3.5	10	1	10	2.44755244755245	0								0								0								20220824170000	https://www.myleaderpaper.com/business/dieb-enterprises-celebrates-40-years-in-business/article_59ec8f34-19a2-11ed-a3ab-43ec3b08d59c.html
1060007181	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			0	010	010	01	1	0.0	1	1	1	-2.26130653266332	0								3	Parkview High School, Missouri, United States	US	USMO		37.1895	-93.2969	724045	3	Springfield, Missouri, United States	US	USMO	MO077	37.2153	-93.2982	735864	20220824170000	https://www.city-journal.org/radical-gender-theory-comes-to-the-heartland
1060007182	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			0	015	015	01	1	0.0	1	1	1	-2.26130653266332	0								3	Parkview High School, Missouri, United States	US	USMO		37.1895	-93.2969	724045	3	Springfield, Missouri, United States	US	USMO	MO077	37.2153	-93.2982	735864	20220824170000	https://www.city-journal.org/radical-gender-theory-comes-to-the-heartland
1060007183	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			1	036	036	03	1	4.0	18	6	18	1.16279069767442	0								3	Department Of Education, District of Columbia, United States	US	USDC		38.8862	-77.0183	530857	3	Department Of Education, District of Columbia, United States	US	USDC		38.8862	-77.0183	530857	20220824170000	https://www.ksmu.org/2022-08-24/biden-is-canceling-up-to-10k-in-student-loans-20k-for-pell-grant-recipients
1060007184	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			0	042	042	04	1	1.9	10	1	10	-3.54906054279749	0								4	Lviv, L'vivs'ka Oblast', Ukraine	UP	UP15	28555	49.8407	24.0305	-1045268	4	Lviv, L'vivs'ka Oblast', Ukraine	UP	UP15	28555	49.8407	24.0305	-1045268	20220824170000	https://missionnewswire.org/malta-documentary-features-ukrainian-refugees-in-salesian-care/
1060007185	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			0	042	042	04	1	1.9	1	1	1	-2.26130653266332	0								3	Parkview High School, Missouri, United States	US	USMO		37.1895	-93.2969	724045	3	Springfield, Missouri, United States	US	USMO	MO077	37.2153	-93.2982	735864	20220824170000	https://www.city-journal.org/radical-gender-theory-comes-to-the-heartland
1060007186	20220824	202208	2022	2022.6411											EDU	STUDENT						EDU			1	043	043	04	1	2.8	6	1	6	1.16959064327485	0								4	Kumasi, Ashanti, Ghana	GH	GH02	190720	6.68333	-1.61667	-2075172	4	Kumasi, Ashanti, Ghana	GH	GH02	190720	6.68333	-1.61667	-2075172	20220824170000	https://www.modernghana.com/news/1179151/bechem-presec-techimantia-samuel-otu-shs-students.html
1060007187	20220824	202208	2022	2022.6411											EDU	STUDENT						EDU			1	043	043	04	1	2.8	4	1	4	1.16959064327485	0								4	Techimantia, Ghana (general), Ghana	GH	GH00	190629	7.19032	-2.02822	-2079350	4	Techimantia, Ghana (general), Ghana	GH	GH00	190629	7.19032	-2.02822	-2079350	20220824170000	https://www.modernghana.com/news/1179151/bechem-presec-techimantia-samuel-otu-shs-students.html
1060007188	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			0	043	043	04	1	2.8	10	1	10	-0.43383947939263	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20220824170000	https://dailycaller.com/2022/08/24/texas-school-board-approves-policy-requiring-educators-to-use-students-gender-at-birth-removes-crt-books/
1060007189	20220824	202208	2022	2022.6411											EDU	COLLEGE						EDU			1	043	043	04	1	2.8	5	1	5	6.36132315521628	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220824170000	https://www.jckonline.com/editorial-article/how-i-got-here-logan-hollowell/
1060007190	20220824	202208	2022	2022.6411											EDUJUD	SCHOOL						EDU	JUD		1	020	020	02	1	3.0	10	1	10	-4.66562986003111	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20220824170000	https://www.globenewswire.com/news-release/2022/08/24/2504030/0/en/Back-to-School-Clarity-Clinic-Psychiatrist-Speaks-Out-On-the-Child-Adolescent-Mental-Health-Crisis.html
1060007191	20220824	202208	2022	2022.6411											EGY	SUEZ CANAL	EGY								0	043	043	04	1	2.8	1	1	1	0.60975609756098	0								4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20220824170000	https://english.ahram.org.eg/NewsContentMulti/473792/Multimedia.aspx
1060007192	20220824	202208	2022	2022.6411											ESP	SPAIN	ESP								1	043	043	04	1	2.8	2	1	2	9.50226244343892	0								4	Costa Brava, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25807	41.75	3.06667	-374112	4	Costa Brava, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25807	41.75	3.06667	-374112	20220824170000	https://www.liverpoolecho.co.uk/news/uk-world-news/jet2-offering-free-spain-holidays-24842748
1060007193	20220824	202208	2022	2022.6411											FRACOP	FRANCE	FRA					COP			1	190	190	19	4	-10.0	5	1	5	-1.26050420168067	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220824170000	https://www.firstshowing.net/2022/epic-full-trailer-for-revolution-on-the-streets-of-paris-film-athena/
1060007194	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								1	020	020	02	1	3.0	6	1	6	1.85614849187935	0								4	Blair Atholl, Perth and Kinross, United Kingdom	UK	UKW1	40177	56.7667	-3.85	-2590196	4	Blair Atholl, Perth and Kinross, United Kingdom	UK	UKW1	40177	56.7667	-3.85	-2590196	20220824170000	https://www.bbc.co.uk/news/uk-scotland-highlands-islands-62659059
1060007195	20220824	202208	2022	2022.6411											GBR	EDINBURGH	GBR								1	042	042	04	1	1.9	3	1	3	1.85614849187935	0								4	Blair Atholl, Perth and Kinross, United Kingdom	UK	UKW1	40177	56.7667	-3.85	-2590196	4	Blair Atholl, Perth and Kinross, United Kingdom	UK	UKW1	40177	56.7667	-3.85	-2590196	20220824170000	https://www.bbc.co.uk/news/uk-scotland-highlands-islands-62659059
1060007196	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								1	0841	084	08	2	7.0	4	1	4	-0.46189376443418	0								4	Pontefract, Wakefield, United Kingdom	UK	UKO7	40138	53.6833	-1.3	-2605510	4	Pontefract, Wakefield, United Kingdom	UK	UKO7	40138	53.6833	-1.3	-2605510	20220824170000	https://www.newsweek.com/woman-finds-out-she-has-half-brother-after-jokingly-taking-dna-test-1736621
1060007197	20220824	202208	2022	2022.6411											GBR	WALES	GBR								1	106	106	10	3	-5.0	10	1	10	3.75335120643432	0								0								0								20220824170000	https://graziadaily.co.uk/life/tv-and-film/paige-thorne-forever-unique-collab/
1060007198	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								1	110	110	11	3	-2.0	6	1	6	1.94805194805195	0								4	Crewkerne, Somerset, United Kingdom	UK	UKM3	40129	50.8833	-2.8	-2593607	4	Crewkerne, Somerset, United Kingdom	UK	UKM3	40129	50.8833	-2.8	-2593607	20220824170000	https://www.chardandilminsternews.co.uk/news/crewkerne_news/20739686.campaign-ticket-office-cuts-crewkerne-station/
1060007199	20220824	202208	2022	2022.6411											GNB	GUINEA BISSAU	GNB								1	042	042	04	1	1.9	4	1	4	0.51107325383305	0								4	Bissau, Bissau, Guinea-Bissau	PU	PU11	17101	11.85	-15.5833	-1488412	4	Bissau, Bissau, Guinea-Bissau	PU	PU11	17101	11.85	-15.5833	-1488412	20220824170000	https://www.vanguardngr.com/2022/08/nns-kada-returns-to-nigeria-after-first-national-assignment-to-guinea-bissau/
