1059881876	20120825	201208	2012	2012.6438	USA	UNITED STATES	USA																		1	030	030	03	1	4.0	4	1	4	-4.1	3	Capitol Hill, District of Columbia, United States	US	USDC	DC001	38.889	-77.0003	529313	0								3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20220823230000	https://news.yahoo.com/hillicon-valley-washington-reacts-twitter-214924811.html
1059881877	20120825	201208	2012	2012.6438	USA	UNITED STATES	USA																		1	114	114	11	3	-2.0	4	1	4	-4.1	3	Capitol Hill, District of Columbia, United States	US	USDC	DC001	38.889	-77.0003	529313	0								3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20220823230000	https://news.yahoo.com/hillicon-valley-washington-reacts-twitter-214924811.html
1059881878	20210823	202108	2021	2021.6384	JEW	RABBI				JEW					TZA	KILIMANJARO	TZA								0	042	042	04	1	1.9	10	1	10	0.92402464065708	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220823230000	https://mishpacha.com/altitude-adjustment/
1059881879	20210823	202108	2021	2021.6384	TZA	KILIMANJARO	TZA								JEW	RABBI				JEW					0	043	043	04	1	2.8	10	1	10	0.92402464065708	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220823230000	https://mishpacha.com/altitude-adjustment/
1059881880	20220724	202207	2022	2022.5589											JUD	ADVOCATE						JUD			1	040	040	04	1	1.0	2	1	2	-0.879765395894429	0								4	Nimule, Wilayat Sharq al Istiwa'iyya, South Sudan	OD	OD02	37044	3.59991	32.0553	-12158	4	Nimule, Wilayat Sharq al Istiwa'iyya, South Sudan	OD	OD02	37044	3.59991	32.0553	-12158	20220823230000	https://thetowerpost.com/2022/08/23/south-sudan-two-suspects-in-killing-of-nimule-chief-arraigned-in-court/
1059881881	20220724	202207	2022	2022.5589	BUS	BUSINESS						BUS			CVL	CIVIC GROUP						CVL			1	060	060	06	2	6.0	10	1	10	0.46565774155995	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20220823230000	https://www.nola.com/news/business/article_9c6deef0-22fa-11ed-8097-b3ec155e10cf.html
1059881882	20220724	202207	2022	2022.5589	CVL	CIVIC GROUP						CVL			BUS	BUSINESS						BUS			1	060	060	06	2	6.0	10	1	10	0.46565774155995	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20220823230000	https://www.nola.com/news/business/article_9c6deef0-22fa-11ed-8097-b3ec155e10cf.html
1059881883	20220724	202207	2022	2022.5589	JUD	ADVOCATE						JUD													1	040	040	04	1	1.0	2	1	2	-0.879765395894429	4	Nimule, Wilayat Sharq al Istiwa'iyya, South Sudan	OD	OD02	37044	3.59991	32.0553	-12158	0								4	Nimule, Wilayat Sharq al Istiwa'iyya, South Sudan	OD	OD02	37044	3.59991	32.0553	-12158	20220823230000	https://thetowerpost.com/2022/08/23/south-sudan-two-suspects-in-killing-of-nimule-chief-arraigned-in-court/
1059881884	20220724	202207	2022	2022.5589	JUD	ADVOCATE						JUD			SSD	SOUTH SUDAN	SSD								1	040	040	04	1	1.0	6	1	6	-0.879765395894429	4	Nimule, Wilayat Sharq al Istiwa'iyya, South Sudan	OD	OD02	37044	3.59991	32.0553	-12158	4	Nimule, Wilayat Sharq al Istiwa'iyya, South Sudan	OD	OD02	37044	3.59991	32.0553	-12158	4	Nimule, Wilayat Sharq al Istiwa'iyya, South Sudan	OD	OD02	37044	3.59991	32.0553	-12158	20220823230000	https://thetowerpost.com/2022/08/23/south-sudan-two-suspects-in-killing-of-nimule-chief-arraigned-in-court/
1059881885	20220724	202207	2022	2022.5589	PERCOP	PERU	PER					COP			PER	PERU	PER								1	190	190	19	4	-10.0	6	1	6	-5.55555555555556	4	Junin, JuníPE, Peru	PE	PE12	24116	-11.1589	-75.9931	-350934	4	Junin, JuníPE, Peru	PE	PE12	24116	-11.1589	-75.9931	-350934	4	Junin, JuníPE, Peru	PE	PE12	24116	-11.1589	-75.9931	-350934	20220823230000	http://www.msn.com/en-us/travel/news/four-dead-and-16-injured-after-tourist-bus-crashes-near-peru-s-machu-picchu/ar-AA110FoT
