1060010512	20210824	202108	2021	2021.6411	CRM	GANG						CRM			USAGOV	UNITED STATES	USA					GOV			0	050	050	05	1	3.5	2	1	2	-3.17018909899889	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220824173000	https://progressive.org/magazine/betting-on-trumps-return-latin-america-abbott/
1060010513	20210824	202108	2021	2021.6411	CVL	MIGRANT						CVL			NIC	NICARAGUAN	NIC								0	043	043	04	1	2.8	6	1	6	-4.28692699490662	2	Florida, United States	US	USFL		27.8333	-81.717	FL	4	Managua, Managua, Nicaragua	NU	NU10	22490	12.1508	-86.2683	-1113265	4	Managua, Managua, Nicaragua	NU	NU10	22490	12.1508	-86.2683	-1113265	20220824173000	https://www.univision.com/univision-news/immigration/unprecedented-airlift-brings-178-000-cubans-to-the-u-s-since-october
1060010514	20210824	202108	2021	2021.6411	CVL	MIGRANT						CVL			NIC	NICARAGUAN	NIC								0	043	043	04	1	2.8	2	1	2	-4.28692699490662	1	Venezuela	VE	VE		8	-66	VE	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20220824173000	https://www.univision.com/univision-news/immigration/unprecedented-airlift-brings-178-000-cubans-to-the-u-s-since-october
1060010515	20210824	202108	2021	2021.6411	DEU	GERMAN	DEU																		1	010	010	01	1	0.0	8	1	8	-2.03488372093024	1	Germany	GM	GM		51.5	10.5	GM	0								1	Russia	RS	RS		60	100	RS	20220824173000	https://www.washingtontimes.com/news/2022/aug/24/germany-sees-big-jump-in-solar-installations-to-cu/
1060010516	20210824	202108	2021	2021.6411	DEU	GERMANY	DEU																		1	070	070	07	2	7.0	2	1	2	-2.03488372093024	1	Ukraine	UP	UP		49	32	UP	0								1	Germany	GM	GM		51.5	10.5	GM	20220824173000	https://www.washingtontimes.com/news/2022/aug/24/germany-sees-big-jump-in-solar-installations-to-cu/
1060010517	20210824	202108	2021	2021.6411	GBR	UNITED KINGDOM	GBR								NZLMIL	NEW ZEALAND	NZL					MIL			0	046	046	04	1	7.0	2	1	2	-1.11888111888112	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20220824173000	https://www.stuff.co.nz/national/politics/129668208/taiwan-would-love-more-support-from-new-zealand-envoy-says
1060010518	20210824	202108	2021	2021.6411	GBR	UNITED KINGDOM	GBR								NZLMIL	NEW ZEALAND	NZL					MIL			0	046	046	04	1	7.0	2	1	2	-1.11888111888112	1	United Kingdom	UK	UK		54	-4	UK	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20220824173000	https://www.stuff.co.nz/national/politics/129668208/taiwan-would-love-more-support-from-new-zealand-envoy-says
1060010519	20210824	202108	2021	2021.6411	GBR	UNITED KINGDOM	GBR								NZLMIL	NEW ZEALAND	NZL					MIL			0	046	046	04	1	7.0	6	1	6	-1.11888111888112	1	United Kingdom	UK	UK		54	-4	UK	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	1	United Kingdom	UK	UK		54	-4	UK	20220824173000	https://www.stuff.co.nz/national/politics/129668208/taiwan-would-love-more-support-from-new-zealand-envoy-says
1060010520	20210824	202108	2021	2021.6411	LAB	TRADE UNION						LAB													0	010	010	01	1	0.0	6	1	6	-1.73611111111112	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	0								4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20220824173000	https://www.warsawvoice.pl/WVpage/pages/article.php/55010/news
1060010521	20210824	202108	2021	2021.6411	LEG	LAWMAKER						LEG			USA	UNITED STATES	USA								0	042	042	04	1	1.9	1	1	1	-3.17018909899889	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220824173000	https://progressive.org/magazine/betting-on-trumps-return-latin-america-abbott/
