1059915244	20210824	202108	2021	2021.6411	IRNGOV	IRAN	IRN					GOV			TJK	TAJIKISTAN	TJK								0	042	042	04	1	1.9	4	2	4	-1.3626048686563	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220824041500	https://www.nbclosangeles.com/news/business/money-report/irans-pivot-to-china-and-russia-means-a-nuclear-deal-would-now-look-very-different-professor-says/2970371/
1059915245	20210824	202108	2021	2021.6411	IRNGOV	IRAN	IRN					GOV			TJK	TAJIKISTAN	TJK								0	042	042	04	1	1.9	4	2	4	-1.3626048686563	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Tajikistan	TI	TI		39	71	TI	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20220824041500	https://www.nbclosangeles.com/news/business/money-report/irans-pivot-to-china-and-russia-means-a-nuclear-deal-would-now-look-very-different-professor-says/2970371/
1059915246	20210824	202108	2021	2021.6411	IRNGOV	IRAN	IRN					GOV			TJK	TAJIKISTAN	TJK								0	042	042	04	1	1.9	8	2	8	-1.3626048686563	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Tajikistan	TI	TI		39	71	TI	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220824041500	https://www.nbclosangeles.com/news/business/money-report/irans-pivot-to-china-and-russia-means-a-nuclear-deal-would-now-look-very-different-professor-says/2970371/
1059915247	20210824	202108	2021	2021.6411	IRNGOV	IRAN	IRN					GOV			TJK	TAJIKISTAN	TJK								0	042	042	04	1	1.9	2	1	2	-1.36157337367625	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220824041500	https://www.nbclosangeles.com/news/business/money-report/irans-pivot-to-china-and-russia-means-a-nuclear-deal-would-now-look-very-different-professor-says/2970371/
1059915248	20210824	202108	2021	2021.6411	IRNGOV	IRAN	IRN					GOV			TJK	TAJIKISTAN	TJK								0	042	042	04	1	1.9	2	1	2	-1.36363636363636	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824041500	https://www.nbcnewyork.com/news/business/money-report/irans-pivot-to-china-and-russia-means-a-nuclear-deal-would-now-look-very-different-professor-says/3836393/
1059915249	20210824	202108	2021	2021.6411	TJK	TAJIKISTAN	TJK								IRNGOV	IRAN	IRN					GOV			0	043	043	04	1	2.8	4	2	4	-1.3626048686563	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220824041500	https://www.nbclosangeles.com/news/business/money-report/irans-pivot-to-china-and-russia-means-a-nuclear-deal-would-now-look-very-different-professor-says/2970371/
1059915250	20210824	202108	2021	2021.6411	TJK	TAJIKISTAN	TJK								IRNGOV	IRAN	IRN					GOV			0	043	043	04	1	2.8	4	2	4	-1.3626048686563	1	Tajikistan	TI	TI		39	71	TI	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20220824041500	https://www.nbclosangeles.com/news/business/money-report/irans-pivot-to-china-and-russia-means-a-nuclear-deal-would-now-look-very-different-professor-says/2970371/
1059915251	20210824	202108	2021	2021.6411	TJK	TAJIKISTAN	TJK								IRNGOV	IRAN	IRN					GOV			0	043	043	04	1	2.8	12	2	12	-1.36260486865631	1	Tajikistan	TI	TI		39	71	TI	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220824041500	https://www.nbclosangeles.com/news/business/money-report/irans-pivot-to-china-and-russia-means-a-nuclear-deal-would-now-look-very-different-professor-says/2970371/
1059915252	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA								LAB	EMPLOYEE						LAB			0	190	190	19	4	-10.0	10	1	10	-5.31400966183575	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220824041500	https://www.ibtimes.com/postal-worker-mauled-death-5-dogs-after-vehicle-breaks-down-3605067
1059915253	20220817	202208	2022	2022.6219	USA	THE US	USA								USAEDU	TEXAS	USA					EDU			0	043	043	04	1	2.8	10	1	10	0.60827250608273	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220824041500	https://news.topwirenews.com/2022/08/23/elon-musks-twitter-friendship-with-indian-superfan/
1059915254	20220817	202208	2022	2022.6219	USAEDU	TEXAS	USA					EDU			USA	THE US	USA								0	042	042	04	1	1.9	10	1	10	0.60827250608273	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220824041500	https://news.topwirenews.com/2022/08/23/elon-musks-twitter-friendship-with-indian-superfan/
