1059891429	20210824	202108	2021	2021.6411											ZWE	BULAWAYO	ZWE								0	036	036	03	1	4.0	10	1	10	-2.79329608938548	0								4	Matopos, Matabeleland South, Zimbabwe	ZI	ZI07	6322	-20.4088	28.4778	-2315996	4	Matopos, Matabeleland South, Zimbabwe	ZI	ZI07	6322	-20.4088	28.4778	-2315996	20220824003000	https://www.chronicle.co.zw/illegal-mining-dungeons-of-degradation-endanger-communities/
1059891430	20210824	202108	2021	2021.6411	USA	MARYLAND	USA								EDU	COLLEGE						EDU			1	1383	138	13	3	-7.0	2	1	2	-7.71704180064309	3	Leflore County, Mississippi, United States	US	USMS	MS083	33.5198	-90.2231	695765	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20220824003000	https://wusfnews.wusf.usf.edu/2022-08-23/a-new-system-to-flag-racist-incidents-and-acts-of-hate-is-named-after-emmett-till
1059891431	20210824	202108	2021	2021.6411	USA	MARYLAND	USA								EDU	COLLEGE						EDU			1	1383	138	13	3	-7.0	2	1	2	-7.71704180064309	3	Leflore County, Mississippi, United States	US	USMS	MS083	33.5198	-90.2231	695765	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220824003000	https://wusfnews.wusf.usf.edu/2022-08-23/a-new-system-to-flag-racist-incidents-and-acts-of-hate-is-named-after-emmett-till
1059891432	20210824	202108	2021	2021.6411	USA	MARYLAND	USA								EDU	COLLEGE						EDU			1	1383	138	13	3	-7.0	6	1	6	-7.71704180064309	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220824003000	https://wusfnews.wusf.usf.edu/2022-08-23/a-new-system-to-flag-racist-incidents-and-acts-of-hate-is-named-after-emmett-till
1059891433	20210824	202108	2021	2021.6411	USA	SACRAMENTO	USA								GOV	ADMINISTRATION						GOV			1	071	071	07	2	7.4	8	1	8	2.81425891181989	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220824003000	https://kesq.com/news/ap-california/2022/08/23/california-to-protect-health-benefits-for-young-immigrants%EF%BF%BC/
1059891434	20210824	202108	2021	2021.6411	USA	THE US	USA								JEW	JEWISH				JEW					0	180	180	18	4	-9.0	10	1	10	-5.66893424036281	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824003000	https://kesq.com/news/national-world/cnn-national/2022/08/23/2-jewish-men-were-sprayed-with-fire-extinguishers-in-separate-incidents-nypd-says/
1059891435	20210824	202108	2021	2021.6411	USA	SACRAMENTO	USA								USAGOV	UNITED STATES	USA					GOV			1	071	071	07	2	7.4	2	1	2	2.81425891181989	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220824003000	https://kesq.com/news/ap-california/2022/08/23/california-to-protect-health-benefits-for-young-immigrants%EF%BF%BC/
1059891436	20210824	202108	2021	2021.6411	ZWE	ZIMBABWE	ZWE																		0	036	036	03	1	4.0	2	1	2	-2.79329608938548	4	Gwanda, Matabeleland South, Zimbabwe	ZI	ZI07	6322	-20.9362	29.007	-2312074	0								4	Nyakuni, Manicaland, Zimbabwe	ZI	ZI01	40197	-18.8841	32.0877	-2318792	20220824003000	https://www.chronicle.co.zw/illegal-mining-dungeons-of-degradation-endanger-communities/
1059891437	20210824	202108	2021	2021.6411	ZWE	BULAWAYO	ZWE																		0	036	036	03	1	4.0	8	1	8	-2.79329608938548	4	Insiza, Zimbabwe (general), Zimbabwe	ZI	ZI00	6322	-19.7833	29.2	-2312799	0								4	Insiza, Zimbabwe (general), Zimbabwe	ZI	ZI00	6322	-19.7833	29.2	-2312799	20220824003000	https://www.chronicle.co.zw/illegal-mining-dungeons-of-degradation-endanger-communities/
1059891438	20220725	202207	2022	2022.5616	IND	DELHI	IND								GOV	GOVERNOR						GOV			0	090	090	09	2	-2.0	2	1	2	-3.81679389312977	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220824003000	https://www.navhindtimes.in/2022/08/24/nationalnews/now-ed-registers-case-against-sisodia/
