1060019550	20220817	202208	2022	2022.6219	AUS	AUSTRALIA	AUS																		1	015	015	01	1	0.0	4	1	4	-3.88888888888889	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20220824183000	http://www.msn.com/en-us/autos/news/australian-state-could-introduce-special-license-for-high-powered-cars/ar-AA113jAp
1060019551	20220817	202208	2022	2022.6219	AUS	AUSTRALIA	AUS																		1	081	081	08	2	5.0	4	1	4	-3.88888888888889	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20220824183000	http://www.msn.com/en-us/autos/news/australian-state-could-introduce-special-license-for-high-powered-cars/ar-AA113jAp
1060019552	20220817	202208	2022	2022.6219	USA	UTAH	USA								USALEG	UTAH	USA					LEG			0	042	042	04	1	1.9	8	1	8	-1.34228187919463	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20220824183000	https://www.cityweekly.net/utah/here-come-the-body-police/Content?oid=18798004
1060019553	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA								USALEG	UNITED STATES	USA					LEG			0	043	043	04	1	2.8	1	1	1	-1.34228187919463	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20220824183000	https://www.cityweekly.net/utah/here-come-the-body-police/Content?oid=18798004
1060019554	20220817	202208	2022	2022.6219	USALEG	UNITED STATES	USA					LEG													0	042	042	04	1	1.9	1	1	1	-1.34228187919463	2	Utah, United States	US	USUT		40.1135	-111.854	UT	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20220824183000	https://www.cityweekly.net/utah/here-come-the-body-police/Content?oid=18798004
1060019555	20220817	202208	2022	2022.6219	USALEG	UNITED STATES	USA					LEG			USA	UNITED STATES	USA								0	042	042	04	1	1.9	1	1	1	-1.34228187919463	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20220824183000	https://www.cityweekly.net/utah/here-come-the-body-police/Content?oid=18798004
1060019556	20220817	202208	2022	2022.6219	USALEG	UTAH	USA					LEG			USA	UTAH	USA								0	043	043	04	1	2.8	8	1	8	-1.34228187919463	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20220824183000	https://www.cityweekly.net/utah/here-come-the-body-police/Content?oid=18798004
1060019557	20220823	202208	2022	2022.6384	MLT	MALTA	MLT								UKR	UKRAINIAN	UKR								0	043	043	04	1	2.8	3	1	2	3.862660944206	4	Floriana, Floriana, Malta	MT	MT09	19479	35.8958	14.5083	-18642	1	Ukraine	UP	UP		49	32	UP	4	Floriana, Floriana, Malta	MT	MT09	19479	35.8958	14.5083	-18642	20220824183000	https://timesofmalta.com/articles/view/ukrainians-mark-independence-day-malta.976349
1060019558	20220823	202208	2022	2022.6384	MLT	MALTA	MLT								UKR	UKRAINE	UKR								0	043	043	04	1	2.8	4	1	2	3.862660944206	4	Floriana, Floriana, Malta	MT	MT09	19479	35.8958	14.5083	-18642	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220824183000	https://timesofmalta.com/articles/view/ukrainians-mark-independence-day-malta.976349
1060019559	20220823	202208	2022	2022.6384	MLT	MALTA	MLT								UKR	UKRAINIAN	UKR								0	043	043	04	1	2.8	1	1	1	3.862660944206	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220824183000	https://timesofmalta.com/articles/view/ukrainians-mark-independence-day-malta.976349
1060019560	20220823	202208	2022	2022.6384	UKR	UKRAINIAN	UKR								MLT	MALTA	MLT								0	042	042	04	1	1.9	3	1	2	3.862660944206	1	Ukraine	UP	UP		49	32	UP	4	Floriana, Floriana, Malta	MT	MT09	19479	35.8958	14.5083	-18642	4	Floriana, Floriana, Malta	MT	MT09	19479	35.8958	14.5083	-18642	20220824183000	https://timesofmalta.com/articles/view/ukrainians-mark-independence-day-malta.976349
1060019561	20220823	202208	2022	2022.6384	UKR	UKRAINE	UKR								MLT	MALTA	MLT								0	042	042	04	1	1.9	4	1	2	3.862660944206	1	Ukraine	UP	UP		49	32	UP	4	Floriana, Floriana, Malta	MT	MT09	19479	35.8958	14.5083	-18642	1	Ukraine	UP	UP		49	32	UP	20220824183000	https://timesofmalta.com/articles/view/ukrainians-mark-independence-day-malta.976349
1060019562	20220823	202208	2022	2022.6384	UKR	UKRAINIAN	UKR								MLT	MALTA	MLT								0	042	042	04	1	1.9	1	1	1	3.862660944206	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220824183000	https://timesofmalta.com/articles/view/ukrainians-mark-independence-day-malta.976349
1060019563	20220823	202208	2022	2022.6384	USA	SAN FRANCISCO	USA								IRN	IRANIAN	IRN								1	111	111	11	3	-2.0	2	1	2	-1.52671755725191	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20220824183000	https://www.speaker.gov/newsroom/82422-0
1060019564	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								1	173	173	17	4	-5.0	8	1	8	-8.4	0								4	Mpumalanga, KwaZulu-Natal, South Africa	SF	SF02	77334	-27.8818	31.534	-1263555	4	Mpumalanga, KwaZulu-Natal, South Africa	SF	SF02	77334	-27.8818	31.534	-1263555	20220824183000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=41758
1060019565	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								1	190	190	19	4	-10.0	2	1	2	-8.4	0								4	Mpumalanga, KwaZulu-Natal, South Africa	SF	SF02	77334	-27.8818	31.534	-1263555	4	Nelspruit, Mpumalanga, South Africa	SF	SF07	77341	-25.4745	30.9703	-1265314	20220824183000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=41758
1060019566	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								1	190	190	19	4	-10.0	6	1	6	-8.4	0								4	Nelspruit, Mpumalanga, South Africa	SF	SF07	77341	-25.4745	30.9703	-1265314	4	Nelspruit, Mpumalanga, South Africa	SF	SF07	77341	-25.4745	30.9703	-1265314	20220824183000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=41758
1060019567	20220824	202208	2022	2022.6411											AGR	FARMER						AGR			1	036	036	03	1	4.0	10	1	10	1.34907251264755	0								1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220824183000	https://www.devondispatch.ca:443/news/local-news/mark-smith-celebrating-our-farmers
1060019568	20220824	202208	2022	2022.6411											AGR	FARM WORKER						AGR			0	042	042	04	1	1.9	3	1	3	-4.24929178470255	0								4	Mokoena, Free State, South Africa	SF	SF03	77365	-29.1952	26.8397	-1261749	4	Mokoena, Free State, South Africa	SF	SF03	77365	-29.1952	26.8397	-1261749	20220824183000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=41760
1060019569	20220824	202208	2022	2022.6411											AGR	FARM WORKER						AGR			0	042	042	04	1	1.9	5	1	5	-4.24929178470255	0								4	Mokoena, Free State, South Africa	SF	SF03	77365	-29.1952	26.8397	-1261749	4	Nelspruit, Mpumalanga, South Africa	SF	SF07	77341	-25.4745	30.9703	-1265314	20220824183000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=41760
1060019570	20220824	202208	2022	2022.6411											AGR	FARM WORKER						AGR			0	042	042	04	1	1.9	2	1	2	-4.24929178470255	0								4	Nelspruit, Mpumalanga, South Africa	SF	SF07	77341	-25.4745	30.9703	-1265314	4	Nelspruit, Mpumalanga, South Africa	SF	SF07	77341	-25.4745	30.9703	-1265314	20220824183000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=41760
1060019571	20220824	202208	2022	2022.6411											AGR	FARM WORKER						AGR			0	080	080	08	2	5.0	8	1	8	-4.24929178470255	0								4	Mokoena, Free State, South Africa	SF	SF03	77365	-29.1952	26.8397	-1261749	4	Nelspruit, Mpumalanga, South Africa	SF	SF07	77341	-25.4745	30.9703	-1265314	20220824183000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=41760
1060019572	20220824	202208	2022	2022.6411											AGR	FARM WORKER						AGR			0	080	080	08	2	5.0	2	1	2	-4.24929178470255	0								4	Nelspruit, Mpumalanga, South Africa	SF	SF07	77341	-25.4745	30.9703	-1265314	4	Nelspruit, Mpumalanga, South Africa	SF	SF07	77341	-25.4745	30.9703	-1265314	20220824183000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=41760
1060019573	20220824	202208	2022	2022.6411											BGR	BULGARIA	BGR								1	042	042	04	1	1.9	2	1	2	-0.38910505836576	0								4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Radomir, Stara Zagora, Bulgaria	BU	BU59	12051	42.3833	25.1667	-835248	20220824183000	https://timesofmalta.com/articles/view/17-year-old-flies-solo-around-world.976376
1060019574	20220824	202208	2022	2022.6411											BGR	BULGARIA	BGR								1	042	042	04	1	1.9	3	1	3	-0.38910505836576	0								1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	20220824183000	https://timesofmalta.com/articles/view/17-year-old-flies-solo-around-world.976376
1060019575	20220824	202208	2022	2022.6411											BGR	BULGARIA	BGR								1	043	043	04	1	2.8	4	1	4	-0.38910505836576	0								4	Radomir, Stara Zagora, Bulgaria	BU	BU59	12051	42.3833	25.1667	-835248	4	Radomir, Stara Zagora, Bulgaria	BU	BU59	12051	42.3833	25.1667	-835248	20220824183000	https://timesofmalta.com/articles/view/17-year-old-flies-solo-around-world.976376
1060019576	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			1	013	013	01	1	0.4	6	1	6	2.73972602739726	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20220824183000	https://www.record-eagle.com/news/business/business-memoranda-08-24-2022/article_c3a5297e-1d8d-11ed-8198-078257181394.html
1060019577	20220824	202208	2022	2022.6411											BUS	PRODUCER						BUS			0	040	040	04	1	1.0	15	1	10	6.31578947368421	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20220824183000	https://audiomediainternational.com/krk-kreator-classic-winner-drops-beats-with-legends-at-krk-kreativity-bootcamp/
1060019578	20220824	202208	2022	2022.6411											BUS	INDUSTRY						BUS			0	046	046	04	1	7.0	10	1	10	1.92962542565267	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20220824183000	https://www.forbes.com/sites/sharonedelson/2022/08/24/canadian-retailer-oak--fort-is-expanding-in-the-us-with-9-plus-new-stores/
1060019579	20220824	202208	2022	2022.6411											BUS	BUSINESS						BUS			0	174	174	17	4	-5.0	10	1	10	5.22388059701493	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20220824183000	https://www.forbes.com/sites/forbes-personal-shopper/2022/08/24/best-office-chairs/
1060019580	20220824	202208	2022	2022.6411											CAN	OTTAWA	CAN								1	042	042	04	1	1.9	2	1	2	3.62694300518134	0								3	Ottawa County, Ohio, United States	US	USOH		41.5334	-83.0999	1074074	3	Ottawa County, Ohio, United States	US	USOH		41.5334	-83.0999	1074074	20220824183000	https://www.thebeacon.net/ottawa-county-republican-headquarters-hosts-grand-opening/
1060019581	20220824	202208	2022	2022.6411											CAN	CANADA	CAN								1	080	080	08	2	5.0	4	1	4	4.63414634146341	0								4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20220824183000	https://www.tvtechnology.com/news/clear-com-appoints-marco-lopez-vp-of-engineering
1060019582	20220824	202208	2022	2022.6411											CAN	CANADA	CAN								1	090	090	09	2	-2.0	5	1	5	4.80961923847695	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20220824183000	https://www.newswire.ca/news-releases/ipsos-announces-the-retirement-of-gary-bennewies-ceo-of-canada-811570512.html
1060019583	20220824	202208	2022	2022.6411											CHN	CHINA	CHN								0	043	043	04	1	2.8	2	1	2	0.0425350914504501	0								4	Weihai, Shandong, China	CH	CH25	13327	37.5017	122.114	-1930256	4	Weihai, Shandong, China	CH	CH25	13327	37.5017	122.114	-1930256	20220824183000	https://www.marketwatch.com/press-release/bromo-trifluoro-propene-market-to-grow-with-a-significant-cagr-during-the-forecast-period-2022-2028-exclusive-report-spread-across-88-pages-2022-08-24
1060019584	20220824	202208	2022	2022.6411											COP	BORDER PATROL						COP			1	030	030	03	1	4.0	10	1	10	-9.62343096234308	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20220824183000	https://tucson.com/news/local/crime-and-courts/tucson-man-arrested-after-dragging-trooper-while-fleeing-traffic-stop/article_a1f3d1e8-23d4-11ed-9719-9bde7e1f129f.html
1060019585	20220824	202208	2022	2022.6411											COP	POLICE OFFICER						COP			0	043	043	04	1	2.8	6	1	6	-7.8	0								3	Umatilla County, Oregon, United States	US	USOR		45.5001	-118.501	1156673	3	Umatilla County, Oregon, United States	US	USOR		45.5001	-118.501	1156673	20220824183000	https://www.wallowa.com/news/local/northeast-oregon-man-arrested-for-sex-crimes-in-wallowa-county/article_a576deb2-65c0-5ccf-a5d6-82b615e2d2d8.html
1060019586	20220824	202208	2022	2022.6411											COP	PRISON						COP			1	114	114	11	3	-2.0	3	1	3	-9.35672514619886	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220824183000	https://www.ktvu.com/news/dublin-prison-correctional-officer-under-investigation-dies-by-suicide
1060019587	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	1823	182	18	4	-10.0	4	1	4	-11.1111111111112	0								4	Kanpur, Uttar Pradesh, India	IN	IN36	70269	26.4667	80.35	-2099561	4	Kanpur, Uttar Pradesh, India	IN	IN36	70269	26.4667	80.35	-2099561	20220824183000	https://timesofindia.indiatimes.com/city/kanpur/kanpur-man-hacked-to-death-for-resisting-nieces-molestation/articleshow/93761298.cms
1060019588	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	190	190	19	4	-10.0	4	1	4	-8.3969465648855	0								3	Waterbury Hospital, Connecticut, United States	US	USCT		41.5595	-73.0591	1933084	3	Waterbury Hospital, Connecticut, United States	US	USCT		41.5595	-73.0591	1933084	20220824183000	https://www.nbcconnecticut.com/news/local/naugatuck-teen-killed-in-route-8-motorcycle-crash/2858511/
1060019589	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	190	190	19	4	-10.0	1	1	1	-8.3969465648855	0								3	Southbury, Connecticut, United States	US	USCT	CT009	41.4815	-73.2132	211020	3	Southbury, Connecticut, United States	US	USCT	CT009	41.4815	-73.2132	211020	20220824183000	https://www.nbcconnecticut.com/news/local/naugatuck-teen-killed-in-route-8-motorcycle-crash/2858511/
1060019590	20220824	202208	2022	2022.6411											CVL	VOTER						CVL			1	060	060	06	2	6.0	10	1	10	-1.0230179028133	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20220824183000	https://www.naturalnews.com/2022-08-24-democrat-operatives-control-voterroll-system-in-31-states.html
1060019591	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	5	1	5	3.03030303030303	0								3	Princeton, Iowa, United States	US	USIA	IA163	41.6748	-90.3404	460455	3	Princeton, Iowa, United States	US	USIA	IA163	41.6748	-90.3404	460455	20220824183000	https://www.princeton.edu/news/2022/08/24/center-information-technology-program-gives-students-close-government-experiences
1060019592	20220824	202208	2022	2022.6411											EDU	COLLEGE						EDU			0	043	043	04	1	2.8	6	1	6	0.90361445783132	0								1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20220824183000	https://kdhnews.com/fort_hood_herald/kansas-native-served-as-a-soldier-army-wife-and-a-support-group-leader/article_cbfc3242-232e-11ed-b9fb-5b9ff89b8a5c.html
1060019593	20220824	202208	2022	2022.6411											FRA	FRENCH	FRA								1	051	051	05	1	3.4	4	1	4	4.80961923847695	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20220824183000	https://www.newswire.ca/news-releases/ipsos-announces-the-retirement-of-gary-bennewies-ceo-of-canada-811570512.html
1060019594	20220824	202208	2022	2022.6411											GBR	BRITISH	GBR								0	043	043	04	1	2.8	6	1	6	1.20724346076459	0								4	Farnborough, Warwickshire, United Kingdom	UK	UKP3	40135	52.1333	-1.36667	-2595946	4	Buzet, Waals Gewest, Belgium	BE	BE14	5854	50.5379	4.36705	-1955710	20220824183000	https://www.dw.com/en/british-belgian-teen-becomes-youngest-person-to-fly-around-the-world/a-62906542
1060019595	20220824	202208	2022	2022.6411											GBR	BRITISH	GBR								0	043	043	04	1	2.8	4	1	4	1.20724346076459	0								4	Farnborough, Warwickshire, United Kingdom	UK	UKP3	40135	52.1333	-1.36667	-2595946	4	Farnborough, Warwickshire, United Kingdom	UK	UKP3	40135	52.1333	-1.36667	-2595946	20220824183000	https://www.dw.com/en/british-belgian-teen-becomes-youngest-person-to-fly-around-the-world/a-62906542
1060019596	20220824	202208	2022	2022.6411											GOV	GOVERNMENT						GOV			1	020	020	02	1	3.0	10	1	10	6.14173228346457	0								4	Bollengo, Piemonte, Italy	IT	IT12	18380	45.4667	7.95	-111740	4	Bollengo, Piemonte, Italy	IT	IT12	18380	45.4667	7.95	-111740	20220824183000	https://www.newswire.ca/news-releases/gardaworld-announces-the-acquisition-of-global-leader-arca-874227038.html
1060019597	20220824	202208	2022	2022.6411											GOV	PRIME MINISTER						GOV			1	051	051	05	1	3.4	8	1	8	5.51724137931035	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824183000	https://www.caribbeanherald.com/news/272665010/jaishankar-conveys-pm-modi-greetings-to-brazilian-president-jair-bolsonaro
1060019598	20220824	202208	2022	2022.6411											GOV	MAYOR						GOV			0	120	120	12	3	-4.0	3	1	3	0.62189054726368	0								3	Long Island City, New York, United States	US	USNY		40.7448	-73.9487	955863	3	Long Island City, New York, United States	US	USNY		40.7448	-73.9487	955863	20220824183000	https://therealdeal.com/2022/08/24/heres-are-real-estates-winners-and-losers-from-ny-primaries/
1060019599	20220824	202208	2022	2022.6411											GOVEDU	DEPARTMENT OF EDUCATION						GOV	EDU		1	010	010	01	1	0.0	5	1	5	5.29661016949153	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20220824183000	https://www.nbcconnecticut.com/news/national-international/biden-plan-will-forgive-thousands-in-student-loans-for-many-borrowers-heres-what-to-know/2858528/
1060019600	20220824	202208	2022	2022.6411											GOVEDU	DEPARTMENT OF EDUCATION						GOV	EDU		1	036	036	03	1	4.0	5	1	5	5.29661016949153	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20220824183000	https://www.nbcconnecticut.com/news/national-international/biden-plan-will-forgive-thousands-in-student-loans-for-many-borrowers-heres-what-to-know/2858528/
1060019601	20220824	202208	2022	2022.6411											GOVELI	PRESIDENT						GOV	ELI		1	043	043	04	1	2.8	10	1	10	2.10144927536232	0								0								0								20220824183000	https://www.chronicle.com/article/the-4-stages-of-a-presidential-life-cycle
1060019602	20220824	202208	2022	2022.6411											IGOUNOREF	UNITED NATIONS		UNO				IGO	REF		1	080	080	08	2	5.0	10	1	10	-4.14634146341464	0								1	Poland	PL	PL		52	20	PL	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824183000	https://www.capradio.org/news/npr/story?storyid=1119202240
1060019603	20220824	202208	2022	2022.6411											IGOUNOREF	UNITED NATIONS		UNO				IGO	REF		1	080	080	08	2	5.0	30	3	30	-3.04093567251462	0								1	Poland	PL	PL		52	20	PL	4	Lviv, L'vivs'ka Oblast', Ukraine	UP	UP15	28555	49.8407	24.0305	-1045268	20220824183000	https://www.delawarepublic.org/npr-headlines/2022-08-24/6-key-numbers-that-reveal-the-staggering-impact-of-russias-war-in-ukraine
1060019604	20220824	202208	2022	2022.6411											IND	KANPUR	IND								1	1823	182	18	4	-10.0	4	1	4	-11.1111111111112	0								4	Kanpur, Uttar Pradesh, India	IN	IN36	70269	26.4667	80.35	-2099561	4	Kanpur, Uttar Pradesh, India	IN	IN36	70269	26.4667	80.35	-2099561	20220824183000	https://timesofindia.indiatimes.com/city/kanpur/kanpur-man-hacked-to-death-for-resisting-nieces-molestation/articleshow/93761298.cms
1060019605	20220824	202208	2022	2022.6411											IRL	IRELAND	IRL								1	114	114	11	3	-2.0	2	1	2	-9.35672514619886	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220824183000	https://www.ktvu.com/news/dublin-prison-correctional-officer-under-investigation-dies-by-suicide
