1060022967	20210824	202108	2021	2021.6411											USA	UNITED STATES	USA								1	110	110	11	3	-2.0	1	1	1	0	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824190000	https://www.nbcphiladelphia.com/news/business/money-report/bill-gates-dr-fauci-is-a-hero-to-millions-of-people-including-me/3344081/
1060022968	20210824	202108	2021	2021.6411	GBR	UNITED KINGDOM	GBR																		1	130	130	13	3	-4.4	2	1	2	-2.50783699059562	4	Rocky Mountains, Canada (general), Canada	CA	CA00	12534	50	-114	-572409	0								4	Rocky Mountains, Canada (general), Canada	CA	CA00	12534	50	-114	-572409	20220824190000	https://www.castanet.net/news/BC/381691/Fall-forecast-calls-for-cooler-wetter-than-normal-fall-in-B-C
1060022969	20210824	202108	2021	2021.6411	GOV	AMBASSADOR						GOV													0	161	161	16	4	-4.0	2	1	2	0.83565459610028	4	Baabda, Mont-Liban, Lebanon	LE	LE05	18808	33.8339	35.5442	-801097	0								4	Baabda, Mont-Liban, Lebanon	LE	LE05	18808	33.8339	35.5442	-801097	20220824190000	https://www.jpost.com/middle-east/article-715501
1060022970	20220725	202207	2022	2022.5616	DEU	FRANKFORT	DEU								USA	KENTUCKY	USA								1	043	043	04	1	2.8	4	1	4	3.26797385620915	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220824190000	https://www.wkms.org/government-politics/2022-08-24/ky-lawmakers-return-to-frankfort-to-consider-flooding-relief-package
1060022971	20220725	202207	2022	2022.5616	DEU	FRANKFORT	DEU								USALEG	KENTUCKY	USA					LEG			1	043	043	04	1	2.8	6	1	6	3.26797385620915	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220824190000	https://www.wkms.org/government-politics/2022-08-24/ky-lawmakers-return-to-frankfort-to-consider-flooding-relief-package
1060022972	20220725	202207	2022	2022.5616	USA	KENTUCKY	USA								DEU	FRANKFORT	DEU								1	042	042	04	1	1.9	4	1	4	3.26797385620915	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220824190000	https://www.wkms.org/government-politics/2022-08-24/ky-lawmakers-return-to-frankfort-to-consider-flooding-relief-package
1060022973	20220725	202207	2022	2022.5616	USALEG	KENTUCKY	USA					LEG			DEU	FRANKFORT	DEU								1	042	042	04	1	1.9	6	1	6	3.26797385620915	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220824190000	https://www.wkms.org/government-politics/2022-08-24/ky-lawmakers-return-to-frankfort-to-consider-flooding-relief-package
1060022974	20220817	202208	2022	2022.6219											BEL	GAND	BEL								1	112	112	11	3	-2.0	5	1	5	-6.47887323943662	0								4	Port-De-Paix, Nord-Ouest, Haiti	HA	HA03	17185	19.95	-72.8333	-70317	4	Port-De-Paix, Nord-Ouest, Haiti	HA	HA03	17185	19.95	-72.8333	-70317	20220824190000	https://www.haitilibre.com/en/news-37480-haiti-news-zapping.html
1060022975	20220817	202208	2022	2022.6219											USAMED	UNITED STATES	USA					MED			0	042	042	04	1	1.9	1	1	1	-2.63157894736842	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20220824190000	https://www.iwradio.co.uk/news/sky-news/emily-maitlis-refers-to-tory-cronyism-at-heart-of-the-bbc-in-edinburgh-tv-festival-lecture/
1060022976	20220817	202208	2022	2022.6219	EDU	SCHOOL						EDU			USACOP	NEW ORLEANS	USA					COP			1	017	017	01	1	0.0	10	1	10	-3.40314136125655	0								0								0								20220824190000	https://www.wdsu.com/article/new-orleans-akili-academy-school-bus-gun-latest/40981263
1060022977	20220817	202208	2022	2022.6219	FRA	ORLEANS	FRA								USACOP	NEW ORLEANS	USA					COP			1	017	017	01	1	0.0	10	1	10	-3.40314136125655	0								0								0								20220824190000	https://www.wdsu.com/article/new-orleans-akili-academy-school-bus-gun-latest/40981263
1060022978	20220817	202208	2022	2022.6219	GOV	AUTHORITIES						GOV			BEL	GAND	BEL								1	112	112	11	3	-2.0	5	1	5	-6.47887323943662	4	Port-De-Paix, Nord-Ouest, Haiti	HA	HA03	17185	19.95	-72.8333	-70317	4	Port-De-Paix, Nord-Ouest, Haiti	HA	HA03	17185	19.95	-72.8333	-70317	4	Port-De-Paix, Nord-Ouest, Haiti	HA	HA03	17185	19.95	-72.8333	-70317	20220824190000	https://www.haitilibre.com/en/news-37480-haiti-news-zapping.html
1060022979	20220817	202208	2022	2022.6219	GOV	AUTHORITIES						GOV			BEL	GAND	BEL								1	173	173	17	4	-5.0	5	1	5	-6.47887323943662	4	Port-De-Paix, Nord-Ouest, Haiti	HA	HA03	17185	19.95	-72.8333	-70317	4	Port-De-Paix, Nord-Ouest, Haiti	HA	HA03	17185	19.95	-72.8333	-70317	4	Port-De-Paix, Nord-Ouest, Haiti	HA	HA03	17185	19.95	-72.8333	-70317	20220824190000	https://www.haitilibre.com/en/news-37480-haiti-news-zapping.html
1060022980	20220817	202208	2022	2022.6219	IRN	IRAN	IRN																		1	080	080	08	2	5.0	1	1	1	-4.31654676258993	1	Syria	SY	SY		35	38	SY	0								1	Syria	SY	SY		35	38	SY	20220824190000	https://news.topwirenews.com/2022/08/24/us-responds-to-iran-nuclear-deal-as-momentum-builds/
1060022981	20220817	202208	2022	2022.6219	LEG	CONGRESSMAN						LEG			MED	MEDIA						MED			1	051	051	05	1	3.4	6	1	6	-2.26904376012966	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824190000	http://www.msn.com/en-us/news/politics/embattled-rep-matt-gaetz-survives-florida-primary-overcoming-biggest-hurdle-on-road-to-reelection/ar-AA113Ale
1060022982	20220817	202208	2022	2022.6219	LEG	CONGRESSMAN						LEG			USA	UNITED STATES	USA								1	051	051	05	1	3.4	4	1	4	-2.26904376012966	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220824190000	http://www.msn.com/en-us/news/politics/embattled-rep-matt-gaetz-survives-florida-primary-overcoming-biggest-hurdle-on-road-to-reelection/ar-AA113Ale
1060022983	20220817	202208	2022	2022.6219	USACOP	NEW ORLEANS	USA					COP			EDU	SCHOOL						EDU			1	017	017	01	1	0.0	10	1	10	-3.40314136125655	0								0								0								20220824190000	https://www.wdsu.com/article/new-orleans-akili-academy-school-bus-gun-latest/40981263
1060022984	20220817	202208	2022	2022.6219	USACOP	NEW ORLEANS	USA					COP			EDU	SCHOOL						EDU			1	040	040	04	1	1.0	10	1	10	-3.40314136125655	0								0								0								20220824190000	https://www.wdsu.com/article/new-orleans-akili-academy-school-bus-gun-latest/40981263
1060022985	20220817	202208	2022	2022.6219	USACOP	NEW ORLEANS	USA					COP			FRA	ORLEANS	FRA								1	017	017	01	1	0.0	10	1	10	-3.40314136125655	0								0								0								20220824190000	https://www.wdsu.com/article/new-orleans-akili-academy-school-bus-gun-latest/40981263
1060022986	20220817	202208	2022	2022.6219	USACOP	NEW ORLEANS	USA					COP			FRA	ORLEANS	FRA								1	040	040	04	1	1.0	10	1	10	-3.40314136125655	0								0								0								20220824190000	https://www.wdsu.com/article/new-orleans-akili-academy-school-bus-gun-latest/40981263
1060022987	20220817	202208	2022	2022.6219	USAMED	UNITED STATES	USA					MED													0	043	043	04	1	2.8	1	1	1	-2.63157894736842	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20220824190000	https://www.iwradio.co.uk/news/sky-news/emily-maitlis-refers-to-tory-cronyism-at-heart-of-the-bbc-in-edinburgh-tv-festival-lecture/
