1059921894	20210824	202108	2021	2021.6411	IGOUNOGOV	THE UN		UNO				IGO	GOV		MMR	MYANMAR	MMR								1	050	050	05	1	3.5	10	1	10	-0.76923076923077	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220824053000	https://www.europesun.com/news/272663840/latest-count-of-confirmed-covid-19-cases-worldwide-at-0000-gmt-aug-24
1059921895	20210824	202108	2021	2021.6411	MIL	ARMY CHIEF						MIL			nep	NEPALI			nep						1	043	043	04	1	2.8	8	1	8	0	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220824053000	http://idrw.org/indian-army-chief-gen-pande-to-visit-to-nepal-from-sep-4/
1059921896	20210824	202108	2021	2021.6411	MIL	ARMY CHIEF						MIL			nep	NEPALI			nep						1	043	043	04	1	2.8	2	1	2	0	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	1	Nepal	NP	NP		28	84	NP	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220824053000	http://idrw.org/indian-army-chief-gen-pande-to-visit-to-nepal-from-sep-4/
1059921897	20210824	202108	2021	2021.6411	nep	NEPALI			nep						MIL	ARMY CHIEF						MIL			1	042	042	04	1	1.9	8	1	8	0	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220824053000	http://idrw.org/indian-army-chief-gen-pande-to-visit-to-nepal-from-sep-4/
1059921898	20210824	202108	2021	2021.6411	nep	NEPALI			nep						MIL	ARMY CHIEF						MIL			1	042	042	04	1	1.9	2	1	2	0	1	Nepal	NP	NP		28	84	NP	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220824053000	http://idrw.org/indian-army-chief-gen-pande-to-visit-to-nepal-from-sep-4/
1059921899	20220725	202207	2022	2022.5616	CUB	CUBA	CUB																		1	020	020	02	1	3.0	4	1	4	3.01318267419962	4	El Pilar, Provincia de Artemisa, Cuba	CU	CU17	14727	22.8833	-82.6333	-1622044	0								4	El Pilar, Provincia de Artemisa, Cuba	CU	CU17	14727	22.8833	-82.6333	-1622044	20220824053000	https://www.proactiveinvestors.com.au/companies/news/990848/antilles-gold-outlines-proposed-exploration-program-in-cuba-990848.html
1059921900	20220725	202207	2022	2022.5616	USA	UNITED STATES	USA								USAGOVBUS	THE US	USA					GOV	BUS		1	114	114	11	3	-2.0	4	1	4	-7.50551876379691	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824053000	https://english.aawsat.com/home/article/3832841/whistleblower-accuses-twitter-cybersecurity-negligence
1059921901	20220817	202208	2022	2022.6219	CVL	THE POOR						CVL			GOV	GOVERNMENT						GOV			1	046	046	04	1	7.0	10	1	10	-3.1591737545565	4	Zamboanga City, Zamboanga, Philippines	RP	RPG7	67164	6.91025	122.072	-2460321	4	Zamboanga City, Zamboanga, Philippines	RP	RPG7	67164	6.91025	122.072	-2460321	4	Zamboanga City, Zamboanga, Philippines	RP	RPG7	67164	6.91025	122.072	-2460321	20220824053000	https://www.straitstimes.com/asia/se-asia/good-intentions-not-enough-inquirer
1059921902	20220817	202208	2022	2022.6219	GOV	MINIST						GOV													1	051	051	05	1	3.4	5	1	5	5.18867924528302	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	0								4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	20220824053000	https://english.aawsat.com/home/article/3833626/saudi-govt-underscores-kingdom%E2%80%99s-regional-int%E2%80%99l-role
1059921903	20220817	202208	2022	2022.6219	GOV	PRESIDENT						GOV													1	190	190	19	4	-10.0	8	1	8	-2.08333333333333	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220824053000	https://www.washingtonpost.com/world/2022/08/23/us-military-strikes-syria-iran-irgc/
1059921904	20220817	202208	2022	2022.6219	GOV	PRESIDENT						GOV													1	195	195	19	4	-10.0	8	1	8	-2.08333333333333	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220824053000	https://www.washingtonpost.com/world/2022/08/23/us-military-strikes-syria-iran-irgc/
1059921905	20220817	202208	2022	2022.6219	GOV	GOVERNMENT						GOV			CVL	THE POOR						CVL			1	046	046	04	1	7.0	10	1	10	-3.1591737545565	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20220824053000	https://www.straitstimes.com/asia/se-asia/good-intentions-not-enough-inquirer
1059921906	20220817	202208	2022	2022.6219	GOV	KINGDOM						GOV			GOVMIL	MINIST OF DEFENSE						GOV	MIL		1	043	043	04	1	2.8	5	1	5	5.18867924528302	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20220824053000	https://english.aawsat.com/home/article/3833626/saudi-govt-underscores-kingdom%E2%80%99s-regional-int%E2%80%99l-role
1059921907	20220817	202208	2022	2022.6219	GOVMIL	MINIST OF DEFENSE						GOV	MIL		GOV	KINGDOM						GOV			1	042	042	04	1	1.9	5	1	5	5.18867924528302	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20220824053000	https://english.aawsat.com/home/article/3833626/saudi-govt-underscores-kingdom%E2%80%99s-regional-int%E2%80%99l-role
