1059939815	20210824	202108	2021	2021.6411	GOV	PRIME MINISTER						GOV													0	060	060	06	2	6.0	10	1	10	-2.24	1	Malaysia	MY	MY		2.5	112.5	MY	0								1	Malaysia	MY	MY		2.5	112.5	MY	20220824083000	https://www.afr.com/world/asia/ex-pm-najib-s-jailing-a-win-for-malaysia-s-judiciary-20220823-p5bc76
1059939816	20210824	202108	2021	2021.6411	IGOUNOGOV	THE UN		UNO				IGO	GOV		MMR	MYANMAR	MMR								1	050	050	05	1	3.5	6	1	6	-3.07692307692308	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20220824083000	https://www.vietnamtribune.com/news/272664066/nepal-signs-agreement-with-uk-to-provide-foreign-workers
1059939817	20210824	202108	2021	2021.6411	IGOUNOGOV	THE UN		UNO				IGO	GOV		MMR	MYANMAR	MMR								1	050	050	05	1	3.5	2	1	2	-3.07692307692308	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Naypyidaw, Mandalay, Myanmar	BM	BM08	41807	19.745	96.1297	9272014	20220824083000	https://www.vietnamtribune.com/news/272664066/nepal-signs-agreement-with-uk-to-provide-foreign-workers
1059939818	20210824	202108	2021	2021.6411	IRL	IRELAND	IRL								CHR	CHRISTIAN				CHR					1	051	051	05	1	3.4	4	1	4	0.265957446808511	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220824083000	https://www.investegate.co.uk/kibo-energy-plc--kibo-/rns/notice-of-agm/202208240741259595W/
1059939819	20210824	202108	2021	2021.6411	KORGOV	SOUTH KOREA	KOR					GOV			GOV	GOVERNMENT						GOV			1	010	010	01	1	0.0	4	1	4	-0.87463556851312	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20220824083000	http://www.koreatimes.co.kr/www/biz/2022/08/488_334952.html
1059939820	20210824	202108	2021	2021.6411	MYS	MALAYSIA	MYS																		0	060	060	06	2	6.0	1	1	1	-2.24	1	Malaysia	MY	MY		2.5	112.5	MY	0								1	Malaysia	MY	MY		2.5	112.5	MY	20220824083000	https://www.afr.com/world/asia/ex-pm-najib-s-jailing-a-win-for-malaysia-s-judiciary-20220823-p5bc76
1059939821	20210824	202108	2021	2021.6411	SDN	SUDAN	SDN																		0	010	010	01	1	0.0	2	1	2	-4.49438202247191	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	0								4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	20220824083000	http://www.africanews.com/2022/08/24/icc-prosecutor-calls-for-justice-in-darfur/
1059939822	20210824	202108	2021	2021.6411	USA	SEATTLE	USA								BUS	INVESTOR						BUS			1	060	060	06	2	6.0	10	1	10	-2.73972602739726	0								0								0								20220824083000	https://www.djc.com/news/re/12150838.html
1059939823	20220817	202208	2022	2022.6219											GBR	LONDON	GBR								0	190	190	19	4	-10.0	2	2	2	-7.06150341685649	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Dagenham, Barking and Dagenham, United Kingdom	UK	UKA1	40110	51.55	0.166667	-2593987	20220824083000	https://www.chesterstandard.co.uk/news/national/20734913.police-appeal-shooting-18-year-old-london-amid-wave-violent-crime/
1059939824	20220823	202208	2022	2022.6384	GOV	GOVERNMENT						GOV			GOVELI	HEAD OF STATE						GOV	ELI		1	145	145	14	3	-7.5	8	1	8	1.01465614430666	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	20220824083000	https://www.vanguardngr.com/2022/08/fg-us-sign-agreement-for-return-of-fresh-23-4m-abacha-loot/
1059939825	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								1	040	040	04	1	1.0	10	1	10	-11.5830115830116	0								4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20220824083000	https://www.702.co.za/articles/452928/we-are-not-losing-the-battle-lebeya-on-fighting-priority-crimes-in-sa
1059939826	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								1	042	042	04	1	1.9	6	1	6	-9.4405594405594	0								4	Hillbrow, Gauteng, South Africa	SF	SF06	77364	-26.1892	28.0488	-1237173	4	Hillbrow, Gauteng, South Africa	SF	SF06	77364	-26.1892	28.0488	-1237173	20220824083000	https://www.sowetanlive.co.za/opinion/letters/2022-08-24-reader-letter-state-failing-to-shield-women-from-sex-crimes/
1059939827	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								1	0841	084	08	2	7.0	2	1	2	-7.6555023923445	0								4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Germiston, Gauteng, South Africa	SF	SF06	77364	-26.2348	28.1767	-1230695	20220824083000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=41742
1059939828	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								1	0841	084	08	2	7.0	2	1	2	-7.6555023923445	0								4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20220824083000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=41742
1059939829	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								1	173	173	17	4	-5.0	4	1	4	-10.2325581395349	0								4	Scottburgh, KwaZulu-Natal, South Africa	SF	SF02	77329	-30.2867	30.7532	-1281998	4	Scottburgh, KwaZulu-Natal, South Africa	SF	SF02	77329	-30.2867	30.7532	-1281998	20220824083000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=41743
1059939830	20220824	202208	2022	2022.6411											AFRJUD	AFRICA	AFR					JUD			1	0841	084	08	2	7.0	4	1	4	-7.6555023923445	0								4	Germiston, Gauteng, South Africa	SF	SF06	77364	-26.2348	28.1767	-1230695	4	Germiston, Gauteng, South Africa	SF	SF06	77364	-26.2348	28.1767	-1230695	20220824083000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=41742
1059939831	20220824	202208	2022	2022.6411											BEL	BRUSSELS	BEL								1	057	057	05	1	8.0	5	1	5	0	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824083000	https://vm.ee/en/international-relations-global-estonian-diaspora/estonia-nato/accession-estonia-nato
1059939832	20220824	202208	2022	2022.6411											BUD	BUDDHIST				BUD					0	036	036	03	1	4.0	3	1	3	1.84162062615102	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824083000	http://www.koreatimes.co.kr/www/culture/2022/08/262_334933.html
