1059929893	20220824	202208	2022	2022.6411	SYR	SYRIAN	SYR								IRQ	IRAQI	IRQ								0	051	051	05	1	3.4	6	1	6	-4.48796409628723	4	Raqqa, Ar Raqqah, Syria	SY	SY04	26371	35.95	39.0167	-2538949	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20220824064500	https://www.usip.org/publications/2022/07/isis-problem-yesterday-today-and-tomorrow
1059929894	20220824	202208	2022	2022.6411	SYR	SYRIAN	SYR								IRQ	IRAQI	IRQ								0	051	051	05	1	3.4	4	1	4	-4.48796409628723	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20220824064500	https://www.usip.org/publications/2022/07/isis-problem-yesterday-today-and-tomorrow
1059929895	20220824	202208	2022	2022.6411	THA	THAILAND	THA								GOV	CUSTOMS OFFICIAL						GOV			1	1014	101	10	3	-5.0	4	1	4	-3.89344262295082	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20220824064500	https://www.pna.gov.ph/articles/1182055
1059929896	20220824	202208	2022	2022.6411	THA	NARATHIWAT	THA								MIL	SPECIAL OPERATIONS						MIL			1	190	190	19	4	-10.0	10	1	10	-7.52688172043011	0								0								0								20220824064500	https://www.bangkokpost.com/thailand/general/2375810/policeman-wounded-when-base-attacked
1059929897	20220824	202208	2022	2022.6411	TTO	TRINIDAD AND TOBAGO	TTO																		1	060	060	06	2	6.0	4	1	4	2.53164556962025	4	Tobago House Of Assembly, Tobago, Trinidad And Tobago	TD	TD11	27421	11.1774	-60.7314	11441435	0								4	Tobago House Of Assembly, Tobago, Trinidad And Tobago	TD	TD11	27421	11.1774	-60.7314	11441435	20220824064500	https://tt.loopnews.com/content/fao-provides-tha-technology-agriculture-data-collection
1059929898	20220824	202208	2022	2022.6411	TTO	TRINIDAD	TTO																		1	191	191	19	4	-9.5	1	1	1	-6.08695652173913	4	Moruga, Victoria, Trinidad And Tobago	TD	TD12	27415	10.0905	-61.2799	-1360415	0								4	Moruga, Victoria, Trinidad And Tobago	TD	TD12	27415	10.0905	-61.2799	-1360415	20220824064500	https://www.stabroeknews.com/2022/08/24/news/regional/trinidad/scrap-iron-workers-protest-in-trinidad/
1059929899	20220824	202208	2022	2022.6411	TTO	TRINIDAD	TTO								LAB	WORKER						LAB			1	191	191	19	4	-9.5	2	1	2	-6.08695652173913	4	Barrackpore, Victoria, Trinidad And Tobago	TD	TD12	27415	10.2081	-61.4061	-1359492	4	Barrackpore, Victoria, Trinidad And Tobago	TD	TD12	27415	10.2081	-61.4061	-1359492	4	Barrackpore, Victoria, Trinidad And Tobago	TD	TD12	27415	10.2081	-61.4061	-1359492	20220824064500	https://www.stabroeknews.com/2022/08/24/news/regional/trinidad/scrap-iron-workers-protest-in-trinidad/
1059929900	20220824	202208	2022	2022.6411	TTO	TRINIDAD	TTO								SUR	SURINAME	SUR								1	020	020	02	1	3.0	10	1	10	2.53164556962025	4	Tobago House Of Assembly, Tobago, Trinidad And Tobago	TD	TD11	27421	11.1774	-60.7314	11441435	1	Suriname	NS	NS		4	-56	NS	1	Suriname	NS	NS		4	-56	NS	20220824064500	https://tt.loopnews.com/content/fao-provides-tha-technology-agriculture-data-collection
1059929901	20220824	202208	2022	2022.6411	TTOLEG	TOBAGO	TTO					LEG			TTO	TOBAGO	TTO								1	060	060	06	2	6.0	6	1	6	2.53164556962025	4	Tobago House Of Assembly, Tobago, Trinidad And Tobago	TD	TD11	27421	11.1774	-60.7314	11441435	4	Tobago House Of Assembly, Tobago, Trinidad And Tobago	TD	TD11	27421	11.1774	-60.7314	11441435	4	Tobago House Of Assembly, Tobago, Trinidad And Tobago	TD	TD11	27421	11.1774	-60.7314	11441435	20220824064500	https://tt.loopnews.com/content/fao-provides-tha-technology-agriculture-data-collection
1059929902	20220824	202208	2022	2022.6411	TUR	TURKEY	TUR																		1	010	010	01	1	0.0	4	1	4	-2.89017341040463	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	0								4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20220824064500	https://www.bignewsnetwork.com/news/272664018/no-problems-with-ukrainian-grain-shipments-turkey
1059929903	20220824	202208	2022	2022.6411	UAF	GUNMEN						UAF													1	183	183	18	4	-10.0	10	1	10	-7.52688172043011	0								0								0								20220824064500	https://www.bangkokpost.com/thailand/general/2375810/policeman-wounded-when-base-attacked
1059929904	20220824	202208	2022	2022.6411	UAF	GUNMAN						UAF			GBR	LIVERPOOL	GBR								1	020	020	02	1	3.0	10	1	10	-3.11004784688996	4	Merseyside, United Kingdom (general), United Kingdom	UK	UK00	40121	53.4	-3.08333	-2602923	4	Merseyside, United Kingdom (general), United Kingdom	UK	UK00	40121	53.4	-3.08333	-2602923	4	Merseyside, United Kingdom (general), United Kingdom	UK	UK00	40121	53.4	-3.08333	-2602923	20220824064500	https://www.thejournal.ie/liverpool-shooting-appeal-5847869-Aug2022/
1059929905	20220824	202208	2022	2022.6411	UAF	GUNMAN						UAF			GBR	LIVERPOOL	GBR								1	0873	087	08	2	9.0	10	1	10	-3.11004784688996	4	Merseyside, United Kingdom (general), United Kingdom	UK	UK00	40121	53.4	-3.08333	-2602923	4	Merseyside, United Kingdom (general), United Kingdom	UK	UK00	40121	53.4	-3.08333	-2602923	4	Merseyside, United Kingdom (general), United Kingdom	UK	UK00	40121	53.4	-3.08333	-2602923	20220824064500	https://www.thejournal.ie/liverpool-shooting-appeal-5847869-Aug2022/
1059929906	20220824	202208	2022	2022.6411	UAF	GUNMAN						UAF			GBR	LIVERPOOL	GBR								1	193	193	19	4	-10.0	10	1	10	-3.11004784688996	4	Merseyside, United Kingdom (general), United Kingdom	UK	UK00	40121	53.4	-3.08333	-2602923	4	Merseyside, United Kingdom (general), United Kingdom	UK	UK00	40121	53.4	-3.08333	-2602923	4	Merseyside, United Kingdom (general), United Kingdom	UK	UK00	40121	53.4	-3.08333	-2602923	20220824064500	https://www.thejournal.ie/liverpool-shooting-appeal-5847869-Aug2022/
1059929907	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR																		0	012	012	01	1	-0.4	6	1	6	-4.43896424167694	4	Dnipro, Ukraine (general), Ukraine	UP	UP00	28557	46.4975	32.3086	-2902197	0								4	Dnipro, Ukraine (general), Ukraine	UP	UP00	28557	46.4975	32.3086	-2902197	20220824064500	https://www.business-standard.com/article/international/six-months-of-putin-s-war-in-ukraine-unravels-russia-s-superpower-image-122082400319_1.html
1059929908	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR																		1	051	051	05	1	3.4	1	1	1	-3.58126721763086	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	0								4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20220824064500	https://www.washingtonpost.com/world/2022/08/24/ukraine-independence-russia-war-statehood/
1059929909	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR																		1	110	110	11	3	-2.0	5	1	5	-0.56980056980057	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20220824064500	https://www.bignewsnetwork.com/news/272664021/us-to-fund-more-arms-for-ukraine-media
1059929910	20220824	202208	2022	2022.6411	UKR	UKRAINIAN	UKR																		1	138	138	13	3	-7.0	2	1	2	-5.0880626223092	1	Ukraine	UP	UP		49	32	UP	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824064500	https://www.business-standard.com/article/international/un-expresses-concern-over-possible-trials-of-ukrainian-prisoners-of-war-122082400149_1.html
1059929911	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR																		0	1712	171	17	4	-9.2	16	1	9	-4.43896424167694	4	Irpin, Kyyivs'ka Oblast', Ukraine	UP	UP13	28554	50.5218	30.2506	-1040233	0								4	Irpin, Kyyivs'ka Oblast', Ukraine	UP	UP13	28554	50.5218	30.2506	-1040233	20220824064500	https://www.business-standard.com/article/international/six-months-of-putin-s-war-in-ukraine-unravels-russia-s-superpower-image-122082400319_1.html
1059929912	20220824	202208	2022	2022.6411	UKR	KYIV	UKR								CVL	CITIZEN						CVL			0	070	070	07	2	7.0	1	1	1	-3.58126721763086	4	Crimean Peninsula, Krym, Avtonomna Respublika, Ukraine	UP	UP11	28553	45	34	-1043950	4	Crimean Peninsula, Krym, Avtonomna Respublika, Ukraine	UP	UP11	28553	45	34	-1043950	4	Crimean Peninsula, Krym, Avtonomna Respublika, Ukraine	UP	UP11	28553	45	34	-1043950	20220824064500	https://www.washingtonpost.com/world/2022/08/24/ukraine-independence-russia-war-statehood/
1059929913	20220824	202208	2022	2022.6411	UKR	KYIV	UKR								CVL	CITIZEN						CVL			0	070	070	07	2	7.0	1	1	1	-3.58126721763086	1	United Kingdom	UK	UK		54	-4	UK	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20220824064500	https://www.washingtonpost.com/world/2022/08/24/ukraine-independence-russia-war-statehood/
1059929914	20220824	202208	2022	2022.6411	UKR	UKRAINIAN	UKR								GOV	AUTHORITIES						GOV			1	052	052	05	1	3.5	2	1	2	-5.0880626223092	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824064500	https://www.business-standard.com/article/international/un-expresses-concern-over-possible-trials-of-ukrainian-prisoners-of-war-122082400149_1.html
1059929915	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								IGOWSTNAT	NATO	WST	NAT				IGO			0	040	040	04	1	1.0	2	1	2	-0.56980056980057	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20220824064500	https://www.bignewsnetwork.com/news/272664021/us-to-fund-more-arms-for-ukraine-media
1059929916	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								NZL	NEW ZEALAND	NZL								1	190	190	19	4	-10.0	5	1	5	-1.71428571428572	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20220824064500	https://www.rnz.co.nz/news/national/473428/reports-say-nz-soldier-killed-in-ukraine-while-on-leave-nzdf
1059929917	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								1	051	051	05	1	3.4	5	1	5	-3.58126721763086	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20220824064500	https://www.washingtonpost.com/world/2022/08/24/ukraine-independence-russia-war-statehood/
1059929918	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								1	072	072	07	2	8.3	3	1	3	-2.89017341040463	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20220824064500	https://www.bignewsnetwork.com/news/272664018/no-problems-with-ukrainian-grain-shipments-turkey
1059929919	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIAN	RUS								0	0841	084	08	2	7.0	4	1	4	-3.58126721763086	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20220824064500	https://www.washingtonpost.com/world/2022/08/24/ukraine-independence-russia-war-statehood/
1059929920	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIAN	RUS								0	0841	084	08	2	7.0	1	1	1	-3.58126721763086	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824064500	https://www.washingtonpost.com/world/2022/08/24/ukraine-independence-russia-war-statehood/
1059929921	20220824	202208	2022	2022.6411	UKR	UKRAINIAN	UKR								RUS	RUSSIAN	RUS								0	120	120	12	3	-4.0	1	1	1	-3.58126721763086	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20220824064500	https://www.washingtonpost.com/world/2022/08/24/ukraine-independence-russia-war-statehood/
1059929922	20220824	202208	2022	2022.6411	UKR	UKRAINIAN	UKR								RUS	RUSSIAN	RUS								0	120	120	12	3	-4.0	7	1	7	-3.58126721763086	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20220824064500	https://www.washingtonpost.com/world/2022/08/24/ukraine-independence-russia-war-statehood/
1059929923	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	173	173	17	4	-5.0	1	1	1	-3.58126721763086	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824064500	https://www.washingtonpost.com/world/2022/08/24/ukraine-independence-russia-war-statehood/
1059929924	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	173	173	17	4	-5.0	1	1	1	-3.58126721763086	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824064500	https://www.washingtonpost.com/world/2022/08/24/ukraine-independence-russia-war-statehood/
1059929925	20220824	202208	2022	2022.6411	UKR	UKRAINIAN	UKR								RUS	RUSSIAN	RUS								1	190	190	19	4	-10.0	2	1	2	-6.40394088669951	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824064500	https://www.washingtonpost.com/national-security/2022/08/24/kyiv-battle-ukraine-defense/
1059929926	20220824	202208	2022	2022.6411	UKR	UKRAINIAN	UKR								RUS	RUSSIAN	RUS								1	190	190	19	4	-10.0	2	1	2	-6.40394088669951	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220824064500	https://www.washingtonpost.com/national-security/2022/08/24/kyiv-battle-ukraine-defense/
1059929927	20220824	202208	2022	2022.6411	UKR	UKRAINIAN	UKR								RUS	RUSSIAN	RUS								1	190	190	19	4	-10.0	6	1	6	-6.40394088669951	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220824064500	https://www.washingtonpost.com/national-security/2022/08/24/kyiv-battle-ukraine-defense/
1059929928	20220824	202208	2022	2022.6411	UKR	UKRAINIAN	UKR								UKRREF	UKRAINE	UKR					REF			1	010	010	01	1	0.0	2	1	2	2.04918032786885	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220824064500	https://www.klkntv.com/ukrainian-refugees-in-lincoln-earn-manufacturing-certificates-in-training-course/
1059929929	20220824	202208	2022	2022.6411	UKROPP	UKRAINIAN	UKR					OPP													1	138	138	13	3	-7.0	3	1	3	-5.0880626223092	1	Ukraine	UP	UP		49	32	UP	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824064500	https://www.business-standard.com/article/international/un-expresses-concern-over-possible-trials-of-ukrainian-prisoners-of-war-122082400149_1.html
1059929930	20220824	202208	2022	2022.6411	UKROPP	UKRAINIAN	UKR					OPP			GOV	AUTHORITIES						GOV			1	052	052	05	1	3.5	3	1	3	-5.0880626223092	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824064500	https://www.business-standard.com/article/international/un-expresses-concern-over-possible-trials-of-ukrainian-prisoners-of-war-122082400149_1.html
1059929931	20220824	202208	2022	2022.6411	UKRREF	UKRAINIAN	UKR					REF													1	010	010	01	1	0.0	5	1	5	2.04918032786885	1	Ukraine	UP	UP		49	32	UP	0								1	Ukraine	UP	UP		49	32	UP	20220824064500	https://www.klkntv.com/ukrainian-refugees-in-lincoln-earn-manufacturing-certificates-in-training-course/
1059929932	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	4	1	4	4.61538461538461	3	Tulsa, Oklahoma, United States	US	USOK	OK143	36.154	-95.9928	1100962	0								3	Shawnee, Oklahoma, United States	US	USOK	OK125	35.3273	-96.9253	1097964	20220824064500	https://tulsaworld.com/news/state-and-regional/govt-and-politics/watch-now-stitt-s-secretary-of-education-wins-gop-runoff-in-state-superintendent-race/article_109a7f06-22f5-11ed-80b3-878bb022c181.html
1059929933	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	4	1	4	4.61538461538461	3	Tulsa, Oklahoma, United States	US	USOK	OK143	36.154	-95.9928	1100962	0								3	Tulsa, Oklahoma, United States	US	USOK	OK143	36.154	-95.9928	1100962	20220824064500	https://tulsaworld.com/news/state-and-regional/govt-and-politics/watch-now-stitt-s-secretary-of-education-wins-gop-runoff-in-state-superintendent-race/article_109a7f06-22f5-11ed-80b3-878bb022c181.html
1059929934	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	4	1	4	3.3816425120773	3	Hancock County, Kentucky, United States	US	USKY	KY091	37.8501	-86.7667	516892	0								3	Hancock County, Kentucky, United States	US	USKY		37.8501	-86.7667	516892	20220824064500	https://www.greenfieldreporter.com/2022/08/24/club-news-8/
1059929935	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	10	1	4	1.53203342618385	3	Farmington, New Mexico, United States	US	USNM	NM045	36.7281	-108.219	902246	0								3	Farmington, New Mexico, United States	US	USNM	NM045	36.7281	-108.219	902246	20220824064500	https://nmpoliticalreport.com/2022/08/24/new-dinosaur-species-adds-to-knowledge-of-new-mexicos-diverse-past/
1059929936	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	2	1	2	1.53203342618385	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	0								2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20220824064500	https://nmpoliticalreport.com/2022/08/24/new-dinosaur-species-adds-to-knowledge-of-new-mexicos-diverse-past/
1059929937	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	013	013	01	1	0.4	2	1	2	4.61538461538461	3	Shawnee, Oklahoma, United States	US	USOK	OK125	35.3273	-96.9253	1097964	0								3	Shawnee, Oklahoma, United States	US	USOK	OK125	35.3273	-96.9253	1097964	20220824064500	https://tulsaworld.com/news/state-and-regional/govt-and-politics/watch-now-stitt-s-secretary-of-education-wins-gop-runoff-in-state-superintendent-race/article_109a7f06-22f5-11ed-80b3-878bb022c181.html
1059929938	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	013	013	01	1	0.4	1	1	1	-2.96052631578947	3	Clarke County, Virginia, United States	US	USVA	VA043	39.1168	-77.9664	1690562	0								3	Clarke County, Virginia, United States	US	USVA		39.1168	-77.9664	1690562	20220824064500	https://www.winchesterstar.com/winchester_star/clarke-adopts-revised-return-to-school-plan/article_499e5662-0165-5b50-9b82-1b95dfa35a19.html
1059929939	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	015	015	01	1	0.0	1	1	1	-11.3022113022113	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	20220824064500	https://www.theepochtimes.com/man-charged-in-bulger-slaying-to-stay-locked-up-until-trial_4681202.html
1059929940	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	016	016	01	1	-2.0	4	1	4	-7.82222222222222	3	Tulare County, California, United States	US	USCA	CA107	36.2666	-118.801	277318	0								3	Tulare County, California, United States	US	USCA		36.2666	-118.801	277318	20220824064500	https://www.visaliatimesdelta.com/story/news/2022/08/23/murder-charges-dismissed-porterville-library-case/7872940001/
1059929941	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	1	1	1	-2.96052631578947	3	Clarke County, Virginia, United States	US	USVA	VA043	39.1168	-77.9664	1690562	0								3	Clarke County, Virginia, United States	US	USVA		39.1168	-77.9664	1690562	20220824064500	https://www.winchesterstar.com/winchester_star/clarke-adopts-revised-return-to-school-plan/article_499e5662-0165-5b50-9b82-1b95dfa35a19.html
1059929942	20220824	202208	2022	2022.6411	USA	MAINE	USA																		1	030	030	03	1	4.0	10	1	10	1.75438596491228	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	20220824064500	https://wjbq.com/freeport-native-drew-taggart-of-the-chainsmokers-came-back-home-to-maine/
1059929943	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	040	040	04	1	1.0	2	1	2	-5.12820512820513	3	Kenosha, Wisconsin, United States	US	USWI	WI059	42.5847	-87.8212	1567416	0								3	Janesville, Wisconsin, United States	US	USWI	WI105	42.6828	-89.0187	1567100	20220824064500	https://www.voiceofalexandria.com/news/national/watch-now-gov-candidate-michels-rep-steil-tour-kenosha-attend-discussion-on-2020-unrest/article_11a6d2fc-050a-507f-9730-4c626a24f2bd.html
1059929944	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	040	040	04	1	1.0	6	1	4	-5.12820512820513	3	Kenosha, Wisconsin, United States	US	USWI	WI059	42.5847	-87.8212	1567416	0								3	Kenosha, Wisconsin, United States	US	USWI	WI059	42.5847	-87.8212	1567416	20220824064500	https://www.voiceofalexandria.com/news/national/watch-now-gov-candidate-michels-rep-steil-tour-kenosha-attend-discussion-on-2020-unrest/article_11a6d2fc-050a-507f-9730-4c626a24f2bd.html
1059929945	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	040	040	04	1	1.0	4	1	3	-5.12820512820513	3	Kenosha, Wisconsin, United States	US	USWI	WI059	42.5847	-87.8212	1567416	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220824064500	https://www.voiceofalexandria.com/news/national/watch-now-gov-candidate-michels-rep-steil-tour-kenosha-attend-discussion-on-2020-unrest/article_11a6d2fc-050a-507f-9730-4c626a24f2bd.html
1059929946	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	040	040	04	1	1.0	2	1	2	4.61538461538461	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	0								2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20220824064500	https://tulsaworld.com/news/state-and-regional/govt-and-politics/watch-now-stitt-s-secretary-of-education-wins-gop-runoff-in-state-superintendent-race/article_109a7f06-22f5-11ed-80b3-878bb022c181.html
1059929947	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	040	040	04	1	1.0	1	1	1	-5.12820512820513	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	0								3	Kenosha, Wisconsin, United States	US	USWI	WI059	42.5847	-87.8212	1567416	20220824064500	https://www.voiceofalexandria.com/news/national/watch-now-gov-candidate-michels-rep-steil-tour-kenosha-attend-discussion-on-2020-unrest/article_11a6d2fc-050a-507f-9730-4c626a24f2bd.html
1059929948	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	040	040	04	1	1.0	1	1	1	-5.12820512820513	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220824064500	https://www.voiceofalexandria.com/news/national/watch-now-gov-candidate-michels-rep-steil-tour-kenosha-attend-discussion-on-2020-unrest/article_11a6d2fc-050a-507f-9730-4c626a24f2bd.html
1059929949	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	051	051	05	1	3.4	2	1	2	3.2258064516129	3	Capital Area Humane Society, Ohio, United States	US	USOH	OH049	39.9073	-82.9716	1083674	0								3	Capital Area Humane Society, Ohio, United States	US	USOH		39.9073	-82.9716	1083674	20220824064500	https://www.meadvilletribune.com/community/reese-graduates-from-ohio-state/article_d781062e-22f7-11ed-8cc3-7b1e71d6df49.html
1059929950	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	051	051	05	1	3.4	4	1	4	1	3	San Marcos High School, Texas, United States	US	USTX	TX209	29.8622	-97.9395	2006635	0								3	San Marcos High School, Texas, United States	US	USTX		29.8622	-97.9395	2006635	20220824064500	https://keyt.com/news/santa-barbara-s-county/2022/08/23/santa-barbara-unified-school-board-approves-memorandum-of-understanding-regarding-law-enforcement-on-school-campuses/
1059929951	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	051	051	05	1	3.4	2	1	2	3.3816425120773	3	Hancock County, Kentucky, United States	US	USKY	KY091	37.8501	-86.7667	516892	0								3	Hancock County, Kentucky, United States	US	USKY		37.8501	-86.7667	516892	20220824064500	https://www.greenfieldreporter.com/2022/08/24/club-news-8/
1059929952	20220824	202208	2022	2022.6411	USA	NEW YORK	USA																		1	051	051	05	1	3.4	4	1	4	8.49056603773585	3	Brooklyn, New York, United States	US	USNY	NY025	42.3442	-75.1704	944840	0								3	White Plains, New York, United States	US	USNY		41.034	-73.7629	977432	20220824064500	https://dailyvoice.com/new-york/whiteplains/news/humbling-liberating-ny-man-claims-10m-lottery-prize/841344/
1059929953	20220824	202208	2022	2022.6411	USA	NEW YORK	USA																		1	051	051	05	1	3.4	6	1	6	8.49056603773585	3	White Plains, New York, United States	US	USNY	NY119	41.034	-73.7629	977432	0								3	White Plains, New York, United States	US	USNY		41.034	-73.7629	977432	20220824064500	https://dailyvoice.com/new-york/whiteplains/news/humbling-liberating-ny-man-claims-10m-lottery-prize/841344/
