1059914359	20210824	202108	2021	2021.6411											NZL	NEW ZEALAND	NZL								0	190	190	19	4	-10.0	10	1	10	6.53465346534654	0								4	Waitemata, New Zealand (general), New Zealand	NZ	NZ00	22389	-36.7833	174.617	-1521070	4	Waitemata, New Zealand (general), New Zealand	NZ	NZ00	22389	-36.7833	174.617	-1521070	20220824040000	https://business.scoop.co.nz/2022/08/24/work-like-a-dog-canines-boost-workplace-productivity/
1059914360	20210824	202108	2021	2021.6411	GOV	GOVERNOR						GOV													0	012	012	01	1	-0.4	3	1	3	-0.86206896551725	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	0								5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	20220824040000	https://www.thisdaylive.com/index.php/2022/08/24/lamido-no-one-has-offended-wike-no-basis-for-reconciliation/
1059914361	20210824	202108	2021	2021.6411	KHM	CAMBODIA	KHM																		1	061	061	06	2	6.4	8	1	8	3.3003300330033	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	0								4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20220824040000	http://www.chinaview.cn/asiapacific/20220824/acb65f49ed0b4bd78a2f1518b093e3a0/c.html
1059914362	20210824	202108	2021	2021.6411	KHM	CAMBODIA	KHM																		1	061	061	06	2	6.4	2	1	2	3.3003300330033	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20220824040000	http://www.chinaview.cn/asiapacific/20220824/acb65f49ed0b4bd78a2f1518b093e3a0/c.html
1059914363	20210824	202108	2021	2021.6411	NGA	NIGERIA	NGA								GOV	GOVERNOR						GOV			0	012	012	01	1	-0.4	2	1	2	-0.86206896551725	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	20220824040000	https://www.thisdaylive.com/index.php/2022/08/24/lamido-no-one-has-offended-wike-no-basis-for-reconciliation/
1059914364	20210824	202108	2021	2021.6411	NZL	NEW ZEALAND	NZL																		0	190	190	19	4	-10.0	10	1	10	6.53465346534654	4	Waitemata, New Zealand (general), New Zealand	NZ	NZ00	22389	-36.7833	174.617	-1521070	0								4	Waitemata, New Zealand (general), New Zealand	NZ	NZ00	22389	-36.7833	174.617	-1521070	20220824040000	https://business.scoop.co.nz/2022/08/24/work-like-a-dog-canines-boost-workplace-productivity/
1059914365	20220725	202207	2022	2022.5616	GOV	GOVERNMENT						GOV													1	110	110	11	3	-2.0	3	1	3	-1.66666666666667	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20220824040000	https://www.stltoday.com/article_63192426-02bc-5fe4-aa1b-d18f47ccd516.html
1059914366	20220817	202208	2022	2022.6219	CRM	THIEF						CRM			USA	OREGON	USA								1	171	171	17	4	-9.2	10	1	10	-10.7142857142857	1	Chad	CD	CD		15	19	CD	1	Chad	CD	CD		15	19	CD	1	Chad	CD	CD		15	19	CD	20220824040000	https://www.heraldandnews.com/news/anonymous-tip-leads-to-arrest-after-thieves-disable-early-fire-detection-cameras/article_c001f040-2355-11ed-88e9-fbb4797c0008.html
1059914367	20220817	202208	2022	2022.6219	EDU	UNIVERSITY						EDU			NOR	SVALBARD	NOR								1	042	042	04	1	1.9	7	1	7	-4.25038639876353	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20220824040000	https://www.science.org/content/article/arctic-stormchasers-brave-giant-cyclones-understand-chew-sea-ice
1059914368	20220817	202208	2022	2022.6219	EDU	UNIVERSITY						EDU			NOR	NORWAY	NOR								1	043	043	04	1	2.8	2	1	2	-4.25038639876353	1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	20220824040000	https://www.science.org/content/article/arctic-stormchasers-brave-giant-cyclones-understand-chew-sea-ice
1059914369	20220817	202208	2022	2022.6219	EDU	UNIVERSITY						EDU			NOR	NORWAY	NOR								1	043	043	04	1	2.8	1	1	1	-4.25038639876353	1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	1	Svalbard	SV	SV		78	20	SV	20220824040000	https://www.science.org/content/article/arctic-stormchasers-brave-giant-cyclones-understand-chew-sea-ice
1059914370	20220817	202208	2022	2022.6219	JUD	COURT JUDGE						JUD													1	040	040	04	1	1.0	1	1	1	-2.7456647398844	3	Leon County, Florida, United States	US	USFL	FL073	30.4946	-84.2082	306916	0								3	Leon County, Florida, United States	US	USFL		30.4946	-84.2082	306916	20220824040000	https://www.pnj.com/story/news/politics/elections/2022/08/23/rebekah-jones-wins-democratic-primary-face-matt-gaetz-house-florida-1st-congressional-district/10349232002/
