1059875767	20210823	202108	2021	2021.6384											JUD	FEDERAL JUDGE						JUD			1	112	112	11	3	-2.0	10	1	10	-5.32786885245902	0								3	Ashland, Tennessee, United States	US	USTN	TN181	35.4362	-87.6675	1314607	3	Ashland, Tennessee, United States	US	USTN	TN181	35.4362	-87.6675	1314607	20220823220000	https://www.dailyindependent.com/news/cooper-trial-set-for-2023/article_e61ead70-2253-11ed-afb2-2b4760f5de95.html
1059875768	20210823	202108	2021	2021.6384											NZL	NEW ZEALAND	NZL								0	190	190	19	4	-10.0	10	1	10	5.77777777777778	0								4	Waitemata, New Zealand (general), New Zealand	NZ	NZ00	22389	-36.7833	174.617	-1521070	4	Waitemata, New Zealand (general), New Zealand	NZ	NZ00	22389	-36.7833	174.617	-1521070	20220823220000	http://www.voxy.co.nz/business/5/406311
1059875769	20210823	202108	2021	2021.6384	GRC	GREECE	GRC								CVL	POPULATION						CVL			0	120	120	12	3	-4.0	8	1	8	-5.61622464898596	4	Balkans, Greece (general), Greece	GR	GR00	12099	44	23	-815872	4	Balkans, Greece (general), Greece	GR	GR00	12099	44	23	-815872	4	Balkans, Greece (general), Greece	GR	GR00	12099	44	23	-815872	20220823220000	https://www.esquire.com/news-politics/politics/a40942117/bird-flu-h5n1-public-health-united-states/
1059875770	20210823	202108	2021	2021.6384	NZL	NEW ZEALAND	NZL																		0	190	190	19	4	-10.0	10	1	10	5.77777777777778	4	Waitemata, New Zealand (general), New Zealand	NZ	NZ00	22389	-36.7833	174.617	-1521070	0								4	Waitemata, New Zealand (general), New Zealand	NZ	NZ00	22389	-36.7833	174.617	-1521070	20220823220000	http://www.voxy.co.nz/business/5/406311
1059875771	20220724	202207	2022	2022.5589	GOV	PRESIDENT						GOV			ISR	ISRAEL	ISR								1	042	042	04	1	1.9	6	1	6	0.61124694376528	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220823220000	http://www.jewishledger.com/2022/08/introducing-the-new-white-house-liaison-to-the-jewish-community/
1059875772	20220816	202208	2022	2022.6192											GOV	FIREFIGHTER						GOV			1	036	036	03	1	4.0	4	1	4	3.80952380952381	0								4	Bethlehem, West Bank (general), West Bank	WE	WE00	18315	31.7049	35.2038	-793854	4	Bethlehem, West Bank (general), West Bank	WE	WE00	18315	31.7049	35.2038	-793854	20220823220000	https://www.wdiy.org/wdiy-headlines/2022-08-23/rep-wild-announces-over-457-000-for-allentown-bethlehem-emmaus-fire-departments-wdiy-local-news
1059875773	20220816	202208	2022	2022.6192	CVL	VOTER						CVL			JUD	JUDGE						JUD			0	010	010	01	1	0.0	30	3	30	-1.90355329949239	3	Maricopa County, Arizona, United States	US	USAZ	AZ013	33.5	-112.501	37026	3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	20220823220000	https://www.sfgate.com/news/article/Governor-wants-high-court-to-toss-3-Arizona-17393217.php
1059875774	20220816	202208	2022	2022.6192	GBR	MANCHESTER	GBR								GBRCOP	MANCHESTER	GBR					COP			1	173	173	17	4	-5.0	8	1	8	-6.50887573964497	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20220823220000	https://manchesterinklink.com/tips-from-the-public-lead-to-arrest-of-u-s-marshals-service-fugitive-of-the-week-on-westland-avenue/
1059875775	20220816	202208	2022	2022.6192	GBR	MANCHESTER	GBR								GBRCOP	MANCHESTER	GBR					COP			1	173	173	17	4	-5.0	2	1	2	-6.50887573964497	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220823220000	https://manchesterinklink.com/tips-from-the-public-lead-to-arrest-of-u-s-marshals-service-fugitive-of-the-week-on-westland-avenue/
1059875776	20220816	202208	2022	2022.6192	GOV	FIREFIGHTER						GOV													1	036	036	03	1	4.0	4	1	4	3.80952380952381	4	Bethlehem, West Bank (general), West Bank	WE	WE00	18315	31.7049	35.2038	-793854	0								4	Bethlehem, West Bank (general), West Bank	WE	WE00	18315	31.7049	35.2038	-793854	20220823220000	https://www.wdiy.org/wdiy-headlines/2022-08-23/rep-wild-announces-over-457-000-for-allentown-bethlehem-emmaus-fire-departments-wdiy-local-news
