1059878787	20210823	202108	2021	2021.6384											COP	PRISON						COP			1	046	046	04	1	7.0	10	1	10	-3.64583333333333	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20220823223000	https://www.corrections1.com/products/mail-processing/articles/how-to-strike-a-balance-between-mail-security-and-prisoners-rights-Zrt6WFYUyWxxlN78/
1059878788	20210823	202108	2021	2021.6384											USA	UNITED STATES	USA								1	046	046	04	1	7.0	4	1	4	-5.07246376811594	0								3	Rapid City, South Dakota, United States	US	USSD		44.0805	-103.231	1265333	3	Rapid City, South Dakota, United States	US	USSD		44.0805	-103.231	1265333	20220823223000	https://listen.sdpb.org/show/in-the-moment/2022-08-23/what-south-dakotas-abortion-law-means-for-doctors
1059878789	20210823	202108	2021	2021.6384	IRN	IRAN	IRN								GOV	GOVERNMENT						GOV			1	192	192	19	4	-9.5	10	1	10	-3.36700336700336	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20220823223000	https://www.presstv.ir/Detail/2022/08/23/687915/Iran-current-account-balance-surplus-figures
1059878790	20210823	202108	2021	2021.6384	USA	UNITED STATES	USA																		1	046	046	04	1	7.0	4	1	4	-5.07246376811594	3	Rapid City, South Dakota, United States	US	USSD	SD103	44.0805	-103.231	1265333	0								3	Rapid City, South Dakota, United States	US	USSD		44.0805	-103.231	1265333	20220823223000	https://listen.sdpb.org/show/in-the-moment/2022-08-23/what-south-dakotas-abortion-law-means-for-doctors
1059878791	20220724	202207	2022	2022.5589	USA	UNITED STATES	USA								BUS	COMPANY						BUS			1	112	112	11	3	-2.0	4	1	4	-8.24622531939606	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220823223000	https://www.theregister.com/2022/08/23/twitter_security_whisterblower/
1059878792	20220816	202208	2022	2022.6192	COP	POLICE CHIEF						COP													0	180	180	18	4	-9.0	6	1	6	-6.51340996168583	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220823223000	https://journaltimes.com/news/local/crime-and-courts/sprawling-u-s-marshals-operation-includes-dozens-of-racine-area-arrests-authorities-say/article_19973a52-230b-11ed-8c0d-574b71d9fc24.html
1059878793	20220816	202208	2022	2022.6192	COP	POLICE CHIEF						COP			USA	UNITED STATES	USA								0	180	180	18	4	-9.0	2	1	2	-6.51340996168583	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220823223000	https://journaltimes.com/news/local/crime-and-courts/sprawling-u-s-marshals-operation-includes-dozens-of-racine-area-arrests-authorities-say/article_19973a52-230b-11ed-8c0d-574b71d9fc24.html
1059878794	20220816	202208	2022	2022.6192	COPLAB	PRISON						COP	LAB		USA	PENNSYLVANIA	USA								1	173	173	17	4	-5.0	2	1	2	-7.3469387755102	3	Allegheny County, Pennsylvania, United States	US	USPA	PA003	40.6253	-80.1251	1213657	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220823223000	https://www.wesa.fm/courts-justice/2022-08-23/allegheny-county-jail-union-says-warden-retaliated-against-its-president-over-social-media-posts
1059878795	20220816	202208	2022	2022.6192	CVL	VOTER						CVL			JUD	JUDGE						JUD			0	010	010	01	1	0.0	4	1	4	-1.9675925925926	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20220823223000	https://apnews.com/article/elections-arizona-phoenix-doug-ducey-88b47040f919a8c71d5de158746d5f55
1059878796	20220816	202208	2022	2022.6192	USA	UNITED STATES	USA								BUS	COMPANY						BUS			0	010	010	01	1	0.0	4	1	4	-1.94444444444445	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20220823223000	https://www.advisorhub.com/8-mln-rockefeller-producer-fired-over-allegedly-unauthorized-trades-lands-at-colorado-ria/
