1059903183	20210824	202108	2021	2021.6411	AFGINSTAL	TALIBAN	AFG	TAL				INS													1	163	163	16	4	-8.0	10	1	10	-7.84982935153583	1	Afghanistan	AF	AF		33	66	AF	0								1	Afghanistan	AF	AF		33	66	AF	20220824020000	https://www.cbs58.com/news/nearly-100-dead-in-afghanistan-floods-officials-say
1059903184	20210824	202108	2021	2021.6411	GOV	HOME MINIST						GOV			AGR	FARMER						AGR			1	112	112	11	3	-2.0	2	1	2	-7.2972972972973	4	Muzaffarnagar, Uttar Pradesh, India	IN	IN36	17929	29.4667	77.6833	-2105244	4	Muzaffarnagar, Uttar Pradesh, India	IN	IN36	17929	29.4667	77.6833	-2105244	4	Muzaffarnagar, Uttar Pradesh, India	IN	IN36	17929	29.4667	77.6833	-2105244	20220824020000	https://timesofindia.indiatimes.com/india/dogs-chase-fast-cars-teni-to-bjp-cadres-in-kheri/articleshow/93741086.cms
1059903185	20210824	202108	2021	2021.6411	GOV	HOME MINIST						GOV			AGR	FARMER						AGR			1	112	112	11	3	-2.0	5	1	5	-7.2972972972973	4	Tikunia, Uttar Pradesh, India	IN	IN36	17921	28.3833	80.9833	-2113110	4	Tikunia, Uttar Pradesh, India	IN	IN36	17921	28.3833	80.9833	-2113110	4	Tikunia, Uttar Pradesh, India	IN	IN36	17921	28.3833	80.9833	-2113110	20220824020000	https://timesofindia.indiatimes.com/india/dogs-chase-fast-cars-teni-to-bjp-cadres-in-kheri/articleshow/93741086.cms
1059903186	20210824	202108	2021	2021.6411	GOV	HOME MINIST						GOV			MED	JOURNALIST						MED			1	112	112	11	3	-2.0	7	1	7	-7.2972972972973	4	Muzaffarnagar, Uttar Pradesh, India	IN	IN36	17929	29.4667	77.6833	-2105244	4	Muzaffarnagar, Uttar Pradesh, India	IN	IN36	17929	29.4667	77.6833	-2105244	4	Muzaffarnagar, Uttar Pradesh, India	IN	IN36	17929	29.4667	77.6833	-2105244	20220824020000	https://timesofindia.indiatimes.com/india/dogs-chase-fast-cars-teni-to-bjp-cadres-in-kheri/articleshow/93741086.cms
1059903187	20210824	202108	2021	2021.6411	GOV	HOME MINIST						GOV			MED	JOURNALIST						MED			1	190	190	19	4	-10.0	7	1	7	-7.2972972972973	4	Muzaffarnagar, Uttar Pradesh, India	IN	IN36	17929	29.4667	77.6833	-2105244	4	Muzaffarnagar, Uttar Pradesh, India	IN	IN36	17929	29.4667	77.6833	-2105244	4	Muzaffarnagar, Uttar Pradesh, India	IN	IN36	17929	29.4667	77.6833	-2105244	20220824020000	https://timesofindia.indiatimes.com/india/dogs-chase-fast-cars-teni-to-bjp-cadres-in-kheri/articleshow/93741086.cms
1059903188	20210824	202108	2021	2021.6411	SDN	SUDAN	SDN																		0	010	010	01	1	0.0	4	1	4	-5.02793296089386	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	0								4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	20220824020000	https://www.wral.com/icc-prosecutor-un-should-help-deliver-justice-in-darfur/20429709/
1059903189	20220725	202207	2022	2022.5616	CHRPRO310	QUAKER				CHR	PRO														1	010	010	01	1	0.0	10	1	10	-1.53846153846154	1	Italy	IT	IT		42.833333	12.833333	IT	0								1	Italy	IT	IT		42.833333	12.833333	IT	20220824020000	https://www.erienewsnow.com/story/47148348/erie-quaker-steak-and-lube-to-close-new-restaurant-planned-for-former-ihop-on-w-12th
1059903190	20220817	202208	2022	2022.6219	COP	POLICE CHIEF						COP													0	180	180	18	4	-9.0	6	1	6	-6.4638783269962	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220824020000	https://lacrossetribune.com/news/state-and-regional/crime-and-courts/sprawling-u-s-marshals-operation-includes-dozens-of-racine-area-arrests-authorities-say/article_63ff56ab-4504-51dd-aa4f-306b6c92ff11.html
1059903191	20220817	202208	2022	2022.6219	COP	POLICE CHIEF						COP			USA	UNITED STATES	USA								0	180	180	18	4	-9.0	2	1	2	-6.4638783269962	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220824020000	https://lacrossetribune.com/news/state-and-regional/crime-and-courts/sprawling-u-s-marshals-operation-includes-dozens-of-racine-area-arrests-authorities-say/article_63ff56ab-4504-51dd-aa4f-306b6c92ff11.html
1059903192	20220817	202208	2022	2022.6219	JUD	COURT OF APPEALS						JUD			MED	NEWSPAPER						MED			0	020	020	02	1	3.0	10	1	10	-6.33579725448785	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	20220824020000	https://www.cpapracticeadvisor.com/2022/08/23/former-bdo-usa-it-audit-manager-charged-in-shooting-deaths-of-former-manager/69794/
