1059957792	20220817	202208	2022	2022.6219	COP	SECURITY FORCE						COP			IRNGOV	TEHRAN	IRN					GOV			0	1721	172	17	4	-5.0	3	1	3	-3.82165605095542	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220824110000	https://iranwire.com/en/politics/71420/
1059957793	20220817	202208	2022	2022.6219	GOV	AUTHORITIES						GOV			BUS	TRADER						BUS			1	040	040	04	1	1.0	10	1	10	-1.21951219512196	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20220824110000	https://www.thesouthafrican.com/news/liquor-traders-cape-town-shutdown-24-august-2022/
1059957794	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA																		1	070	070	07	2	7.0	4	1	4	0.37735849056603	3	Pontiac, Illinois, United States	US	USIL	IL105	40.8809	-88.6298	416008	0								3	Pontiac, Illinois, United States	US	USIL	IL105	40.8809	-88.6298	416008	20220824110000	https://www.pontiacdailyleader.com/story/opinion/2022/08/24/rich-miller-capitol-fax-about-darren-bailey-run-for-governor/65411701007/
1059957795	20220824	202208	2022	2022.6411											AGO	ANGOLA	AGO								0	042	042	04	1	1.9	8	1	8	-2.36886632825719	0								4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	1	Italy	IT	IT		42.833333	12.833333	IT	20220824110000	https://www.iol.co.za/news/africa/the-two-leading-contenders-vying-for-angolas-presidency-4dde5677-f447-5a7b-826d-c0666476b3a1
1059957796	20220824	202208	2022	2022.6411											AGO	ANGOLA	AGO								0	042	042	04	1	1.9	2	1	2	-2.36886632825719	0								1	Portugal	PO	PO		39.5	-8	PO	1	Portugal	PO	PO		39.5	-8	PO	20220824110000	https://www.iol.co.za/news/africa/the-two-leading-contenders-vying-for-angolas-presidency-4dde5677-f447-5a7b-826d-c0666476b3a1
1059957797	20220824	202208	2022	2022.6411											AGOSEP	ANGOLA	AGO					SEP			1	043	043	04	1	2.8	6	1	6	-2.36886632825719	0								4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	20220824110000	https://www.iol.co.za/news/africa/the-two-leading-contenders-vying-for-angolas-presidency-4dde5677-f447-5a7b-826d-c0666476b3a1
1059957798	20220824	202208	2022	2022.6411											AGR	FARMER						AGR			0	040	040	04	1	1.0	6	1	6	2.58823529411764	0								3	Dubuque County, Iowa, United States	US	USIA		42.4833	-90.8668	465219	3	Dubuque County, Iowa, United States	US	USIA		42.4833	-90.8668	465219	20220824110000	https://www.telegraphherald.com/news/tri-state/article_6afe7a50-2009-5835-b00f-1eab60eea4c6.html
1059957799	20220824	202208	2022	2022.6411											ARE	DUBAI	ARE								1	046	046	04	1	7.0	1	1	1	0.80321285140563	0								1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20220824110000	http://www.tradearabia.com/news/IND_399913.html
1059957800	20220824	202208	2022	2022.6411											AUS	AUSTRALIA	AUS								0	042	042	04	1	1.9	2	1	2	-1.84696569920845	0								1	Afghanistan	AF	AF		33	66	AF	1	Australia	AS	AS		-25	135	AS	20220824110000	http://www.econotimes.com/Australia-Former-PMs-secret-appointments-to-ministries-fundamentally-undermined-responsible-government-1639977
1059957801	20220824	202208	2022	2022.6411											BGD	BANGLADESH	BGD								1	114	114	11	3	-2.0	2	1	2	-5.10204081632653	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20220824110000	https://www.thehindu.com/news/national/bjp-leader-sonali-phogats-brother-claims-she-was-murdered-police-conducting-detailed-probe-says-goa-cm/article65805250.ece
1059957802	20220824	202208	2022	2022.6411											BUS	BUSINESS						BUS			1	036	036	03	1	4.0	10	1	10	4.63576158940397	0								4	Llandudno, Conwy, United Kingdom	UK	UKX8	40182	53.3333	-3.83333	-2601512	4	Llandudno, Conwy, United Kingdom	UK	UKX8	40182	53.3333	-3.83333	-2601512	20220824110000	https://www.northwalespioneer.co.uk/news/20736080.aberconwy-mp-completes-hospitality-industry-skills-challenge-llandudno-hotel/
1059957803	20220824	202208	2022	2022.6411											BUS	BUSINESS						BUS			0	040	040	04	1	1.0	10	1	10	1.11396743787489	0								3	City Of Edmonds, Washington, United States	US	USWA		47.8257	-122.37	2410403	3	City Of Edmonds, Washington, United States	US	USWA		47.8257	-122.37	2410403	20220824110000	https://myedmondsnews.com/2022/08/council-hears-city-attorney-report-finalizes-schedule-for-applicant-interviews/
1059957804	20220824	202208	2022	2022.6411											BUS	BUSINESS						BUS			1	043	043	04	1	2.8	5	1	5	-0.50251256281407	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20220824110000	https://www.marketwatch.com/story/royal-bank-of-canada-3q-profit-falls-as-main-segments-drag-271661337468
1059957805	20220824	202208	2022	2022.6411											BUS	INDUSTRY						BUS			0	046	046	04	1	7.0	5	1	5	1.15979381443299	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220824110000	http://www.itnewsonline.com/BusinessWire/In-an-industry-first-Anyline-partners-with-Tata-Power-Delhi-Distribution-Limited-to-deploy-AI-based-OCR-application-for-Meter-Reading/29204
1059957806	20220824	202208	2022	2022.6411											BUS	BUSINESS						BUS			0	051	051	05	1	3.4	3	1	3	0.80321285140563	0								1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20220824110000	http://www.tradearabia.com/news/IND_399913.html
1059957807	20220824	202208	2022	2022.6411											BUS	INVESTOR						BUS			1	060	060	06	2	6.0	1	1	1	-0.7168458781362	0								3	Asbury Park, New Jersey, United States	US	USNJ		40.2204	-74.0121	874396	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20220824110000	https://www.njherald.com/story/news/local/how-we-live/2022/08/24/nj-real-estate-housing-market-prices-newark-trenton-camden-asbury-park/65388456007/
1059957808	20220824	202208	2022	2022.6411											BUS	BUSINESS						BUS			1	061	061	06	2	6.4	5	1	5	-1.99714693295292	0								3	Selbyville, Delaware, United States	US	USDE	DE005	38.4604	-75.2207	214630	3	Selbyville, Delaware, United States	US	USDE	DE005	38.4604	-75.2207	214630	20220824110000	https://www.finanznachrichten.de/nachrichten-2022-08/56885908-infection-control-supplies-market-to-reach-usd-54-billion-by-2030-says-global-market-insights-inc-008.htm
1059957809	20220824	202208	2022	2022.6411											BUS	COMPANIES						BUS			0	071	071	07	2	7.4	10	1	10	2.16535433070867	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20220824110000	http://www.parabolicarc.com/2022/08/24/nasa-selects-astrobotic-honeybee-and-lockheed-martin-to-advance-solar-power-on-moon/
1059957810	20220824	202208	2022	2022.6411											BUS	BUSINESS						BUS			1	100	100	10	3	-5.0	3	1	3	5.17241379310345	0								4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	20220824110000	https://english.news.cn/asiapacific/20220824/b3c41dfe56ed4441bad0e5a817c3518c/c.html
1059957811	20220824	202208	2022	2022.6411											BUSBUS	COMPANY						BUS	BUS		0	130	130	13	3	-4.4	10	1	10	-6.99186991869919	0								1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20220824110000	https://www.telegraphindia.com/business/india-forced-twitter-to-put-government-agent-on-payroll-claims-whistleblower/cid/1882147
1059957812	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	043	043	04	1	2.8	6	1	6	-0.2906976744186	0								4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20220824110000	https://www.iol.co.za/the-star/news/its-business-as-usual-in-the-city-of-joburg-as-national-shutdown-proceeds-in-pretoria-acd40490-8499-4f43-8632-655c775e508d
1059957813	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	0841	084	08	2	7.0	3	1	3	-5.30785562632696	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20220824110000	https://www.thenews.com.pk/latest/985022-islamabad-police-plead-with-court-to-extend-physical-remand-of-shahbaz-gill
1059957814	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	173	173	17	4	-5.0	10	1	10	-8.19672131147543	0								1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	20220824110000	https://gulfnews.com/world/gulf/saudi/saudi-arabia-barking-dog-lands-owner-in-jail-1.90094672
1059957815	20220824	202208	2022	2022.6411											CVL	VILLAGE						CVL			0	042	042	04	1	1.9	4	1	4	-1.74317257408483	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220824110000	https://www.forwardpress.in/2022/08/nirmal-pathak-ki-ghar-wapsi-yet-another-story-of-upper-caste-charity/
1059957816	20220824	202208	2022	2022.6411											CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	6	1	6	-3.75	0								3	Jamestown, Washington, United States	US	USWA	WA009	48.1281	-123.087	1512329	3	Jamestown, Washington, United States	US	USWA	WA009	48.1281	-123.087	1512329	20220824110000	https://www.washingtonpost.com/nation/2022/08/24/michigan-library-defunded-gender-queer/
1059957817	20220824	202208	2022	2022.6411											CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	4	1	4	-3.75	0								3	Patmos Library, Michigan, United States	US	USMI		42.8261	-85.8425	2573325	3	Patmos Library, Michigan, United States	US	USMI		42.8261	-85.8425	2573325	20220824110000	https://www.washingtonpost.com/nation/2022/08/24/michigan-library-defunded-gender-queer/
1059957818	20220824	202208	2022	2022.6411											CVL	VILLAGE						CVL			0	130	130	13	3	-4.4	2	1	2	-4.60763138948884	0								4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20220824110000	https://www.perrytribune.com/comment/article_d4d32c4a-22f7-11ed-8682-57bbf0b05270.html
1059957819	20220824	202208	2022	2022.6411											CVL	VILLAGE						CVL			0	130	130	13	3	-4.4	8	1	8	-4.60763138948884	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20220824110000	https://www.perrytribune.com/comment/article_d4d32c4a-22f7-11ed-8682-57bbf0b05270.html
1059957820	20220824	202208	2022	2022.6411											CVL	VILLAGE						CVL			0	160	160	16	4	-4.0	2	1	2	-4.60763138948884	0								4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20220824110000	https://www.perrytribune.com/comment/article_d4d32c4a-22f7-11ed-8682-57bbf0b05270.html
1059957821	20220824	202208	2022	2022.6411											CVL	VILLAGE						CVL			0	160	160	16	4	-4.0	8	1	8	-4.60763138948884	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20220824110000	https://www.perrytribune.com/comment/article_d4d32c4a-22f7-11ed-8682-57bbf0b05270.html
1059957822	20220824	202208	2022	2022.6411											EDU	STUDENT						EDU			1	036	036	03	1	4.0	10	1	10	1.52173913043478	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20220824110000	https://www.timeoutdubai.com/news/free-pcr-tests-students
1059957823	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	6	1	6	-3.87596899224806	0								4	Dobsonville, Gauteng, South Africa	SF	SF06	77364	-26.2234	27.8672	-1222221	4	Dobsonville, Gauteng, South Africa	SF	SF06	77364	-26.2234	27.8672	-1222221	20220824110000	https://www.iol.co.za/the-star/news/learner-commits-suicide-after-being-called-sissy-boy-3d0a9713-4108-43af-aa1a-a7a9b7bae67d
1059957824	20220824	202208	2022	2022.6411											FRA	FRANCE	FRA								1	051	051	05	1	3.4	2	1	2	0.55710306406686	0								4	Poitiers, Poitou-Charentes, France	FR	FRB7	16319	46.5833	0.333333	-1458949	1	Argentina	AR	AR		-34	-64	AR	20220824110000	https://cineuropa.org/en/newsdetail/429209/
1059957825	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	4	1	4	6.70103092783505	0								5	Suffolk, Suffolk, United Kingdom	UK	UKN5	40132	52.1667	1	-2609091	5	Suffolk, Suffolk, United Kingdom	UK	UKN5	40132	52.1667	1	-2609091	20220824110000	https://www.eadt.co.uk/news/business/insight-energy/north-stars-new-windfarm-vessel-named-in-lowestoft-9228710
1059957826	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								1	173	173	17	4	-5.0	2	1	2	3.58649789029536	0								5	Suffolk, Suffolk, United Kingdom	UK	UKN5	40132	52.1667	1	-2609091	5	Suffolk, Suffolk, United Kingdom	UK	UKN5	40132	52.1667	1	-2609091	20220824110000	https://www.eadt.co.uk/news/health/rocco-fundraiser-success-for-brompton-fountain-9228842
1059957827	20220824	202208	2022	2022.6411											GBR	LIVERPOOL	GBR								1	191	191	19	4	-9.5	10	1	10	-4.86322188449848	0								0								0								20220824110000	https://www.liverpoolecho.co.uk/news/liverpool-news/woman-remains-critically-ill-after-24838795
1059957828	20220824	202208	2022	2022.6411											GOV	MINIST						GOV			0	040	040	04	1	1.0	1	1	1	-2.51256281407036	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824110000	https://www.bignewsnetwork.com/news/272664257/french-attempt-to-distort-talks-about-zaporizhzhia-npp-smack-of-western-tradition-moscow
1059957829	20220824	202208	2022	2022.6411											GOV	MINIST						GOV			0	040	040	04	1	1.0	1	1	1	-2.51256281407036	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220824110000	https://www.bignewsnetwork.com/news/272664257/french-attempt-to-distort-talks-about-zaporizhzhia-npp-smack-of-western-tradition-moscow
1059957830	20220824	202208	2022	2022.6411											GOV	AUTHORITIES						GOV			1	042	042	04	1	1.9	10	1	10	-3.63288718929254	0								1	Bulgaria	BU	BU		43	25	BU	1	Bulgaria	BU	BU		43	25	BU	20220824110000	https://timesofmalta.com/articles/view/satabank-set-liquidated.975719
1059957831	20220824	202208	2022	2022.6411											GOV	MINIST						GOV			0	046	046	04	1	7.0	2	1	2	-2.51256281407036	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824110000	https://www.bignewsnetwork.com/news/272664257/french-attempt-to-distort-talks-about-zaporizhzhia-npp-smack-of-western-tradition-moscow
1059957832	20220824	202208	2022	2022.6411											GOVMIL	DEFENSE SECRETARY						GOV	MIL		1	040	040	04	1	1.0	10	1	10	0.85034013605442	0								4	Tegucigalpa, Francisco MorazáHO, Honduras	HO	HO08	17301	14.1	-87.2167	-1130280	4	Tegucigalpa, Francisco MorazáHO, Honduras	HO	HO08	17301	14.1	-87.2167	-1130280	20220824110000	https://dialogo-americas.com/articles/professionalization-of-honduran-armed-forces-based-on-human-rights/
1059957833	20220824	202208	2022	2022.6411											GRC	RHODES	GRC								1	042	042	04	1	1.9	5	1	5	1.92307692307693	0								0								0								20220824110000	https://www.ewrestlingnews.com/news/cody-rhodes-reacts-to-being-called-the-best-pro-wrestler-in-the-world
1059957834	20220824	202208	2022	2022.6411											HLH	DOCTOR						HLH			1	014	014	01	1	0.0	4	1	4	-3.96825396825397	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20220824110000	https://www.boredpanda.com/woman-hospitalized-after-removing-napkin-car-door-handle-erin-mims/
1059957835	20220824	202208	2022	2022.6411											HLH	DOCTOR						HLH			1	014	014	01	1	0.0	16	1	16	-3.96825396825397	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220824110000	https://www.boredpanda.com/woman-hospitalized-after-removing-napkin-car-door-handle-erin-mims/
1059957836	20220824	202208	2022	2022.6411											HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	12	1	12	-3.96825396825397	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20220824110000	https://www.boredpanda.com/woman-hospitalized-after-removing-napkin-car-door-handle-erin-mims/
1059957837	20220824	202208	2022	2022.6411											HLH	CAREGIVER						HLH			1	0874	087	08	2	10.0	10	1	10	-3.3175355450237	0								4	Waterloo, Ontario, Canada	CA	CA08	12688	43.4667	-80.5333	-575624	4	Waterloo, Ontario, Canada	CA	CA08	12688	43.4667	-80.5333	-575624	20220824110000	https://www.sciencetimes.com/articles/39529/20220824/digital-media-use-helps-enhance-mental-health-linked-negative-parenting.htm
1059957838	20220824	202208	2022	2022.6411											HLH	DOCTOR						HLH			0	110	110	11	3	-2.0	20	1	20	-3.96825396825397	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20220824110000	https://www.boredpanda.com/woman-hospitalized-after-removing-napkin-car-door-handle-erin-mims/
1059957839	20220824	202208	2022	2022.6411											IGOSEAASN	ASEAN	SEA	ASN				IGO			0	018	018	01	1	3.4	4	1	4	-0.34129692832764	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20220824110000	https://www.philippinetimes.com/news/272663971/stronger-ties-among-asean-navies-to-curb-emerging-threats
1059957840	20220824	202208	2022	2022.6411											IGOSEAASN	ASEAN	SEA	ASN				IGO			0	018	018	01	1	3.4	1	1	1	-0.34129692832764	0								1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20220824110000	https://www.philippinetimes.com/news/272663971/stronger-ties-among-asean-navies-to-curb-emerging-threats
1059957841	20220824	202208	2022	2022.6411											IGOSEAASN	ASEAN	SEA	ASN				IGO			0	060	060	06	2	6.0	8	1	8	-0.34129692832764	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20220824110000	https://www.philippinetimes.com/news/272663971/stronger-ties-among-asean-navies-to-curb-emerging-threats
1059957842	20220824	202208	2022	2022.6411											IGOSEAASN	ASEAN	SEA	ASN				IGO			0	060	060	06	2	6.0	2	1	2	-0.34129692832764	0								1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20220824110000	https://www.philippinetimes.com/news/272663971/stronger-ties-among-asean-navies-to-curb-emerging-threats
1059957843	20220824	202208	2022	2022.6411											IGOSEAASNMIL	ASEAN	SEA	ASN				IGO	MIL		0	046	046	04	1	7.0	6	1	6	-0.34129692832764	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20220824110000	https://www.philippinetimes.com/news/272663971/stronger-ties-among-asean-navies-to-curb-emerging-threats
1059957844	20220824	202208	2022	2022.6411											IGOSEAASNMIL	ASEAN	SEA	ASN				IGO	MIL		0	046	046	04	1	7.0	4	1	4	-0.34129692832764	0								1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20220824110000	https://www.philippinetimes.com/news/272663971/stronger-ties-among-asean-navies-to-curb-emerging-threats
1059957845	20220824	202208	2022	2022.6411											IND	MUMBAI	IND								0	042	042	04	1	1.9	2	1	2	-1.9400352733686	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20220824110000	https://www.dnaindia.com/india/report-dna-explained-what-is-land-for-jobs-scam-in-which-lalu-tejashwi-aides-are-facing-cbi-heat-2979118
1059957846	20220824	202208	2022	2022.6411											INDGOVDEV	TAMIL NADU	IND					GOV	DEV		1	043	043	04	1	2.8	2	1	2	0.779220779220781	0								5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20220824110000	https://zeenews.india.com/india/tnpsc-group-5a-notification-2022-released-for-over-100-posts-on-tnpsc-gov-in-check-vacancies-and-other-details-here-2501138.html
1059957847	20220824	202208	2022	2022.6411											INDMED	TAMIL NADU	IND					MED			1	043	043	04	1	2.8	2	1	2	0.779220779220781	0								5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20220824110000	https://zeenews.india.com/india/tnpsc-group-5a-notification-2022-released-for-over-100-posts-on-tnpsc-gov-in-check-vacancies-and-other-details-here-2501138.html
